#Cfactor 0.0275981977
Recipient TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs22A 19.101659 18.718977 19.606864 24.957875 18.846732 23.973625 18.773189 18.703895 21.052487 18.931628 19.115849 18.904572 19.169576 18.833397 20.8087 18.637507 19.146675 18.347041 18.992606 20.460635 0 18.638266 18.742588 20.038107 20.93864 19.743654 18.865199 21.663259 20.98055 19.377419 19.684917 21.781941 19.518016 24.573227 20.116829 19.594554 18.18807 19.501334 19.057042 20.15213 19.356506 19.344696 18.424282 23.207462 21.15794 18.843978 18.722023 19.835849 18.453731 19.060538 20.602861 20.979802 18.791332 19.947066 19.022918 19.99898 19.550841 22.725836 20.901913 21.066289 19.273516 18.960661 22.846692 18.963363 20.004942 20.1919 19.283394 19.429313 19.706558 19.231166 19.187208 20.025087 19.011847 20.002506 18.947269 20.283851 18.530252 23.91035 21.158293 19.939745 22.283969 19.10943 19.333131 18.750998 19.095153 19.352234 22.729096 19.720729 19.727963 20.615594 19.80815 20.774261 18.978362 19.446539 18.384287
TSs357 24.293986 30.36016 18.725939 18.83148 23.888661 18.96422 18.690982 19.249206 18.994223 18.678163 19.697249 18.271341 19.913113 24.545683 19.256978 30.192483 23.882801 23.48254 19.478842 18.795965 18.678637 0 18.258887 18.79285 20.94326 19.542895 20.106535 19.151365 19.141274 23.021661 18.631652 19.215136 18.564636 18.878686 20.492672 18.71073 18.866778 20.439656 18.765068 19.10254 18.42355 19.413951 20.014995 20.188444 18.332317 19.796181 19.652299 21.327604 18.669 20.293929 18.480912 19.227037 23.394914 21.224299 18.645506 19.867186 18.684668 19.57481 19.372356 19.516091 18.45593 18.541082 19.36205 18.532922 20.361015 19.57899 18.774293 20.665224 19.365391 18.810261 19.935742 18.876098 20.187461 19.197143 18.256245 18.855358 19.193364 19.109185 18.632079 18.907654 19.09523 18.775739 18.870839 30.191105 18.724743 20.866147 18.41554 19.298674 19.848534 18.940596 18.783599 20.238422 18.558313 20.65487 20.059566
TSs161 18.835012 17.727637 21.431968 19.946355 18.247359 19.941609 20.988532 20.752749 22.723983 20.145711 20.412906 20.234261 19.642874 18.972711 18.171359 17.701023 18.582188 19.109676 20.535601 18.834147 18.810913 18.343253 0 21.954972 19.215108 19.56123 19.390593 19.734216 19.281329 19.922651 18.827577 19.441194 20.77589 18.217175 19.399508 20.275425 21.157956 20.670094 20.57852 20.215442 21.256191 20.249853 23.726178 19.743794 21.029646 19.491807 21.941941 18.711736 20.245027 20.910237 20.232538 19.114843 18.59175 19.101886 20.42057 19.991066 21.012236 19.261296 18.832996 19.09593 22.113485 20.20431 19.315852 20.302328 18.295556 18.984354 19.239765 20.068946 19.557494 22.261002 19.93881 18.304769 19.399445 18.777223 21.698488 17.351582 23.394505 19.042309 20.381194 22.549136 18.543574 20.457076 19.746392 17.744666 20.967801 19.442376 19.119769 18.116961 20.130353 21.668515 20.868998 19.56643 20.676392 19.221017 19.185965
TSs11 18.56833 17.506131 19.998946 20.402732 18.668546 19.750216 20.741166 20.627278 21.184169 20.20429 20.783234 19.289511 20.862165 18.354532 19.768173 17.540824 18.087211 19.035087 20.272171 19.666047 20.016148 18.986377 22.009139 0 18.915566 19.627085 19.502698 21.46056 19.258493 18.819481 19.848295 19.608697 20.280577 19.891698 19.863008 21.777909 20.981206 20.162943 20.196286 19.734325 19.791831 20.907977 21.320194 19.137965 20.334464 19.400034 19.662258 19.600129 20.428744 21.100406 20.370327 19.33814 18.653432 19.298973 21.086037 20.475736 20.28379 19.392842 18.687769 20.357139 20.170717 20.408709 19.987559 20.019492 19.383486 20.72806 19.657639 21.123212 19.759566 19.721871 20.268749 19.074809 18.814923 19.053076 20.342715 18.687229 21.248255 19.761767 21.395297 21.761786 19.042354 19.674284 20.632883 17.556931 20.505854 19.915572 19.933191 19.913128 18.999671 21.29735 20.609183 20.515318 20.286221 19.894022 19.228053
TSs5A 21.419578 21.669619 18.780345 19.377161 21.569271 20.431006 19.191523 19.946051 19.507995 19.565224 19.355817 19.281461 20.487669 21.591756 19.084692 21.413516 21.083955 20.465677 20.284728 19.094625 20.995644 20.99391 19.315452 18.873379 0 19.733104 19.521998 19.986154 20.604677 20.343069 19.461242 21.269055 20.020192 19.364286 20.476022 19.55191 19.402315 19.523716 19.329494 20.927437 19.416173 20.47487 20.097711 20.31423 18.977653 20.136435 19.294048 22.572954 19.062906 19.532017 19.12182 19.114935 21.789195 20.974275 20.469711 25.485972 19.716561 19.817021 21.376128 20.294919 18.932486 19.830556 19.118184 19.882029 20.039562 19.446725 19.199982 20.911029 19.825077 19.478577 21.352833 18.901785 19.656414 19.71829 19.257067 18.730178 19.975642 19.915668 19.188772 19.325455 19.051299 19.10948 19.2389 21.526534 18.754232 19.292385 20.129561 19.841479 20.222129 19.300807 19.608886 19.901378 20.056063 20.564403 19.126485
TSs131 19.864041 19.423501 20.954324 19.681999 19.752854 19.983337 19.675143 19.931675 21.001499 19.868514 18.875207 21.426039 20.763141 19.172312 20.316228 19.570299 19.715512 19.316409 19.479617 20.404998 20.093734 19.845095 19.990486 19.998383 19.968921 0 20.497808 20.16988 22.319232 19.523404 19.751241 19.933367 20.891862 21.231521 20.539209 19.088943 18.990581 19.42283 20.887654 21.221282 20.546382 20.350281 20.08167 19.538526 20.282791 20.037422 19.27597 20.238792 20.606539 19.675912 20.732382 20.51407 19.873284 19.400123 20.555019 19.519531 21.888499 20.032692 20.012392 19.749524 21.549237 19.574362 20.782142 20.318023 21.083829 19.675481 20.369289 19.792505 20.903894 19.790838 19.574686 19.94339 20.732861 20.332411 20.726217 20.120881 19.916171 20.6755 20.282593 19.847432 20.405516 19.929338 19.010694 19.443451 20.628804 20.742839 19.754586 20.115325 20.39735 20.326416 20.524979 20.11947 19.729389 20.024091 19.386492
TSs294 19.870252 19.990485 19.742781 20.30793 19.701238 19.764017 20.773849 20.632983 19.690978 21.113226 19.197852 20.265371 19.467105 19.144788 20.290134 19.948504 19.664049 20.338062 20.765697 20.630316 19.305553 20.623144 19.745922 19.85425 19.9711 20.667322 0 19.679504 19.944803 19.788081 19.738574 20.278893 19.846752 19.948366 19.570188 20.532007 19.844902 19.136137 20.286569 20.541748 20.10318 19.919483 21.283581 23.389461 20.35159 19.92537 19.373752 20.477733 20.394705 20.974936 20.396789 20.227608 19.520295 19.711075 20.138743 19.710817 20.476228 20.038633 20.656441 20.110386 20.589388 20.028328 19.754844 20.640463 19.778656 20.235616 20.002803 21.734028 20.605229 20.5796 20.095911 20.019473 21.694666 20.266808 19.821311 20.040742 20.133033 19.612662 19.178594 20.053255 19.608555 20.529128 19.576901 20.011851 20.936115 21.515031 19.567061 19.846121 20.672688 19.78341 20.674307 20.164006 19.514186 20.525957 19.977816
TSs378 19.297503 18.24633 20.474803 21.950646 19.339252 20.325282 19.298882 19.777901 20.889298 20.080377 19.318212 19.308661 20.110695 19.090256 19.660313 18.241192 18.633461 19.107352 19.769552 20.067957 21.787133 19.34416 19.80616 21.637661 20.02798 20.05164 19.259258 0 21.423459 19.667889 19.966769 20.495491 20.482545 19.851394 19.994215 19.535912 19.849793 19.324235 20.092585 19.853623 19.766254 19.692772 20.109947 21.496063 20.609471 19.407338 19.838177 19.89251 19.99599 19.694832 21.077858 20.584773 19.207943 19.885948 20.3875 20.200609 20.223873 20.665291 19.027609 20.784973 20.530479 20.457934 20.157193 20.078173 19.402054 19.86487 19.959267 20.740276 21.314524 20.237071 20.14269 19.28164 19.143843 19.297274 20.090523 19.074167 20.007995 22.518541 20.370349 20.059459 19.524268 21.000277 21.926925 18.26889 20.414636 19.616067 20.269902 18.744389 19.574621 19.598767 20.80766 19.694906 19.531572 19.37658 19.236374
TSs336 19.283733 19.063734 20.15184 20.053444 19.718827 20.128362 20.09633 19.57029 22.283434 19.406297 18.910245 20.974206 19.426912 19.529499 19.906305 19.028633 18.955358 18.964106 19.106301 20.176117 20.978222 19.151299 19.273953 19.22975 20.493048 22.067513 19.641246 21.320347 0 19.393668 20.160334 20.883223 22.304956 20.918402 19.76754 19.189626 18.690797 20.694642 20.943305 20.017697 20.245371 19.372696 19.147819 19.766201 19.850917 19.766153 19.253541 20.392391 18.94099 19.381811 20.98076 20.703734 20.530003 20.230417 19.04506 20.117681 21.367966 19.463443 18.998089 19.930777 19.924043 19.504963 20.324225 20.219275 20.18261 19.598691 20.775221 19.728513 21.186934 19.275286 19.107367 19.821455 19.890742 19.857613 20.516764 19.538399 19.110492 21.163935 19.695157 19.285654 20.203429 19.531759 19.966478 19.032687 19.925294 19.955556 21.346731 19.029224 20.43015 19.515593 20.967665 20.107582 18.964736 20.364082 20.269481
TSs111 24.749872 25.394792 18.835045 18.86802 22.79056 19.40917 18.723063 19.49654 19.664795 18.984506 20.034419 19.092468 19.259173 25.262024 18.900962 25.17611 23.099406 23.484721 19.923226 19.675001 19.376112 23.053527 19.884684 18.792861 20.24087 19.260198 19.482865 19.634764 19.367274 0 19.368345 18.897737 21.168556 18.323546 20.116076 18.423754 19.762552 18.792504 20.073578 19.82479 18.842252 19.344313 20.32715 20.795752 18.867927 19.421216 19.658658 20.603548 18.947806 20.110459 18.864724 19.079127 22.912603 20.602436 18.451414 19.564846 20.032187 20.168017 19.825186 19.014597 18.049631 18.994026 19.506232 18.692807 19.796169 19.909956 18.811617 19.748187 19.318059 20.314076 22.948906 18.561865 19.578686 18.489264 18.475111 18.947214 19.53817 18.577192 19.654809 19.254048 18.811907 18.692284 19.675002 25.164112 22.239291 19.001772 18.214514 19.424497 19.132678 18.538385 18.925986 20.314027 19.326811 20.013217 19.78066
TSs56 18.233216 17.505832 21.472276 19.290418 18.83737 20.627443 20.075335 20.463239 19.647626 21.183552 20.497649 24.315648 19.050799 17.985661 21.554989 17.375174 18.633924 19.300325 19.836845 22.07441 19.702064 18.73953 18.849836 19.764733 19.421823 19.550205 19.412427 19.953813 20.158187 19.342237 0 20.188039 19.695346 20.482021 19.780151 19.870655 24.539227 18.789312 21.03502 19.539602 20.911182 20.68427 19.185727 18.788713 20.420641 19.79696 19.854297 18.035666 20.111055 19.697057 20.162923 21.051789 18.195159 18.639663 19.227592 18.389458 19.98734 19.566087 20.465374 20.362006 19.583503 20.489099 19.996022 21.582285 18.997069 20.073515 20.691378 19.142144 19.102868 20.625246 19.678168 21.292242 19.18686 22.236847 19.12815 22.841824 19.941078 19.740357 20.024063 20.301204 20.40673 19.505446 20.53021 17.534926 20.522818 20.503676 21.078498 20.846648 19.196507 20.185014 19.956432 19.410032 21.889235 19.275921 19.252502
TSs3A 18.68684 18.181757 20.996094 20.694996 18.8339 20.067386 20.066351 19.73176 20.213686 19.428952 18.78751 20.431671 19.520221 18.742627 20.117577 18.217165 18.461477 17.846767 20.082129 20.630513 21.854261 19.25662 19.395521 19.611667 21.327118 19.746876 19.916273 20.582473 20.971351 18.954589 20.208569 0 18.946985 21.522975 20.244614 21.638899 18.523506 19.877744 19.525502 20.584383 19.51811 19.592932 19.461279 20.431616 20.732047 20.092052 19.140195 20.300878 19.357204 19.543173 21.834547 20.48115 19.515854 19.700012 19.973898 20.117892 19.642023 21.942516 20.60849 20.561162 21.495575 19.767499 20.432946 19.601632 19.948209 20.317761 23.516312 20.266587 19.47837 19.565201 19.833609 21.934735 19.857477 21.327721 19.756649 19.454379 18.983195 21.461065 19.46071 22.472656 20.05742 19.623966 18.923155 18.223533 18.432517 19.857123 23.353646 19.94215 20.984446 20.724825 19.392653 20.142661 19.625261 19.535813 20.103991
TSs95 19.567577 19.043048 20.417759 20.093134 19.003031 18.670198 19.880597 20.416452 21.26938 20.440178 19.724315 21.875459 19.58553 19.429611 19.095265 19.510874 18.638257 18.269129 20.988068 20.099986 20.081946 18.977197 21.350029 20.980899 20.51958 20.999809 19.911613 20.843628 22.861067 21.787845 20.139492 19.354739 0 19.490414 19.549303 19.400192 19.764104 19.421975 23.183769 22.461758 20.056877 20.033477 19.968843 20.439266 21.536785 19.199329 19.870617 19.150937 20.604608 20.2905 21.357529 19.20301 18.934485 19.689583 19.858332 20.412464 24.052659 19.982094 20.734458 20.572444 20.208806 19.952834 19.762402 20.899829 19.141312 19.283504 20.718589 20.935164 20.766316 19.030584 19.952216 19.339324 21.369346 19.4903 22.387856 18.675767 20.541312 19.433335 19.684213 19.439174 19.491162 19.286288 21.012867 19.05823 24.254131 21.069233 18.967601 19.293215 21.749022 19.347379 19.997058 19.439998 19.917881 20.913084 20.086791
TSs2 19.733207 18.916435 20.253574 22.212832 18.885965 22.816537 19.385959 18.891834 20.203272 18.70612 19.281739 19.135874 18.658025 19.624306 20.607077 18.932616 19.263228 18.2605 18.925565 22.314312 24.767444 18.946013 18.209725 19.921051 19.311201 20.96871 19.649662 19.86365 21.06991 18.351478 20.470069 21.557346 19.129339 0 20.919338 19.885429 18.850316 18.955221 19.085667 19.302012 19.350294 19.287437 18.778177 19.453294 19.877928 19.822438 18.45435 19.047858 18.653039 19.492524 20.185307 22.315652 19.394127 18.934866 18.404065 18.89141 19.31271 22.831924 20.23582 21.573995 19.375615 18.565264 25.215021 19.209479 20.789547 22.027499 19.554037 18.971407 20.149052 18.895782 18.605583 21.547155 18.873824 20.588464 18.549368 21.736696 18.415507 23.77768 21.006953 20.876489 24.549596 19.251246 19.039303 18.947743 19.131323 19.373398 23.529852 21.606826 19.478328 19.868818 20.4572 22.664511 18.608342 19.330772 19.310224
TSs44C 21.464387 20.284892 19.691278 19.351278 20.93709 19.804638 19.663388 21.454273 20.028759 19.755628 19.977453 19.775921 21.058064 20.703528 19.770375 20.263954 20.856582 20.229323 19.188656 20.113732 20.131753 20.499373 19.409749 19.86358 20.460822 20.239449 19.217276 19.697516 19.846478 20.074103 19.746376 20.147554 19.188239 20.859625 0 18.752072 20.301419 20.442994 19.603266 19.570674 19.050461 19.826333 20.117919 19.096778 19.31512 22.95961 19.481822 20.598087 19.490761 20.015163 19.529035 20.547786 22.761953 20.441505 18.900555 19.608679 18.826882 19.542255 19.855358 20.021696 20.077205 19.04264 21.59014 19.901056 21.12259 20.162304 19.023944 20.123735 20.329114 19.09578 19.164377 19.878965 19.790478 20.302004 18.875941 20.290875 18.839569 20.167894 20.04301 19.721772 20.749722 20.13952 20.259108 20.324757 19.023216 19.531445 19.872984 21.146093 19.896734 20.012128 19.968455 19.568692 19.600594 20.186248 20.70169
TSs201 18.68835 18.220884 20.742689 19.905228 18.810347 19.441237 20.733593 21.60409 21.064682 20.692757 20.876581 18.667686 20.535575 18.243933 19.477015 18.217808 18.779669 19.646455 21.282747 19.945071 19.940194 19.160364 20.795152 22.152978 19.781909 19.160829 20.463057 19.89577 19.521413 18.819622 20.274754 21.795308 19.265718 20.121261 19.033571 0 20.822469 19.709048 19.948155 18.927497 19.387948 21.301027 20.424584 19.94058 20.423798 19.668313 20.721905 19.393231 20.073487 19.869601 20.192497 19.335344 18.640064 19.097653 21.521121 19.682288 19.137816 20.491576 19.676445 19.854994 19.828683 21.5894 19.610372 20.861608 20.223515 20.150818 22.084295 20.390572 20.424937 21.453029 20.94518 21.933818 20.419295 19.570642 19.903163 18.426952 20.685127 19.98664 20.739477 22.579165 19.90766 19.795254 20.17074 18.245393 20.505884 20.299411 21.590274 20.317231 19.779165 20.788369 20.507367 20.128871 20.134013 20.770793 19.632782
TSs217 17.841512 17.766232 18.473639 18.47748 19.427258 18.946105 19.250728 21.915275 19.129045 23.395066 23.802473 19.134212 19.230153 18.250079 18.209556 17.728467 18.729731 21.24303 21.088707 19.120389 18.333166 19.0848 21.254369 21.105992 19.483009 18.934906 19.628993 19.867495 18.892309 19.898242 24.805639 18.561392 19.513322 18.982275 20.506275 20.463964 0 20.144819 20.153465 19.240323 19.143941 21.754717 21.373992 19.031855 18.744262 19.966848 22.831619 19.642189 22.306011 19.304191 19.168938 19.210834 19.190516 19.481027 19.888416 19.268514 19.877128 18.901269 19.254926 19.032974 18.716057 20.405447 18.650758 19.467767 18.192386 19.622194 20.138925 19.71944 20.050373 23.414428 22.283476 18.277575 18.831654 19.141997 19.929625 18.393882 22.632084 19.221823 20.472504 21.656818 18.960183 19.377979 21.510818 17.759051 21.291407 19.931756 18.920689 19.056296 18.808659 19.118189 20.969257 19.551103 28.713963 19.768444 20.146145
TSs168 18.906018 20.345598 19.628136 19.324501 20.503889 20.31805 19.433378 18.673242 21.241053 19.04701 18.619544 19.868717 20.427583 19.555637 19.312772 20.304337 19.771749 20.276322 19.233178 19.13636 19.58896 20.488102 20.70295 20.335777 19.477557 19.076111 18.793124 19.124131 20.824708 18.806366 18.793065 19.842453 19.113268 18.891771 20.379781 19.284003 20.061989 0 19.591136 20.267145 21.263054 19.33976 19.312007 18.667467 19.771481 19.761273 23.949049 20.016651 17.961667 20.428423 20.275157 19.289118 19.338583 20.992329 21.815664 22.034929 19.853695 19.076966 20.306323 18.596154 21.710482 19.494543 19.476107 19.600929 20.094712 18.846493 20.464543 19.766147 19.83433 19.254798 20.143136 18.862853 20.215242 18.486902 21.270095 17.784633 20.013288 19.364068 19.672373 18.924136 18.737831 20.235524 19.14798 20.3155 20.278699 18.022405 19.522149 19.944846 21.573556 20.411216 20.356946 20.201936 18.828073 20.085352 28.559706
TSs98 18.240659 17.914641 19.821891 19.058372 18.792512 18.802169 20.739955 20.28438 20.537048 20.785778 20.644434 21.272117 19.288073 18.109389 19.678311 17.906142 18.242614 19.388541 20.600829 20.558338 19.224233 18.89766 20.764751 20.310917 19.415212 20.39943 19.918496 20.109819 21.063125 20.132152 21.080179 19.647795 22.675544 19.116217 19.68983 19.711744 20.333426 19.563545 0 19.79086 20.293241 20.724961 20.144874 19.308792 20.699187 19.22961 20.147563 18.740105 23.228763 20.330067 21.819504 19.452745 18.085104 18.859243 19.840069 19.523128 23.771607 19.04025 19.434163 19.40078 20.493085 21.090815 18.917683 20.765946 18.761209 19.197875 20.391965 20.352656 20.410901 19.987898 20.626763 19.345576 21.345382 20.290915 21.494323 18.595177 20.752938 19.251432 19.404526 19.119929 18.641598 19.468808 21.289345 17.755881 21.906522 22.63456 19.120399 19.287976 20.677238 19.437773 21.053615 19.633197 21.139231 19.814305 20.410829
TSs116 19.24333 18.788794 20.478625 20.115816 19.19694 19.776083 19.435338 19.235231 19.862992 21.061518 19.696347 19.995107 19.57474 19.532905 20.150725 18.740204 19.543043 19.21613 20.415024 19.030047 20.33101 19.197045 20.266337 19.984684 21.077637 21.221608 20.217556 20.075769 20.253794 19.99056 19.839081 20.637234 21.866442 19.372144 19.693576 18.906674 19.376346 20.225568 19.720183 0 19.567509 20.069331 19.330553 21.275496 20.639802 19.242658 19.824913 19.436071 20.303557 19.505373 20.190478 19.091283 19.269964 20.855892 22.209263 20.651874 20.800531 20.170756 22.484795 20.08877 21.243371 20.631247 19.747488 19.93318 19.447292 19.688979 19.839743 22.808158 20.801444 20.175008 19.313095 19.031823 21.031275 19.926533 20.315934 18.992552 18.99447 19.345455 19.348065 19.817323 18.589833 19.582871 19.295586 18.837347 20.080565 19.331359 19.128479 19.634703 21.554819 18.912117 19.262749 20.595773 19.634699 20.375643 20.807952
TSs53 18.934027 18.053785 22.102181 18.977492 18.959555 21.218136 20.539331 19.364025 21.253595 20.695673 18.521868 22.435388 20.174909 18.81183 21.824956 18.043351 18.783715 18.902154 19.083814 20.647129 19.430395 18.400312 21.305738 19.787364 19.371577 20.31176 19.726031 19.642238 20.27059 18.786864 20.885049 19.501412 19.536439 19.34937 18.957322 18.981391 18.959642 21.18514 20.223755 19.451581 0 19.681806 19.046213 19.849325 20.117637 19.237363 20.662166 18.514251 18.962515 19.523601 20.705877 21.48578 18.076435 18.968279 19.54025 19.572439 19.988267 18.961977 19.821003 19.28951 22.085865 20.032037 19.405277 21.664014 19.78859 19.959627 20.226731 19.100576 19.32964 18.744891 19.711473 22.580225 18.923129 22.306362 21.156128 25.096214 21.747648 19.41733 19.238908 19.022741 20.740208 20.972421 20.100558 18.024391 19.438102 19.882288 21.219928 20.366314 20.63506 23.037884 20.499441 19.2026 20.197536 19.724142 19.478172
TSs63A 18.779196 18.877773 20.039924 19.585377 19.550514 20.257247 19.45528 20.110451 19.098501 19.750459 21.079545 19.535792 19.896993 19.233321 20.000436 18.808325 18.935669 19.597651 20.615425 19.429741 19.570496 19.439883 20.080174 20.849863 20.432302 20.236112 19.419269 19.575545 19.429025 19.211798 20.596994 19.704634 19.429066 19.251651 19.798852 20.663527 21.574744 19.48906 20.532489 19.901446 19.670531 0 19.902193 19.457522 19.561942 19.501865 21.435257 20.783657 20.031992 20.157178 19.815011 19.895701 19.548395 19.543189 20.525599 20.753625 20.061896 20.320178 19.923779 20.312034 19.280448 19.977984 19.597218 19.989107 19.574606 19.823365 19.590843 19.635721 20.212581 19.977586 20.746793 19.258846 19.082633 19.932907 19.273412 19.413235 20.490819 20.004582 20.451433 19.189203 19.403239 19.735085 20.528676 18.904224 20.960397 20.313403 19.414199 19.519427 19.966245 19.677947 20.759543 20.822416 19.887924 19.704453 19.745017
TSs158 20.519654 19.569551 19.503486 19.340923 21.026975 19.127035 20.050342 21.145708 19.633163 20.521486 20.503216 19.623309 19.828683 20.897135 21.028641 19.456247 20.525415 21.176273 20.674119 19.06935 18.661127 20.296982 24.444254 21.479451 20.229573 19.98603 21.106611 20.166821 19.364351 20.486124 19.441727 19.620974 19.699883 18.969292 20.358729 20.247016 21.383547 19.488208 20.306146 19.394004 19.245931 20.186184 0 19.208459 19.947498 20.857565 19.776099 19.755568 20.960323 20.341473 19.678858 19.458676 20.931088 20.472778 19.910041 20.287932 21.312492 20.035672 19.086904 19.794944 19.151258 19.445666 19.342312 19.755787 20.226874 19.699769 19.670051 20.459374 19.829023 21.845679 19.946102 19.328844 19.826366 19.545098 20.398265 19.031393 20.805967 19.461363 19.668052 21.857937 19.268696 19.172525 19.88549 19.565139 20.559495 20.095384 19.413341 19.878048 19.217014 18.873023 20.531703 19.998446 20.383123 20.44713 19.05396
TSs269 20.205449 20.703089 19.19662 26.372306 19.594105 21.926372 19.524123 18.47642 20.815299 19.169052 18.876081 18.611548 19.825468 19.371441 19.556125 20.517656 19.695571 20.08178 21.07755 18.746734 23.588997 20.204965 19.720666 19.233059 20.32594 19.209443 22.919018 21.583751 19.918281 20.730124 18.758835 20.378343 20.126711 19.417345 19.093312 19.54127 18.860109 18.703081 19.214812 21.081102 19.825159 19.510895 19.014272 0 22.866722 19.446928 19.594846 20.522199 18.639333 20.238756 20.147328 20.132191 19.449714 19.992224 19.30698 19.856796 19.388319 21.670918 20.054782 21.747571 21.304596 19.912071 19.721682 18.794837 19.16784 19.350009 19.516883 20.400063 19.869503 18.736458 20.270157 18.54496 20.012253 19.947386 20.153814 17.967294 19.493883 20.631705 20.848189 18.51671 19.715673 19.236653 18.57178 20.637517 18.440389 19.309705 19.113642 18.304974 19.623225 21.234526 20.050195 20.647402 19.813308 21.02398 18.825745
TSs317 18.951483 17.820764 20.708258 22.910183 18.603385 20.795637 20.845155 19.27306 21.037013 20.149742 19.306839 21.984971 19.905873 17.948305 19.745265 17.858906 18.53007 17.619187 20.451167 20.928486 21.373853 18.468885 21.02724 20.43549 19.089457 20.075513 20.041303 20.641688 20.001377 18.956116 20.587075 20.814754 21.145674 19.96853 19.472581 20.127628 18.77188 19.849704 20.722206 20.59504 20.283985 19.883575 19.863158 22.89501 0 19.323124 19.302272 19.834925 19.541879 19.688245 22.680595 19.833014 18.397357 19.297956 19.600155 20.604953 23.382352 20.996698 20.080639 21.055213 21.996199 19.805836 20.913323 20.922345 19.705976 19.63358 21.021824 20.475551 20.649583 19.370539 19.356251 19.729562 19.848643 20.178245 20.648468 19.087229 20.236377 20.024137 19.852292 20.695074 19.254647 19.935428 19.657693 17.864818 20.064295 19.905559 19.653381 19.686041 20.423207 20.346313 20.584576 19.631493 18.844432 20.088389 19.492822
TSs49A 21.976792 19.98345 19.705584 19.83184 21.737489 20.339535 20.194227 20.968279 20.19977 20.244936 20.858728 19.692732 19.715079 21.09454 20.523691 20.023451 21.408833 20.729922 20.176972 20.143056 19.310184 20.300366 20.068864 20.064908 20.607703 20.315062 20.190664 19.68535 20.309777 19.981639 20.226006 20.505479 19.429417 20.24679 23.513753 19.943076 20.322977 20.327249 19.859375 19.748141 19.819301 20.416438 21.172625 19.871713 19.787853 0 19.330314 19.848161 20.296518 21.069651 20.310755 20.808411 22.457798 20.349914 18.664254 19.834079 19.489011 21.715726 19.728897 19.534695 19.952551 19.206186 21.565392 20.13226 22.108789 20.419565 19.446881 19.340694 19.775984 20.55738 19.874117 20.304845 19.732716 20.191352 21.383361 20.767247 20.032084 20.049251 20.019502 20.048032 21.615133 19.068417 19.912691 20.385987 19.270546 19.945898 20.429065 21.0951 19.883407 20.073793 20.472505 20.769022 20.324229 20.077836 20.371884
TSs417 18.460153 18.508919 19.023097 19.562253 19.132497 19.505334 19.969741 20.180665 20.255948 20.229813 23.514472 19.316779 20.768598 18.73996 18.444438 18.46968 18.751644 19.978699 20.330746 18.389763 18.775471 19.667811 22.018441 19.767937 19.175541 18.944693 18.905859 19.786003 19.280921 19.75102 19.638213 19.1333 19.421558 18.418159 19.382064 20.119619 22.559428 23.831419 19.990929 19.749149 20.683045 21.068141 19.661151 19.588421 19.22319 18.829199 0 18.659226 20.821829 19.699929 19.158543 18.659204 18.162045 19.449964 20.948005 19.388893 19.301055 19.604421 19.786135 18.987013 20.606003 20.948714 18.739299 19.55121 18.797567 20.384954 19.568811 19.981433 20.537852 21.562383 21.023354 18.547067 19.355758 18.888948 20.797495 18.472159 25.757809 19.083902 21.250708 19.983951 18.534318 21.132863 20.212299 18.499946 21.412127 19.71701 18.682469 19.016835 20.375828 20.079818 21.859147 19.703044 19.846828 18.92588 21.106887
TSs195 21.490879 22.678932 18.970346 20.80781 23.631472 20.221618 19.439679 18.844365 19.205502 19.637054 19.621219 18.475777 21.44406 23.092286 19.821484 22.777861 21.764858 21.236827 19.500469 18.962779 20.104845 21.610007 18.936887 19.81292 22.893576 20.008521 20.436484 20.014427 20.61809 20.740312 18.170494 20.456772 18.960289 19.235841 20.822474 19.296777 19.728572 20.496631 18.759471 19.651148 18.849118 21.165934 19.863969 20.802784 19.939765 19.53954 18.944804 0 19.092841 20.451045 19.985017 19.747888 22.006009 23.336781 19.9157 22.7248 18.54572 19.07123 20.138918 19.726679 19.120364 19.314991 19.540008 19.185507 20.252586 19.614442 19.679245 21.432366 20.392616 19.072194 21.286287 19.361873 20.751123 19.601415 20.093757 18.970546 19.471018 19.492225 19.715963 18.769625 19.184108 19.303304 19.782797 22.721679 18.572464 19.610671 19.673205 18.941372 20.286448 19.288372 19.109361 19.821071 20.035167 22.067955 20.106518
