Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs371 4 4.096253 4.116566 3.704403 4.512854 4.424326 3.938137 5.024625 4.931479 3.982286 4.861243 6.458124 4.12495 3.97627 4.073055 3.699307 4.162255 3.763068 5.105776 5.559198 4.429613 4.075521 4.516845 5.10159 4.716838 4.119822 4.44027 4.99015 4.511178 4.174283 4.938641 4.27432 4.042659 4.794185 3.829541 3.939971 4.789666 8.945584 4.113043 5.511333 5.22139 3.825825 5.427406 4.789739 4.440395 4.705128 3.905098 5.036865 4.092896 0 4.528958 4.354572 3.954266 3.826353 4.314828 4.676634 4.542139 5.169706 3.996978 4.193304 5.109036 4.471183 5.406825 4.023153 4.04287 4.287383 5.114306 4.207562 6.38997 5.54026 6.051388 6.019945 3.662227 4.698889 4.886937 4.565068 3.530387 5.116582 4.077359 5.1445 4.070625 3.633358 4.319372 6.713542 4.116566 5.759629 4.760727 3.636319 4.200828 4.524453 4.032181 6.025549 4.262723 11.137572 4.793165 4.793165
TSs23 4 4.730262 4.904467 4.223393 5.25709 4.895237 4.952196 4.712043 4.46676 4.057352 4.451991 3.721055 4.906345 4.990903 4.497924 4.439329 4.83449 4.535457 4.059868 4.667747 5.312231 4.757408 4.667929 4.739226 5.844704 4.711542 4.593272 4.550408 4.785656 4.634303 4.153203 4.472812 4.117761 5.05247 4.514579 4.991686 4.699933 4.042315 4.610211 4.973051 4.859596 4.443191 4.480372 4.561527 4.880232 4.770664 4.916275 4.128365 4.643119 4.357338 0 4.866143 4.593501 5.256684 4.732235 4.67863 4.716864 5.132364 4.602296 4.523393 4.323052 4.916 5.043043 4.863078 5.47602 5.567193 4.433666 4.477561 4.519725 4.383935 4.538493 3.959518 4.239222 4.491655 4.543795 4.844444 4.148998 4.608487 4.254648 4.219629 4.87966 4.128934 4.376071 4.487893 4.904467 4.290779 4.752105 3.710753 4.627811 4.054189 3.819665 4.416155 4.816294 3.889448 4.782141 4.782141
TSs51 4 3.397363 3.416858 5.217077 4.983889 3.508864 4.448576 5.226058 4.050946 7.086765 4.82144 3.788889 6.574726 5.268419 3.230324 4.761286 3.427418 4.038447 3.486768 5.301268 5.386582 5.421263 3.758399 4.320406 4.501234 4.772067 5.701529 3.942073 5.476579 4.946119 3.700571 4.771834 5.869187 5.714496 5.064833 4.108945 5.105218 4.353048 4.532633 6.80218 4.014776 5.42407 4.841299 4.195328 4.24812 6.436275 3.963625 4.027534 3.870766 4.537517 4.97348 0 5.127781 3.588397 3.775899 4.830734 4.910614 5.84725 4.535411 5.381597 5.274529 4.777861 4.974463 4.772881 5.105908 4.142011 4.610247 5.279077 4.374571 4.565818 3.66839 4.457398 4.287064 4.427003 5.157648 4.822658 4.296551 4.438661 5.07434 4.346931 4.528731 4.501096 4.506808 4.565806 3.416858 5.458125 6.842949 5.798109 4.401148 4.26191 4.330311 5.05034 4.273924 4.180117 3.81901 3.81901
TSs59B 4 4.481075 4.689999 5.623425 5.993345 4.661749 5.63229 4.919385 4.529542 4.241108 4.309047 3.426349 5.171051 5.018962 4.579668 5.958923 4.756355 4.822276 4.479982 4.49163 5.026662 4.435285 4.856888 4.245069 4.1605 4.019656 4.759282 4.353806 4.636017 4.716696 4.173807 4.867044 4.681836 4.207587 5.650877 5.283336 3.996628 3.309299 3.84607 4.079036 3.662748 5.341905 4.41845 4.575033 4.79433 4.831374 4.835163 3.704772 4.475327 3.677317 4.497888 4.940163 0 4.410816 4.086481 4.094405 3.802218 3.992002 4.429738 4.202388 5.865416 4.448272 4.062267 4.964217 5.059668 3.936327 5.192315 4.471156 4.218575 4.612712 4.199831 3.620211 5.864599 4.154047 5.83344 4.173428 7.739564 3.955741 4.670783 4.617437 4.505747 6.754857 4.118447 4.229093 4.689999 4.228766 4.87378 5.609363 5.167728 4.486334 5.260262 4.557201 4.598595 3.345471 4.072892 4.072892
TSs365 4 6.093625 7.803448 3.896067 4.382963 6.817637 4.651652 4.300915 5.657295 4.795915 4.335017 3.77591 3.805979 5.398254 6.435332 4.213322 7.691765 6.24055 4.491084 3.969441 4.086126 4.089107 5.681395 3.993547 4.26656 5.396941 5.132808 4.650601 3.526946 4.744653 5.986556 3.61659 4.323041 4.143243 4.397618 8.260622 3.465866 3.786022 3.938765 3.440891 4.355259 4.061325 3.540261 5.15847 5.104717 4.081468 5.240666 3.249566 6.28624 3.591998 5.308837 3.427091 4.411998 0 6.21397 3.154959 4.463684 3.547555 4.019951 4.443123 4.3406 4.328179 3.834334 4.925812 4.420034 8.516089 4.561563 3.798201 4.227766 3.977013 4.748686 3.733552 4.253598 5.663537 4.658647 3.73272 4.292268 3.878635 4.548549 3.579817 4.666921 4.567754 3.944152 3.350275 7.803448 3.486387 3.980238 3.569737 5.458444 3.831588 4.377181 4.769128 4.846001 4.085073 5.96699 5.96699
TSs224 4 6.578854 6.537381 4.36227 4.778983 5.785243 4.909226 4.067942 5.46959 4.551729 4.993762 3.738681 3.99585 4.161993 6.498655 4.387514 6.464275 5.687934 5.477974 4.434837 4.65936 4.618818 5.412556 4.262809 4.381549 5.189483 4.079545 5.11572 4.131562 4.665481 5.611328 3.895232 4.908426 4.046232 4.071936 4.702733 4.116456 4.135719 4.412887 3.808471 4.896966 4.298647 4.307244 5.251077 5.960281 4.180001 4.401961 3.711347 6.46628 4.231161 4.709737 3.744532 4.141174 6.15155 0 4.063778 5.428315 3.610042 4.618986 4.604919 4.685145 4.272584 3.865382 4.436018 4.030653 6.078914 4.791082 4.741384 4.997024 4.654007 4.705431 4.237554 4.785563 5.203819 4.215731 4.67616 4.102552 3.717323 4.616619 4.036893 4.512994 3.929798 4.638212 3.562196 6.537381 3.859094 4.551635 4.077761 4.8485 4.048274 4.149196 4.330755 5.102897 4.541247 6.037044 6.037044
TSs325 4 3.320707 3.23987 5.531959 4.458055 3.388195 4.02316 4.429971 4.792075 4.716396 5.354581 5.818121 4.140407 4.248037 3.536013 4.304263 3.352203 3.703198 3.645085 7.402957 4.54834 4.137421 4.402837 5.150402 5.215623 4.342377 3.897867 4.059501 5.008784 4.727613 3.928263 4.489789 4.944152 3.994739 3.727389 3.463795 5.369688 4.79214 6.766274 5.218525 5.247575 4.057093 7.530123 3.829396 4.629358 5.593957 3.654794 6.945904 3.648062 4.707043 4.96497 4.841013 4.303663 3.3228 4.182392 0 5.507032 5.094009 5.589493 4.759443 5.418876 4.793558 6.616761 3.628905 7.265605 3.747876 4.041963 4.930457 5.334563 5.561321 4.967658 5.560686 3.920567 4.345849 4.440934 4.466874 3.809903 5.243434 4.077317 3.656892 4.030515 3.539851 5.445549 5.049372 3.23987 5.846076 5.44978 3.927007 4.107871 5.195501 4.467101 7.315798 4.466457 4.710879 4.292313 4.292313
TSs119A 4 4.464713 4.984345 3.959969 4.333827 5.407002 4.485317 4.694371 3.812119 5.218978 4.684719 4.245038 3.908482 4.532282 4.899081 4.264952 5.014132 4.557715 4.385535 4.509232 4.17874 5.332117 4.529554 4.483523 4.376424 8.209735 4.246126 5.100293 5.848211 5.136935 4.38017 3.509665 6.338732 4.601457 3.847986 4.095053 4.809713 3.243716 5.903589 4.743098 6.296589 4.208097 4.369028 5.312361 5.628196 4.667713 4.892489 4.290381 5.351294 4.369675 4.873494 4.858484 3.848163 4.557913 5.393489 5.460265 0 4.266486 4.763691 4.146314 4.923989 4.792265 4.92651 4.326375 4.573423 4.337744 3.802416 4.652675 4.691862 4.581527 3.560757 5.219758 4.599852 4.461064 3.950036 5.364579 3.631558 4.064462 4.807874 4.02406 3.988913 3.742031 4.325948 3.550907 4.984345 4.292981 4.09658 4.960089 3.736266 5.11106 4.855359 5.503599 4.122449 3.995571 4.940622 4.940622
TSs166 4 3.407658 3.380846 5.210697 4.475976 3.088781 3.69369 5.400325 4.236171 4.790326 4.341986 4.639698 6.982398 3.584433 3.328501 5.484883 3.307303 3.190972 3.415914 5.06785 5.544736 4.20898 3.554591 6.809795 4.99113 4.274843 6.115052 4.935424 4.593527 5.687394 3.442689 4.978688 4.821153 6.255161 4.257428 3.534234 3.979201 3.346441 5.808505 7.470413 5.249305 5.246199 5.361739 5.003032 4.45331 8.213667 4.254689 4.296611 3.312487 4.883399 5.275509 6.015797 3.978754 3.742989 3.672301 4.912235 4.282137 0 4.614765 4.649969 4.636107 4.535808 4.527539 4.414687 5.913324 5.734136 3.739643 5.524197 5.008217 4.536442 4.129462 3.895411 4.346175 5.18924 4.991925 6.161083 3.560988 5.903188 4.748291 3.69348 4.577253 3.450274 4.539142 4.464266 3.380846 5.524438 5.136817 4.670692 4.421722 5.2775 4.526615 3.855147 4.061229 2.714512 4.055472 4.055472
TSs297 4 4.954194 4.548465 4.18212 7.340263 4.843922 4.89663 3.85014 4.099604 4.84221 4.763936 4.589768 3.492655 3.961809 5.248545 4.221776 4.464532 4.743365 4.27227 4.372209 4.372039 6.079761 5.021645 6.270043 4.917123 4.335494 4.648224 4.058343 5.306464 3.91458 4.564637 3.655171 4.137933 4.212449 5.705565 5.034768 4.322625 4.282198 6.059573 3.671233 4.652609 4.180603 4.098326 5.252515 5.768174 5.803979 3.882399 4.958396 5.005454 3.83845 4.647123 4.352822 4.451113 4.064895 4.639958 5.722713 4.75152 4.727509 0 4.413947 4.408388 4.525112 4.219845 6.107216 4.495173 4.529119 4.837568 3.160517 4.218737 4.064509 4.067846 5.225637 4.353604 4.182128 4.753933 4.483514 4.103891 4.106994 5.871589 5.567943 4.64677 4.554968 4.622043 3.664388 4.548465 4.681568 4.712315 4.509427 4.756034 6.13327 3.684884 5.756727 4.446838 5.126253 5.389957 5.389957
TSs338 4 3.952344 4.057407 5.015838 4.342891 4.267194 4.948386 5.069409 4.404575 4.788838 4.922837 4.26188 6.314591 4.642636 4.272352 4.499329 4.009706 4.540674 3.782672 3.674049 5.552511 5.34331 3.919589 4.191765 4.519578 4.513346 5.092178 4.43991 4.094216 4.594058 4.353591 5.924878 4.59853 4.874505 5.061923 4.006551 4.450734 4.188491 4.982276 4.301611 5.227622 5.018464 4.519044 3.954355 4.122906 5.114356 4.045767 4.720965 4.24308 4.058388 4.497867 5.196392 4.20736 4.438856 4.730363 4.779127 4.047906 4.480824 4.351358 0 4.319727 4.228077 4.497835 4.673346 5.962978 5.58857 5.058182 4.712274 4.011383 4.410788 4.719354 4.400326 4.894 5.922757 4.494877 4.179995 5.542757 4.582402 4.416421 3.906236 4.476069 4.800071 4.631268 4.505389 4.057407 5.059409 4.468449 4.942417 5.603279 4.96942 4.533566 4.390889 5.012838 3.794915 4.443613 4.443613
TSs293 4 4.960958 4.451847 4.563364 9.715257 4.629861 4.865637 5.204215 4.262961 4.807794 4.038501 4.013489 4.263737 4.467437 4.457086 4.577427 4.386071 4.332074 4.086378 8.533019 5.34887 4.499406 5.168322 4.354599 4.991078 4.920485 3.864696 4.601881 4.871947 4.718807 4.138478 4.895452 5.156119 4.122495 4.703314 4.689709 4.783636 3.067682 4.291807 3.815775 4.411709 4.267391 5.681866 4.923633 7.213362 6.677658 4.056542 4.228973 5.156232 4.669985 4.468209 5.368109 6.121047 4.464738 4.763015 5.316905 5.007046 4.67692 4.416489 4.289822 0 4.722843 4.433079 4.412868 4.307115 4.237586 5.358247 4.601622 4.866513 4.599101 3.578346 3.684332 4.111856 4.335659 6.230681 4.371004 4.338207 3.989819 5.08941 4.919363 3.907424 4.000353 4.33665 3.529985 4.451847 4.122047 4.476437 4.238664 3.883863 4.619696 4.462859 5.136186 4.207074 3.129937 4.603137 4.603137
TSs24 4 4.204885 4.142761 4.593096 5.282431 4.119171 4.27304 4.837983 4.048356 5.469757 3.937214 4.395842 4.467992 6.840531 3.911083 5.072325 4.084413 4.250529 4.391346 4.711435 4.958154 4.789725 4.758414 4.853863 4.429462 4.869709 4.986431 4.310438 4.432986 4.436802 3.492888 5.062099 5.384038 4.705581 4.369495 4.853097 3.793816 3.880966 5.426295 5.005548 4.553279 4.704372 4.494183 4.355845 4.422638 4.827174 4.909562 4.621127 4.122562 4.447196 4.954321 4.815815 4.507457 4.302874 4.285515 4.62147 4.821039 4.604624 4.465825 4.246759 4.660076 0 4.663912 4.58892 5.015023 5.001494 3.547303 4.310254 4.589904 4.524886 3.624977 4.358802 4.592024 5.322801 5.276446 5.232726 4.083435 4.813793 4.332807 4.038755 4.707803 4.241394 5.841473 4.391505 4.142761 4.080289 4.734916 4.76936 4.890539 5.325888 5.330814 4.704398 4.516058 4.46629 5.185992 5.185992
TSs334 4 3.825857 3.602434 4.159889 4.58208 3.877829 4.028551 5.133314 5.146584 4.23828 5.156569 5.66737 4.674083 4.609893 3.867426 4.11749 3.972191 3.69371 3.838678 5.1292 5.085769 4.870014 4.096135 5.251469 5.454682 5.279305 4.001076 4.583532 5.855136 5.166288 4.323552 3.90585 5.437869 4.0992 3.781077 3.983756 5.484805 5.41306 4.59401 6.166551 5.648329 4.255712 6.056069 4.143573 4.373219 4.608602 4.199555 5.425055 4.525812 5.261389 5.204633 4.85269 4.179307 3.911312 3.767841 6.166462 4.800584 4.335895 4.217372 4.548958 4.371725 4.50057 0 3.723632 4.340389 3.571037 5.115566 3.947816 4.779164 5.293914 4.641127 4.875488 4.272867 5.520948 4.634069 4.267269 4.016707 7.994976 5.105874 4.628519 4.071675 3.621833 4.573903 5.116893 3.602434 5.322113 3.970315 4.707836 4.250516 3.983932 3.977671 6.254768 5.047308 7.183646 4.518665 4.518665
TSs1A 4 4.785414 4.439695 4.468171 4.595012 5.209101 5.998263 4.442574 4.667434 5.216856 4.451045 4.370194 3.9202 4.507492 4.596366 4.681996 4.359078 4.871854 4.615609 3.965899 4.961334 6.498707 4.44059 4.310485 4.831188 4.098395 5.354728 4.436191 4.466973 4.371577 4.270392 4.381685 4.225154 4.3936 7.426773 6.06488 3.941697 4.730051 4.567548 4.092961 4.181856 4.26016 3.863307 4.645837 3.95212 4.58503 5.892132 4.348471 4.003535 3.867262 4.713587 4.637308 4.954542 4.953618 4.383381 3.496105 4.147388 4.370276 6.179236 4.626915 4.257812 4.455013 3.588413 0 4.139427 4.464279 4.594536 3.583337 4.203087 4.625252 4.511269 4.166963 4.857355 4.446047 4.687664 4.336017 5.206469 4.661582 6.652741 5.449017 5.541432 5.891992 3.844417 4.116034 4.439695 4.244086 4.703321 4.712607 5.27852 4.304047 5.026577 4.457705 5.050783 4.050613 4.655855 4.655855
TSs266 4 3.513843 3.77471 5.35538 3.660163 4.211199 4.000175 5.487305 4.2577 5.299952 4.93074 3.770248 8.664558 4.701512 3.659135 4.842053 3.702216 4.477145 3.440563 4.072495 6.231013 3.627499 3.855915 4.797975 4.011733 4.459928 5.173461 4.174088 4.094204 5.732398 3.884024 7.156594 4.354617 4.911746 3.803386 4.45681 4.138762 3.620578 6.14275 5.330117 5.025518 5.569093 4.428153 4.317089 3.660863 6.074212 4.727862 4.147146 3.859052 3.891596 5.405062 5.081894 5.057829 4.486244 4.034957 6.944542 4.422845 5.727121 4.362124 5.816537 4.240313 4.960618 4.362266 4.160511 0 5.682694 4.293067 5.276193 4.183741 4.658413 4.03691 5.017777 4.988768 4.659866 4.74365 4.235936 5.507761 4.845192 4.385342 3.54553 3.733568 4.688081 5.803155 4.879401 3.77471 4.963317 4.582193 4.958545 5.228958 5.513552 4.664827 4.826252 3.958017 3.273187 3.988429 3.988429
TSs277 4 4.565775 5.739487 3.974447 5.061802 5.067967 4.244679 4.188869 6.793714 5.059937 4.016926 3.508583 6.502914 4.61399 4.651522 3.857817 5.651311 4.322537 3.599936 3.559766 4.723536 5.092191 4.774608 4.227617 4.220417 4.992281 5.523264 4.521161 3.870799 4.943455 4.410293 3.992282 4.638733 4.9214 5.069006 5.505834 4.09993 3.021444 5.053503 4.091205 4.625494 4.263194 3.82612 4.40096 4.813318 5.00293 4.364445 3.567052 4.761565 4.172091 5.662357 4.228499 3.993591 8.480782 6.282538 3.725427 4.367229 5.586032 4.434008 5.786168 4.247219 4.916778 3.632439 4.594337 5.880846 0 5.101602 4.294928 4.311796 4.186266 4.144367 4.08512 5.02569 5.9447 4.591138 4.095606 3.463589 4.239714 4.594559 3.680656 4.121028 3.801173 6.049784 4.003055 5.739487 3.786899 4.035177 4.055176 7.802417 4.471732 3.893257 5.007069 5.978547 4.113954 5.257267 5.257267
TSs60B 4 4.755552 4.22708 4.462134 5.722507 4.555093 5.113684 5.194937 5.208995 3.797662 4.875826 5.404292 3.936263 4.507972 4.46991 4.42906 4.147597 4.367502 4.332019 5.500102 4.567771 4.625697 4.332236 4.23524 5.555951 4.032942 4.364343 4.752236 4.86488 4.04138 5.245496 4.375389 4.055722 3.835904 5.058056 4.403454 4.498577 5.034875 3.816892 3.599743 4.491282 4.568798 4.32848 4.160641 4.731944 4.888034 4.201634 4.911352 4.790463 4.941613 4.534065 4.503837 5.293016 4.611439 4.850473 4.273337 3.956568 3.668828 5.299752 5.2915 5.550242 3.55053 5.294922 4.874654 4.536374 4.86868 0 4.040154 4.819623 4.238697 5.617565 4.739043 4.452438 4.190984 4.775426 3.967032 5.476226 4.331377 4.535953 4.994742 4.759934 5.384349 5.51234 4.371282 4.22708 5.436665 4.488527 4.460092 5.507264 4.156601 4.166399 4.780723 5.821344 4.187827 4.090294 4.090294
TSs303 4 2.998438 2.869075 8.4713 4.409828 3.789828 4.061761 4.948788 5.298232 5.226158 4.89968 3.971752 6.242074 4.336919 3.795351 6.282399 2.92058 4.020021 4.061821 6.328459 4.814336 4.030724 4.733738 3.7386 5.000355 4.761275 4.626279 4.641624 4.774701 4.672004 3.836116 5.037363 8.622979 4.189765 3.887395 3.856981 6.851649 4.385726 5.917069 5.18056 4.346314 5.556661 5.011331 4.866362 4.307192 4.800918 4.309632 4.769623 3.838828 4.204784 4.624969 5.340059 4.674775 3.892365 4.585244 4.751315 4.642018 5.641059 3.098928 4.829176 4.695237 4.384865 4.04741 3.67179 5.382148 4.3734 4.144364 0 4.314204 4.511501 4.102871 5.080776 6.139925 4.573311 4.746261 5.607697 4.275267 4.07674 4.550531 4.013648 6.015858 4.001064 4.880623 4.349549 2.869075 4.340978 5.131924 4.884108 4.561444 5.14942 5.532444 4.265523 3.698283 3.270445 3.232558 3.232558
TSs120 4 5.028567 4.67661 4.355219 5.121425 4.731434 4.159787 5.267112 4.879257 4.581864 4.278123 4.732978 3.733727 4.646333 4.432454 4.346336 4.676044 4.167564 4.274543 5.828616 4.01392 4.308713 5.521979 4.844806 5.435132 4.587703 4.364763 5.331603 4.811412 4.097125 5.61277 3.696444 4.724242 4.411896 3.905051 4.492403 4.66494 4.261912 4.147239 4.63466 5.567897 4.060806 5.682517 4.414799 5.899513 5.22318 4.073515 4.842263 5.07315 5.981155 4.545341 4.274377 4.285007 4.344606 5.013794 5.193525 4.577793 4.888497 4.142949 4.163915 4.897899 4.504128 4.759886 4.276841 4.206652 4.295895 4.647615 4.260355 0 5.106118 4.789246 5.433533 3.935768 4.842753 4.89534 4.839506 3.696075 4.828323 4.199279 4.400001 4.355539 3.851709 5.597254 4.551838 4.67661 4.750668 4.801986 4.172642 4.207456 4.862606 4.310458 4.741353 4.747519 3.984961 4.901703 4.901703
TSs132 4 3.347018 3.377955 4.502286 4.142352 3.982789 4.251974 4.633869 4.853801 4.490978 6.120499 5.800591 4.8673 3.842267 3.252029 4.008408 3.372035 3.563322 4.098348 5.945359 4.759 4.266016 3.899289 5.06947 4.826115 4.043588 4.806834 4.107454 6.287835 3.91545 4.259856 3.789556 4.344303 4.640873 5.063965 4.856364 4.84759 4.830815 4.976461 5.115338 5.029815 4.446081 6.112805 4.315428 3.932061 4.473984 5.082256 6.232887 3.714739 5.326421 4.512547 4.633174 4.725278 4.115138 4.66324 5.572839 4.510957 4.469529 4.154304 4.30421 4.716139 4.536169 5.172134 4.73716 4.749113 4.169006 4.251441 4.488085 5.021527 0 6.06082 5.078428 4.736918 4.282952 4.593713 4.383453 4.002298 6.032006 4.996593 4.682992 4.620496 4.026773 4.947429 6.946628 3.377955 5.490425 5.008601 4.263251 4.641859 4.284079 4.519654 4.956555 4.909715 4.732425 3.885292 3.885292
TSs78 4 4.208893 3.201145 4.251894 3.719646 3.98392 4.052078 4.182667 10.105189 4.113374 5.039717 5.041352 3.993543 4.337993 3.810546 3.713932 3.366602 4.445593 4.442738 4.630535 4.052554 3.881954 3.784772 5.411102 5.451396 3.809458 4.556619 4.188938 5.193004 4.319283 5.754754 4.31683 4.121097 3.997148 4.343157 4.255715 5.888735 9.238096 4.099309 4.555961 4.881905 4.409051 4.531897 5.123917 3.582898 3.854162 5.407903 6.620853 3.88339 5.993941 4.496209 3.661177 4.277672 4.986399 4.728176 4.886394 3.620629 4.08936 4.07994 4.713161 3.644284 3.632143 4.719622 4.668181 4.034916 4.336291 5.641614 4.080679 4.982113 6.195832 0 6.04185 4.429625 4.941575 3.88135 4.903822 3.909715 5.973273 3.823342 5.147939 6.592098 4.322915 4.430398 5.407074 3.201145 6.710538 4.107492 3.853967 4.858912 4.394197 4.133393 4.560403 4.399308 6.098828 3.86292 3.86292
TSs61 4 3.535036 3.936707 4.668213 3.980996 4.132524 3.843116 4.766541 4.410835 5.459793 4.60328 4.65202 4.545586 3.988964 3.939615 3.828418 3.946044 4.175951 6.998797 5.04415 4.300438 3.913757 4.630468 5.03053 4.508145 4.168985 3.897376 5.053752 4.465282 4.094432 6.887185 4.190307 4.704996 4.241261 3.784148 3.75393 5.318319 6.624004 5.454648 5.044707 4.326714 5.261365 4.797883 4.153875 3.735618 4.367048 4.412615 6.383647 3.98253 5.738177 3.970563 4.51955 3.737835 3.741053 4.173726 5.767239 4.857385 3.976346 5.143168 4.486079 3.852222 5.200408 5.268796 4.198004 5.084139 4.119814 4.670727 5.011916 5.172079 4.99316 5.816827 0 4.704962 4.387097 4.008656 4.571013 4.139331 4.918294 3.968512 4.29594 4.195395 3.869425 5.533133 6.057882 3.936707 7.485342 4.626157 4.227137 4.52689 5.227751 4.69582 4.576858 4.025487 6.32387 4.12665 4.12665
TSs60 4 4.179671 4.218757 6.845811 3.896309 4.146602 5.291736 4.899857 4.564092 5.136898 5.049179 4.297065 4.626673 4.708588 4.261268 7.0387 4.641347 4.32666 3.96379 4.138639 4.464409 4.817764 4.521231 3.767776 4.197244 4.317352 4.963643 4.252963 4.00366 4.318182 3.877786 5.328163 6.002823 3.933737 6.14475 4.834319 4.512103 3.360139 3.875503 4.119719 3.5828 5.959183 3.756123 3.875833 3.966725 4.179489 4.419425 3.419011 4.384034 3.567994 4.220048 4.237464 5.984459 4.303548 4.853592 3.834106 4.662138 4.437847 4.275398 4.99454 4.084633 4.544942 4.271762 4.855203 5.080428 5.221102 4.503523 6.243511 4.016165 4.696864 4.283939 4.572721 0 4.132474 5.285873 4.469561 9.281966 3.610821 4.834911 4.519738 6.360419 7.148067 5.190843 4.18927 4.218757 3.350149 4.931232 6.610276 5.904044 4.099301 6.570987 3.589806 4.463311 3.654255 4.156832 4.156832
TSs274 4 5.003292 4.872786 4.535669 4.279328 5.333652 4.415416 4.513444 4.660265 5.224966 4.791063 4.029456 4.275487 4.299213 5.324919 4.388737 4.801604 5.190476 5.151973 4.408489 4.619924 4.538676 4.84231 3.926081 4.076655 4.735217 5.129259 4.810139 4.142159 5.241615 4.570493 4.335086 4.604368 4.538509 4.451156 5.133958 4.048374 3.962036 4.316283 5.990213 4.59518 4.22008 3.945119 4.733706 4.80821 4.502163 4.936375 4.050436 5.357154 4.475951 4.462896 4.433487 4.199925 5.5704 5.239597 4.345522 4.384868 5.193334 4.091505 5.894839 4.29945 5.276371 5.266838 4.479766 4.656482 5.8684 4.157095 4.555902 4.816636 4.156911 5.187103 4.553102 4.177368 0 4.366893 4.172753 4.459813 3.941918 5.285984 4.195101 4.28328 4.346879 4.746277 3.685592 4.872786 3.932867 4.689219 4.497419 4.15911 4.855563 4.396666 4.188819 4.021194 4.023558 5.307237 5.307237
TSs10A 4 4.679383 4.886945 5.386884 5.953041 4.506536 4.922223 4.780411 3.820675 4.350069 4.57632 4.081037 4.328521 4.532859 4.596402 5.148113 4.813933 4.343663 4.146559 5.025698 4.829323 4.27291 4.952313 3.858829 4.39131 4.091348 4.995004 4.405199 4.149865 4.292719 4.071014 5.26778 5.002323 4.365618 5.072275 4.949606 4.33509 4.086586 3.81605 4.395058 4.053405 4.80485 4.135195 4.239036 5.512135 5.23975 4.335378 3.507104 4.748669 4.569446 4.508609 5.057021 5.79716 4.661716 4.152231 4.258396 3.865748 4.890504 4.588964 4.447695 6.22893 5.135757 4.590959 4.767154 4.679034 4.443814 4.542724 4.578138 4.78445 4.334385 3.703892 3.81963 5.168618 4.316745 0 4.503405 6.214737 4.032832 4.846638 4.626531 4.617011 5.501816 4.131631 4.087069 4.886945 4.134141 5.357919 5.296198 5.137124 4.621137 5.349084 4.183581 4.448639 3.614831 4.412167 4.412167
TSs96 4 3.834556 3.559276 4.879719 4.912337 4.014889 4.255744 4.506604 4.138636 4.71461 4.792034 4.221188 5.202265 4.783184 3.739076 4.954865 3.507087 3.775212 3.953047 5.252466 4.493482 4.753789 4.04667 4.757652 5.233724 4.021945 4.869002 4.779239 5.720128 4.659143 3.877802 4.714094 5.342967 5.602284 4.186567 3.786389 4.72927 4.240277 4.872266 5.569332 5.682658 4.862407 4.616344 4.749271 5.174248 5.166065 6.189583 4.629027 3.736782 4.348237 4.942966 5.278406 4.318077 3.851908 5.029181 4.296355 5.731549 6.052821 4.448867 4.330787 4.472174 5.193342 4.048501 4.489559 4.342552 4.153868 3.995189 5.619166 4.791337 4.578814 4.815698 4.569139 4.793074 4.156584 4.6404 0 4.140863 4.434198 4.402771 6.193208 5.294438 4.092834 5.042378 4.138512 3.559276 4.929722 4.771702 4.132832 4.468245 5.155621 4.935335 3.981809 4.18266 3.755914 4.067854 4.067854
TSs282 4 4.679061 4.664238 7.789222 3.544096 4.867077 6.406227 4.906703 3.882604 4.728408 5.022084 4.052239 5.048861 5.191631 5.24499 8.101669 4.583751 5.537824 4.702776 3.336411 5.103521 5.217249 4.577321 2.836159 3.857326 3.918681 4.805706 4.366519 3.603306 4.583131 4.456368 7.296332 4.395041 3.405735 6.538556 5.314276 3.575913 3.065009 3.389727 3.179445 3.64709 7.41866 3.448072 3.748571 3.729298 3.749963 4.489013 3.641298 4.3849 3.399692 4.010859 4.186473 7.459311 4.293087 4.004228 3.515925 3.567903 3.464107 3.992238 5.326772 4.155733 4.021238 3.871876 5.050043 5.451812 3.461165 5.374541 4.127229 3.621685 3.943389 3.833749 4.058093 8.577336 4.481026 6.116018 3.898342 0 3.213108 4.53159 4.42101 5.289508 10.544254 4.712757 5.147989 4.664238 3.062737 5.692795 8.088022 6.332653 3.908447 8.15391 3.251516 4.230045 2.653881 3.913809 3.913809
