Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs22A 4 3.974883 3.995242 4.778245 5.248016 4.266815 6.056677 4.293987 3.791283 5.060679 3.960803 4.640397 4.274876 4.652257 3.896135 5.002771 3.918421 4.146122 4.15945 4.147613 4.782527 0 3.994977 3.88772 4.857789 6.066729 4.837198 4.030009 6.231761 5.578873 4.604692 4.631689 6.851367 4.315374 7.709379 5.020738 3.730074 3.74697 4.201235 3.698791 6.501742 4.843591 3.990039 3.979189 6.095196 4.282059 3.351596 4.269754 4.236136 4.024978 4.747651 5.230273 4.467161 4.128832 4.474717 3.92479 5.066758 4.201706 6.191475 5.389936 4.374111 4.755295 4.823712 6.385415 3.63335 4.95976 4.478243 4.044247 4.251711 4.190579 3.882349 4.008648 4.814652 4.530363 4.345735 4.631466 5.316542 3.885125 7.660754 5.941618 5.212797 5.966627 4.128315 4.524262 3.995242 3.728321 4.155919 6.355497 4.277259 4.563799 4.985958 4.018285 4.686561 4.408447 4.570045 4.570045
TSs357 4 6.704706 9.487144 4.62091 5.13685 5.936315 4.73835 4.0108 4.529441 4.366881 4.638298 4.039562 3.475795 5.029612 5.892831 4.8004 9.477205 5.514131 5.261453 4.100696 3.799454 3.964418 0 3.841217 4.31189 4.614333 4.253442 5.428666 4.591942 4.219146 5.731994 4.078833 4.654457 3.711365 4.166408 5.353904 4.389237 3.895413 3.449814 3.698456 3.929027 4.021905 4.187835 4.896418 5.593386 3.8593 4.102492 3.652483 5.915807 4.322242 4.614637 3.641239 4.886877 5.770856 5.352587 4.252081 4.426187 3.462022 4.940859 3.923497 5.021948 4.724923 3.99469 4.46704 3.770064 4.755951 4.173946 4.706458 5.516079 3.719384 3.708365 4.672241 4.493838 4.855902 5.019133 3.947522 4.654181 3.399351 4.647514 3.838139 4.439537 4.567463 4.295708 3.51375 9.487144 3.883121 6.605538 4.173306 4.245847 4.143227 4.752349 4.66989 4.513253 3.825777 4.983615 4.983615
TSs161 4 3.981437 3.713651 3.779716 4.603997 3.926054 4.602649 5.323409 4.527282 5.305582 4.253536 5.171755 4.713612 4.581636 4.127595 4.212663 3.723345 3.95112 4.093701 6.048111 4.477822 3.984428 3.952469 0 5.455836 4.237591 4.286797 4.266588 4.957387 4.680816 4.269876 3.846305 3.838554 5.461065 3.755468 3.997487 4.554614 5.820228 5.973209 5.620845 5.216436 3.854943 5.655304 5.715588 4.683484 4.823827 3.991752 6.635241 3.990162 4.972403 4.869319 4.236072 4.352813 4.083211 4.404149 5.102901 4.479871 6.755081 6.664745 4.144089 4.34983 4.865845 5.381193 4.428534 4.864238 4.225151 4.226787 3.87537 4.858034 5.068 5.267707 5.01746 3.823297 4.121455 3.948711 4.93126 2.917776 7.603404 4.117837 4.26478 5.203042 3.38011 4.799168 4.707627 3.713651 5.988124 4.029198 3.65824 4.198032 6.165981 4.044506 5.262322 5.031329 5.266449 4.690674 4.690674
TSs11 4 4.611131 3.716916 4.890334 4.950409 4.450454 4.559485 5.010163 4.705927 4.315109 4.586806 4.909524 4.169775 4.604987 4.010122 4.735819 3.657016 3.934866 3.840476 5.87097 4.479612 4.821523 4.363822 5.297946 0 4.232078 4.4049 4.372216 5.804916 4.09276 4.355404 4.43345 4.647789 4.940618 4.243362 4.341041 5.903459 4.729592 4.256552 4.902327 4.80699 4.39624 5.242048 4.409434 4.716678 4.62173 4.886113 4.847212 4.10124 4.504388 5.766879 4.382159 4.188248 4.283611 4.343249 5.094597 4.201782 4.873706 4.804368 4.469428 4.928172 4.358695 5.280249 4.856662 3.966432 4.143347 5.346407 4.940437 5.164809 4.618667 5.235866 4.452822 4.217861 4.202183 4.442058 5.199495 3.899812 5.509887 4.423857 4.691916 4.971478 4.012342 4.655296 4.882942 3.716916 4.821303 4.342064 3.863371 4.69048 4.613106 4.679803 4.564824 5.115246 4.514221 4.604481 4.604481
TSs5A 4 5.136772 4.977272 4.081908 4.364193 5.576533 4.668047 4.424435 4.233408 4.609908 4.543575 3.773439 4.766923 4.528942 5.679028 4.505183 4.987143 4.798875 5.178613 3.96891 4.286964 6.002007 4.606479 4.26675 4.234578 0 4.244566 4.823586 5.647803 6.224949 4.91853 4.405121 6.938675 4.175249 3.989393 4.420883 5.275793 3.57301 4.726439 4.26473 6.253131 4.621484 4.085373 5.25454 5.629969 4.236166 5.041249 3.728641 6.043508 3.8657 4.70259 4.636874 4.142116 5.326425 5.002051 4.324395 7.8202 4.132796 4.32126 4.463022 4.857783 4.789444 5.154405 4.125843 4.476311 4.754565 3.909823 4.672172 4.557065 4.009777 3.869153 4.179939 4.212246 4.711383 4.108018 3.985672 3.993477 4.169795 5.682934 4.110017 3.872709 3.980041 4.359318 3.91747 4.977272 3.749822 3.921288 5.983688 4.072989 4.371187 4.257495 4.368161 4.346618 4.379432 5.076271 5.076271
TSs131 4 4.565267 4.697963 4.556559 3.882186 4.390748 4.869444 4.709597 4.576659 5.529188 4.710205 4.720619 5.16886 6.032238 4.201865 5.070691 4.705294 4.448057 3.489787 3.896015 4.588899 4.927671 4.31467 4.401296 4.405869 4.296604 0 4.519612 4.393835 5.193159 4.249521 4.544632 4.250886 4.800463 6.290124 5.053417 4.054098 4.2328 4.617493 5.711208 5.340404 5.113096 4.158492 4.317263 3.920538 4.63017 4.695924 4.206896 4.262738 4.298531 4.555998 5.546541 4.763708 5.233542 4.070733 3.756099 4.212958 6.073706 4.59234 5.126593 3.773611 4.977217 3.942048 5.477541 5.367944 5.584743 4.307584 4.578801 4.396587 4.718598 4.473671 3.890169 4.932405 5.223035 5.023149 4.53584 4.916215 4.807942 5.406562 4.323044 5.005104 5.456364 4.385277 4.297607 4.697963 4.303878 4.480313 4.733641 5.027983 5.251449 5.316552 4.218374 4.282424 3.366895 4.956176 4.956176
TSs294 4 5.517465 5.75775 4.451139 5.186682 5.02924 4.606713 4.810638 4.350641 4.333459 5.121235 3.70636 4.387016 4.628746 5.307735 4.789213 5.675952 4.747359 4.567789 4.602686 4.779419 4.286748 5.660408 4.206561 4.508888 5.074473 4.666782 0 4.500823 4.580762 5.888456 3.944374 4.99061 4.248385 4.071159 4.661685 5.373083 4.063169 4.102728 4.483267 5.686871 4.633864 4.485802 5.187808 6.309767 4.317567 5.284648 3.846717 5.545867 4.934926 4.653397 4.057474 4.562848 4.823922 5.242733 4.125531 5.155279 5.162841 4.069164 4.521946 4.686702 4.234441 4.773279 4.591126 4.124877 4.461656 4.696269 4.577268 5.379272 4.099371 4.079117 4.859858 4.384317 4.901879 4.52016 4.816513 4.605463 3.992344 4.506039 3.999027 4.209104 4.24388 4.440313 3.756572 5.75775 4.929853 5.124676 4.730537 4.529796 4.360031 4.451764 4.779877 4.686067 3.645893 5.005923 5.005923
TSs378 4 4.46148 3.767439 4.344304 5.148149 4.125798 4.475316 4.579281 4.508395 4.654602 4.507871 4.653833 4.338778 4.607326 4.032275 4.444552 3.755202 3.675782 4.295457 5.061998 4.176134 6.379531 4.773838 4.940825 5.953824 5.676354 4.663298 4.25358 0 5.285843 4.729006 3.972274 5.609583 4.871289 4.166122 4.33471 4.68633 4.52011 4.095077 4.571918 5.201809 4.696299 5.224367 4.816997 5.452453 4.389101 4.401381 5.08872 4.693393 4.506591 4.923788 5.699336 4.608208 3.681997 4.07125 4.881035 5.648304 4.623873 5.335041 4.158559 4.837217 4.379214 5.910255 4.646974 4.115549 3.814797 4.661808 4.640191 4.707174 6.345966 5.072817 4.364932 4.05071 4.165424 4.221476 5.183291 3.853113 5.222375 6.513217 5.110703 5.013805 3.707664 4.472378 5.703436 3.767439 5.468454 4.469015 5.039577 4.01133 4.286386 4.112886 4.981882 4.360118 4.777509 3.798271 3.798271
TSs336 4 5.148923 4.606775 4.70605 4.265271 4.589757 4.413761 4.76767 3.954722 6.294832 4.28221 3.721286 6.539439 4.200463 4.557126 4.60519 4.525479 4.066568 3.861979 3.361364 5.207571 5.652986 4.253309 4.556788 3.958874 6.086104 5.107225 4.497208 5.170265 0 4.630814 5.419624 5.967723 6.204464 4.576504 3.99851 4.059871 3.360799 5.43544 5.055926 5.329068 5.58049 4.01032 3.923756 4.385708 4.645805 4.207054 4.735467 4.526981 3.963811 4.492536 4.748495 4.683405 4.746713 4.520037 4.507677 5.006525 5.514123 3.860852 4.555001 4.514869 4.340817 5.023801 4.326742 5.685232 4.774291 3.95125 4.569872 4.01149 3.708853 4.203871 3.995016 4.287674 5.126904 4.287219 4.535901 4.589017 4.451234 6.269282 4.003332 4.042824 4.191582 4.11548 4.538138 4.606775 5.504649 3.771052 5.538153 4.397243 5.16478 4.256591 4.06651 4.296405 3.375697 5.110576 5.110576
TSs111 4 6.875486 7.062189 3.526777 4.158304 6.828812 4.765685 4.136266 4.605734 4.012543 4.475015 4.211714 3.948711 4.183909 6.728235 4.021921 6.954964 5.649163 6.482424 4.273395 3.995127 4.442637 5.962138 4.123354 4.44302 4.902947 4.271157 5.738312 4.682859 4.692845 0 3.917504 4.129358 4.409362 4.154938 4.691463 4.207716 5.969717 3.756031 3.634785 5.129667 4.266157 4.388747 5.204511 5.892063 3.852291 4.75755 4.039684 7.057941 4.726149 4.187167 3.674515 4.233236 6.204701 5.662134 3.83621 4.184196 3.41041 4.570765 4.408253 4.223021 3.461126 4.154025 4.33228 3.837084 4.4669 5.214569 3.78288 5.484476 4.174581 5.706959 6.643348 3.884013 4.642624 4.242137 3.637994 4.533587 4.014126 4.144489 4.706116 4.293409 4.455529 3.911467 4.948394 7.062189 5.470392 4.404697 3.957484 3.963734 4.242354 3.725895 4.333394 4.995494 4.885184 5.214956 5.214956
TSs56 4 3.617677 3.315523 6.055601 3.790102 4.0598 4.628632 5.61485 4.391466 4.178418 4.750765 4.715613 8.647632 4.518909 3.278181 6.657676 3.243974 4.391712 4.59308 3.598669 7.464288 4.624298 4.22107 3.786514 4.754293 4.449946 4.477663 4.000413 4.054452 5.418804 3.681269 0 4.567517 4.512115 4.829095 4.182054 4.13735 4.771096 4.446328 6.282217 4.113626 6.426264 3.732678 3.821464 3.87761 6.441259 4.058149 3.984541 3.387462 4.574995 4.505244 4.793988 4.837174 3.657971 3.887848 4.681268 3.512811 4.955511 3.61158 5.719468 5.099311 5.075021 3.926497 4.426054 7.21178 4.004745 4.166939 5.130695 3.742262 3.935029 4.302177 3.973568 5.286421 4.28333 5.487167 4.633679 7.578287 4.629882 4.601813 4.855077 4.965988 6.06867 4.1834 6.173267 3.315523 4.883001 4.689787 5.963886 5.537445 4.40802 5.526058 4.783551 4.110276 4.249722 4.015037 4.015037
TSs3A 4 3.944863 3.588431 6.410139 4.147426 3.964234 4.068875 4.44039 4.167152 5.295419 4.597695 3.881163 4.706328 4.44958 3.782472 5.948614 3.704053 3.898709 3.520328 5.032088 4.346833 6.617691 4.640672 3.639922 4.680135 6.920801 4.172022 4.732686 5.570968 5.944223 4.076319 4.469265 0 3.81991 4.540038 4.172021 5.365029 3.262811 4.745233 4.692351 5.713981 5.050466 3.92501 4.169011 4.813402 4.671024 3.950725 3.447216 4.332247 3.830299 4.090699 5.724164 4.735381 4.330494 4.617047 4.718841 5.919013 4.746687 4.001576 4.514279 5.034821 5.194056 5.342783 4.214101 4.327656 4.451592 3.939786 8.749629 4.663024 4.290477 3.995202 4.720025 5.823136 4.653295 5.030521 5.484763 4.452604 3.637576 6.021059 3.987954 5.789782 4.173614 4.425069 3.722671 3.588431 3.817412 4.672466 7.04703 4.199022 4.762435 5.4731 3.812664 4.206723 4.698217 4.26801 4.26801
TSs95 4 4.180449 4.19076 4.1347 4.555582 4.280823 4.205997 4.599335 3.876013 4.634257 4.861723 4.635942 7.797549 4.072007 3.702807 3.797601 4.136067 3.93481 3.524965 4.629478 5.304557 4.463332 3.832144 5.436715 5.188083 4.255438 4.854642 4.288739 4.976051 6.408152 4.568844 4.589746 4.007234 0 4.545161 4.270474 4.399166 4.271813 5.054494 7.349732 5.598029 4.861465 4.586945 4.619373 4.606456 5.563497 4.53551 5.023581 3.994517 4.534903 5.122716 5.651188 4.353229 4.271315 4.066178 4.08443 4.650642 6.194832 4.181138 4.853316 4.299921 4.666518 4.212445 4.523813 5.059216 4.92039 3.898576 4.273909 4.596258 4.584652 3.992629 4.422373 3.989393 4.438478 4.471172 5.481618 3.587471 5.078351 4.665207 4.535465 4.20327 3.893106 4.080588 4.732686 4.19076 6.851845 4.228992 3.904879 4.731282 5.037145 4.028448 4.427555 4.788709 4.528924 5.040985 5.040985
TSs2 4 4.769074 4.469028 5.13825 4.112481 4.394919 6.302498 4.273396 4.409752 4.785827 4.313944 4.840227 3.649044 4.647192 4.442469 5.365874 4.474075 4.385279 4.064896 3.928322 5.108436 7.566029 4.135706 3.592516 4.144914 3.96433 6.054112 3.84736 4.05282 4.604875 4.080096 4.760342 4.613375 4.331932 0 6.133737 4.009381 4.231786 4.145605 3.688067 4.608819 5.113661 3.76979 3.895503 3.731841 4.490081 4.395479 4.619673 4.12372 3.699238 4.404576 4.855765 5.571084 4.358133 4.03707 3.51652 3.787618 4.193628 5.54099 5.079969 4.544406 4.300873 3.667579 7.137476 3.790617 4.98036 5.003756 3.772338 3.797357 4.989475 4.265492 3.70453 5.967677 4.437581 4.973262 4.036446 6.474463 4.042344 6.969634 5.699475 5.811474 7.628848 3.821426 4.275775 4.469028 3.629669 4.59998 6.040531 5.455614 4.630008 5.240579 4.116477 5.569379 3.49447 4.33986 4.33986
TSs44C 4 5.438163 6.260098 4.387407 4.310625 5.727188 5.19573 4.169422 5.540127 5.006937 4.298338 4.391785 3.561175 5.270575 5.484471 4.768486 6.160328 5.425307 4.376986 3.994948 4.317001 4.9828 5.309876 3.823114 4.219751 4.436485 4.993211 4.418303 4.240219 4.026674 4.637676 4.141737 4.10186 4.107163 6.226282 0 3.514124 4.343009 3.850081 3.760112 4.079063 4.289598 3.928616 4.85898 4.349956 3.887066 5.0144 3.755043 5.012786 3.826548 4.910205 3.968188 5.26885 8.395694 4.702533 3.323123 4.028358 3.483023 4.940064 3.979945 4.50419 4.853045 3.812208 6.073227 4.399423 5.29297 4.339209 3.756095 4.341545 4.749286 4.138125 3.640164 4.810736 5.114776 4.983749 3.688037 5.499871 3.768053 5.321162 4.701091 5.087271 6.317752 4.396316 4.160777 6.260098 3.424609 4.723672 4.428971 5.495587 4.023845 5.323548 4.828711 4.676579 4.078892 4.775888 4.775888
TSs201 4 3.961811 3.537473 6.143262 4.441714 3.971115 4.055399 4.651386 4.460393 4.755304 4.678379 4.540362 4.292948 4.232519 3.947839 4.704957 3.536536 3.9901 4.527913 6.495543 5.211186 3.774766 4.533462 4.719408 6.115524 5.096369 4.063251 5.301629 4.78387 4.338694 4.384668 4.190586 5.491579 4.535514 4.087652 3.658526 0 4.590902 4.380604 5.270772 3.970656 4.741118 5.200596 4.735293 4.075892 5.21334 4.357374 4.977887 3.915006 4.726337 4.865538 5.079601 4.272214 3.62735 4.08434 5.567639 4.697182 3.984722 4.405579 4.652186 4.951645 3.741044 5.847622 4.060499 4.266163 4.152165 4.608772 6.889184 4.823354 4.937386 5.969097 5.621077 4.557275 4.314484 4.478639 4.749252 3.74429 4.563029 4.321822 5.029365 5.234465 4.039029 4.771899 4.53387 3.537473 5.157503 4.635909 4.496161 4.360615 4.639132 4.42282 4.188081 4.463158 5.252387 4.862884 4.862884
TSs217 4 4.062257 3.769398 3.573361 3.586009 4.519356 4.568773 3.644335 6.832509 3.389087 6.873023 7.072004 3.337378 4.159098 3.958933 3.378977 3.696203 4.430213 5.785586 4.784046 3.436765 3.89203 4.066433 5.69488 5.15333 3.653886 4.364428 4.165775 4.711473 3.477851 5.865976 4.752214 3.41147 4.390226 4.429768 4.609583 4.623552 0 4.559325 4.63088 5.71527 3.403123 6.09453 5.517722 3.206564 3.199977 4.426147 7.585197 3.97273 8.840175 4.091065 4.421869 3.428654 4.149615 4.381405 4.93665 3.366356 3.402692 4.410521 4.368294 3.272206 3.99222 5.401622 4.99617 3.789331 3.251307 5.154141 4.464139 4.36934 4.954253 9.488302 6.476462 3.394394 4.089181 4.42395 4.259959 3.19416 6.550438 3.978329 5.064366 5.874013 3.855545 4.475159 6.647565 3.769398 6.558564 4.332558 3.735686 4.633358 4.061942 3.258979 5.188005 4.704219 16.223069 4.581693 4.581693
TSs168 4 3.3183 3.304613 4.757881 3.939534 4.4061 3.862293 4.863147 4.693964 5.969554 4.50609 5.184784 5.607569 4.31866 3.473031 4.410455 3.231239 3.419345 3.955232 4.2019 5.495803 4.27325 3.493341 5.867105 4.266804 4.682625 4.34834 4.218856 4.163697 5.690011 3.744126 4.440876 4.87933 5.040338 4.173852 3.990854 4.148565 4.480658 0 5.09633 3.636478 4.807778 4.614218 4.303968 3.159489 4.533413 4.759222 7.973804 3.736187 3.976964 4.576821 4.598682 3.921202 3.966452 4.28151 6.656969 5.613789 5.826194 5.989352 5.115731 4.335743 5.425142 4.768123 4.687398 6.183667 5.027444 4.024184 5.825195 4.124562 4.904054 4.062145 5.279064 3.928229 4.302689 3.940445 5.00001 3.451546 5.237161 4.85674 3.802773 4.075779 3.749722 4.78763 4.029064 3.304613 5.961553 3.956894 3.99412 4.921395 7.79942 5.010579 5.611711 4.845006 4.47092 3.614459 3.614459
TSs98 4 3.413936 3.640725 4.801803 4.018105 3.584231 3.67592 4.960965 4.246258 4.342224 5.016644 4.260938 7.332541 3.969402 3.502409 4.62994 3.755933 3.612616 4.312866 4.310033 5.325937 3.823583 3.818813 5.766125 4.895017 4.416197 5.131417 4.501971 4.678284 5.257308 3.76186 6.354549 4.83202 7.354511 3.812928 3.834693 5.182593 4.677461 5.064104 0 4.81978 4.568377 5.630993 5.033764 4.090145 5.69264 4.127251 5.208771 3.447912 5.804152 5.042821 7.429485 4.171026 3.519991 3.915799 5.19414 4.820911 7.710739 3.63843 4.368017 3.796932 4.906303 6.302061 4.190959 5.477085 4.08679 3.625326 5.134594 4.701022 5.055558 4.572101 5.098274 4.143854 5.771413 4.462738 5.644016 3.315439 5.299681 4.476012 4.034064 4.054906 3.554979 4.313277 4.884508 3.640725 6.009622 4.608578 4.231295 4.436542 5.196055 4.019173 5.603989 4.725709 5.291904 4.784377 4.784377
TSs116 4 4.345696 3.75249 3.760743 4.773071 5.325262 5.005994 3.896335 3.949677 4.413059 5.996446 4.264205 4.65325 4.567505 4.186607 3.955498 3.67813 4.355804 3.011507 4.963242 4.074043 6.458724 4.002701 4.977901 4.918286 6.175833 5.41667 5.35224 5.3628 5.599031 5.121093 4.23215 5.821526 5.466206 4.722698 4.155473 3.878923 5.649891 3.67689 4.729715 0 4.078588 4.960555 4.342889 6.870311 4.935267 3.86838 4.960071 4.831372 5.001105 4.838247 4.046372 3.654318 4.444965 4.840648 4.86613 6.250995 5.266246 4.597803 5.242396 4.395084 4.529058 5.817852 4.275425 5.026533 4.686426 4.453056 4.315628 5.52853 4.858222 4.830699 4.315387 3.682239 4.602502 4.123752 5.452538 3.722034 5.025985 5.47931 3.994161 4.600181 3.900273 4.459321 4.590192 3.75249 4.217458 4.011621 4.742093 4.220854 5.27106 3.623537 4.313995 4.22223 4.656939 5.453722 5.453722
TSs53 4 3.61979 3.593128 6.288983 3.97208 4.092594 4.846205 5.192646 4.537022 5.131704 4.474197 4.307224 6.507086 4.925011 4.060117 6.434862 3.585319 4.248345 4.13442 3.749444 5.312547 4.852142 3.988557 3.788978 4.359285 4.680298 5.041335 4.419562 4.601888 5.644321 4.31542 6.263701 5.041101 4.695945 5.206134 4.333187 4.611974 3.372843 4.763631 4.502549 4.052257 0 3.848815 3.987587 4.098381 4.521634 4.690364 3.908726 4.135387 3.712395 4.376289 5.285007 5.441544 4.059802 4.222367 3.901108 4.061055 5.10702 4.087559 4.984018 4.148468 4.592933 4.260149 4.268326 5.619822 4.196878 4.505717 5.323516 4.001476 4.403312 4.394406 4.544597 5.903897 4.3475 4.744242 4.823559 7.767703 4.246454 4.582514 4.257989 4.816957 6.146226 4.736051 4.76076 3.593128 4.099206 4.625056 6.388816 4.926248 4.802889 6.342175 3.940994 4.134121 5.842486 4.309595 4.309595
TSs63A 4 3.900917 3.994129 4.45787 5.366312 3.937245 4.203714 4.447795 5.055372 4.501984 4.502601 6.254282 4.49219 4.22658 4.701524 4.181653 3.930863 4.173853 4.700418 6.251676 4.238977 4.118386 4.370812 5.495188 5.30752 4.127854 4.276928 4.285887 5.217352 4.182982 4.342705 3.766865 4.065508 4.48028 3.940766 4.050448 4.953011 5.929001 4.639936 5.578904 5.055142 3.965423 0 4.853674 4.753519 4.895834 4.122337 7.086625 4.143452 5.164142 4.590436 4.811188 4.508033 3.689096 4.406078 6.884433 4.433573 5.342955 4.137137 4.533437 5.61502 4.527914 5.77756 4.090855 4.534798 3.845497 4.126605 5.149454 5.430059 5.841594 4.385328 4.617748 3.801238 4.018273 4.29187 4.560366 3.619525 5.710575 3.605029 4.228907 3.9773 3.861725 4.645756 4.834382 3.994129 5.630937 4.554933 3.521113 3.786595 4.664407 3.911999 7.284673 7.355756 4.031964 4.337452 4.337452
TSs158 4 5.689765 4.994626 4.169632 5.071722 5.679007 4.398789 4.296699 4.922973 3.713759 4.1594 3.827593 4.201173 4.401455 5.72548 4.43111 4.936251 5.394651 5.66765 4.836223 4.160772 3.989943 5.013649 5.672005 4.525567 5.407165 4.40618 5.327798 4.794048 3.94673 5.358231 3.849545 4.204105 4.54588 4.019812 5.006375 4.584746 5.364932 4.353374 5.07357 4.405812 4.058421 4.861064 0 5.412773 4.774948 5.907057 4.02801 5.61524 4.478064 4.719037 4.153899 4.752139 5.359959 5.287107 3.758176 5.370317 5.008499 5.287298 3.847674 4.810021 4.32564 4.110107 4.791106 4.434886 4.410055 4.159399 4.782399 4.526023 4.385057 5.132537 4.243555 3.935351 4.826411 4.458231 4.779126 3.849494 4.571371 4.400579 4.284682 4.453428 3.993267 3.783964 3.903365 4.994626 4.217985 4.989977 3.795354 4.375404 4.5475 4.137716 4.74576 4.750127 4.840181 5.078213 5.078213
TSs269 4 6.284055 7.2611 3.803805 8.67685 5.901652 5.488014 4.6468 3.463758 4.446296 3.697758 3.503341 3.477301 3.88386 6.398217 4.137783 7.167434 6.12259 5.914962 5.704688 3.855971 5.934444 5.685787 4.518101 4.698483 5.738696 3.881647 6.119118 5.435373 4.434693 5.871591 3.674525 4.863348 4.513703 3.78846 4.409116 3.995962 2.943273 3.083152 4.019829 6.941318 4.105415 4.631521 5.222506 0 6.285745 3.87478 3.25927 7.095883 4.009369 4.929195 4.167687 4.827738 5.179339 6.042997 4.335763 5.584685 4.403714 5.618824 4.121023 7.276737 4.414392 4.275741 4.027116 3.635517 4.703077 4.471849 4.233392 5.769407 3.783978 3.483383 3.591029 3.867093 4.773314 5.520491 5.038957 3.769026 3.481251 4.503583 5.378513 4.211835 3.87415 3.791693 3.296495 7.2611 3.400023 4.328193 4.238599 3.49946 3.975868 4.296472 4.293116 4.475309 3.499317 6.259119 6.259119
TSs317 4 3.999758 3.710974 4.552819 7.912009 4.564064 4.393908 6.068392 3.964489 4.399178 4.613762 3.700424 4.976311 4.081316 3.7924 4.533123 3.729758 4.250998 3.213929 6.08223 5.933195 4.21981 3.957232 4.782152 4.724575 4.221649 4.619903 4.289307 4.331098 4.714184 3.83115 6.49588 4.712273 5.403069 4.543581 3.992217 4.869398 3.074742 4.474568 5.578214 4.827256 4.585158 4.923507 4.637849 6.302544 0 4.373754 3.725771 4.286598 4.302016 4.750762 6.319428 4.914245 4.195208 4.041037 5.461415 4.574794 8.053157 5.673586 5.01531 7.003935 4.815197 4.671339 4.651629 6.147771 4.92373 4.483647 4.681255 5.251408 4.496566 3.730784 4.287549 4.166113 4.547815 5.339695 5.154509 3.797566 4.153239 4.548886 4.277372 4.230845 3.804051 4.344757 4.030977 3.710974 4.901008 4.652601 4.517765 4.508804 4.461184 4.282371 4.690281 4.563969 3.375982 5.387559 5.387559
TSs49A 4 5.403152 4.458345 4.257044 4.040235 5.848425 4.501323 4.61958 5.3806 4.173266 4.656775 4.544172 4.415907 4.621412 5.173848 4.546415 4.720199 5.433432 5.295361 4.821339 4.53138 3.420014 4.197658 4.029952 5.068441 5.112914 4.796183 5.483897 4.296773 4.265089 4.957795 4.033913 4.026036 4.688379 4.560173 5.087732 4.220633 4.523661 4.972957 4.326885 3.972627 4.799565 4.191448 5.887765 4.033236 4.480249 0 4.276454 4.949088 3.905363 5.127472 4.087261 4.973102 5.456705 4.577728 3.708562 4.894159 4.655344 3.952947 4.150425 4.053891 4.872461 4.205512 5.838106 4.866202 4.491697 4.311963 4.53503 4.094918 5.13445 6.193331 4.487609 4.606537 5.077062 4.480471 6.334556 4.521411 5.600834 4.511335 4.018396 4.258917 4.453713 3.97912 4.238858 4.458345 3.941114 4.382144 4.114955 4.966572 4.492916 4.858683 4.940963 4.555207 4.341125 4.390749 4.390749
TSs417 4 3.866252 3.408297 4.000093 3.891473 3.411954 4.078052 4.417926 5.582646 4.859177 5.195648 7.513681 4.267116 3.783742 4.24214 3.470561 3.406499 3.680364 4.641352 5.246236 4.224808 4.379337 3.815278 6.963902 4.995491 3.623059 4.18372 3.996074 5.078908 4.80133 4.144078 3.896362 3.589175 4.787289 4.69465 3.843932 4.776211 7.15408 8.241807 4.787778 5.083956 4.574377 6.84672 4.159433 3.326289 3.793758 4.185158 0 3.374848 4.753215 4.15948 4.041224 3.773621 3.446933 3.78198 6.841157 4.181005 4.420534 4.977666 4.702835 4.23754 5.580573 5.803972 4.438154 4.227272 3.641922 5.042713 4.729601 4.804705 6.107519 6.224546 6.288157 3.630637 4.163368 3.584215 4.681343 3.676023 9.325012 4.450145 4.954262 4.498556 4.054163 4.604377 4.958181 3.408297 6.802195 4.268823 3.438662 4.558641 5.569968 4.045905 9.064907 4.792311 4.476562 3.59626 3.59626
TSs195 4 8.274724 7.913247 3.673982 5.222919 7.722128 5.579896 4.122302 4.149864 3.947499 4.459654 3.716497 3.36053 4.658057 9.005285 4.26557 8.256585 6.835369 6.737708 3.801822 3.860942 4.215174 5.846748 3.952187 4.028382 6.130795 4.218326 5.224084 4.50701 4.539307 6.772295 3.389892 4.353061 3.914418 4.153037 5.044209 3.791707 3.807767 3.700782 3.375858 4.774039 4.14481 4.044767 5.431704 6.946064 4.247552 4.764169 3.317783 0 3.75567 4.645147 3.796684 4.525498 6.304542 6.331009 3.536145 5.172848 3.250899 4.993666 4.205946 5.024658 4.110814 4.420281 4.071116 3.850004 4.673756 4.660523 3.793124 5.040517 3.640291 3.817083 3.903552 4.359124 5.378519 4.829883 3.586573 4.484036 3.55448 4.385205 4.620527 3.89302 4.194747 3.989994 3.788297 7.913247 3.348552 4.336554 4.362079 3.775288 4.283629 3.86881 3.85047 4.988535 4.329915 7.319194 7.319194
