Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs22A 4 3.9849 3.993091 4.350332 4.511873 4.121521 4.886622 4.140257 3.883939 4.486792 3.97384 4.285175 4.110634 4.303464 3.943298 4.418158 3.954121 4.071229 4.07751 4.062465 4.36604 0 3.996653 3.934691 4.377687 4.842216 4.368171 4.009322 4.95345 4.65936 4.281276 4.291785 5.113346 4.130936 5.419449 4.46123 3.853543 3.863619 4.099241 3.839086 5.025921 4.391723 3.989707 3.985808 4.778221 4.112379 3.649443 4.128053 4.106898 4.005752 4.336917 4.544017 4.199572 4.060628 4.225234 3.948822 4.483233 4.098823 4.864693 4.63412 4.1724 4.341234 4.340979 5.024407 3.801009 4.442522 4.225644 3.99995 4.095137 4.082029 3.937208 3.982964 4.330243 4.255701 4.165777 4.277111 4.541562 3.934845 5.47867 4.840697 4.521338 4.774177 4.056808 4.246718 3.993091 3.85963 4.064394 4.979578 4.122646 4.269145 4.429798 4.007899 4.326954 4.149859 4.259921 4.259921
TSs357 4 5.048927 6.017528 4.281207 4.516302 4.855742 4.350651 3.994446 4.247083 4.176926 4.280388 4.018189 3.673706 4.473029 4.786749 4.375884 6.011344 4.675956 4.527194 4.025903 3.886283 3.98196 0 3.919223 4.150831 4.286128 4.11603 4.654359 4.275412 4.091798 4.731035 4.016919 4.30632 3.84036 4.074797 4.61675 4.166452 3.93999 3.711095 3.839644 3.947438 4.002418 4.087215 4.424699 4.671354 3.913473 4.039477 3.813475 4.802498 4.141143 4.289577 3.813055 4.420816 4.781699 4.582637 4.09979 4.206246 3.721145 4.435815 3.955672 4.475181 4.332468 3.9844 4.226758 3.864873 4.336602 4.085568 4.312663 4.668483 3.849315 3.843569 4.290871 4.232161 4.406097 4.475235 3.963448 4.297439 3.686182 4.294278 3.901401 4.20545 4.260365 4.13026 3.739274 6.017528 3.919074 5.110907 4.083119 4.113946 4.065935 4.354982 4.304934 4.231021 3.896884 4.456046 4.456046
TSs161 4 3.981806 3.850373 3.866271 4.287442 3.943952 4.241917 4.611831 4.238844 4.55615 4.103158 4.511644 4.32322 4.275656 4.059575 4.083681 3.853653 3.965256 4.046187 4.882543 4.207376 3.986352 3.969678 0 4.671204 4.10718 4.140275 4.131036 4.439876 4.316182 4.119412 3.912567 3.910454 4.591388 3.875223 3.99167 4.26602 4.741583 4.800928 4.723421 4.473259 3.924364 4.750609 4.77194 4.300278 4.380565 3.990134 5.11362 3.992269 4.4578 4.398436 4.108306 4.170552 4.023994 4.189637 4.492938 4.221613 5.11326 4.807328 4.064685 4.164293 4.367068 4.631941 4.199005 4.375942 4.079398 4.101785 3.928114 4.406045 4.501257 4.567976 4.431938 3.900823 4.024235 3.968284 4.434703 3.406135 5.42375 4.05077 4.129147 4.531197 3.673034 4.378656 4.318529 3.850373 4.892558 3.978382 3.824538 4.087226 4.848943 4.015115 4.50176 4.47208 4.581756 4.313931 4.313931
TSs11 4 4.279969 3.818202 4.397177 4.431187 4.175575 4.259701 4.460343 4.321017 4.14328 4.270149 4.426971 4.077769 4.275857 3.986171 4.347113 3.786819 3.964111 3.910161 4.843553 4.204152 4.370692 4.172614 4.591227 0 4.102631 4.187034 4.174458 4.815748 4.015086 4.156168 4.191477 4.307718 4.433311 4.08697 4.121823 4.826079 4.34893 4.106004 4.399695 4.379916 4.188375 4.557658 4.198358 4.327741 4.294741 4.406392 4.402861 4.0223 4.236607 4.796728 4.181683 4.084099 4.117037 4.16102 4.47629 4.084624 4.394551 4.330188 4.22452 4.426606 4.163927 4.584498 4.403404 3.976631 4.065937 4.597164 4.409119 4.536823 4.287286 4.518834 4.209069 4.091526 4.074949 4.213683 4.534688 3.947364 4.676965 4.201823 4.325413 4.438505 4.002997 4.29787 4.411101 3.818202 4.381537 4.161941 3.920817 4.320494 4.285996 4.322219 4.267336 4.47737 4.24449 4.266371 4.266371
TSs5A 4 4.50202 4.432801 4.030201 4.168846 4.693729 4.316486 4.204938 4.111921 4.292162 4.244352 3.865403 4.33772 4.255511 4.726618 4.236275 4.436081 4.346971 4.453611 3.977863 4.117941 4.809153 4.29115 4.123077 4.108024 0 4.115545 4.363664 4.702064 4.918073 4.423144 4.179941 5.184081 4.084949 3.971696 4.201333 4.535362 3.761102 4.321833 4.125982 4.872879 4.296266 4.031709 4.575264 4.731026 4.094858 4.443458 3.85232 4.894646 3.921383 4.333525 4.262972 4.067394 4.608129 4.472634 4.155251 5.585229 4.059569 4.148779 4.210063 4.403279 4.359503 4.4987 4.060819 4.21741 4.343268 3.950937 4.315643 4.253554 4.003639 3.893133 4.076068 4.096986 4.336701 4.039967 3.991062 3.973797 4.030773 4.680845 4.00565 3.933043 3.974949 4.166513 3.957321 4.432801 3.860572 3.955932 4.826088 4.032112 4.173487 4.118048 4.165011 4.160095 4.132936 4.502717 4.502717
TSs131 4 4.229244 4.290435 4.251911 3.921797 4.140783 4.376902 4.32595 4.268254 4.686949 4.33896 4.2703 4.449815 4.885401 4.0449 4.462086 4.284121 4.179848 3.726899 3.93454 4.275451 4.372032 4.13513 4.185545 4.191299 4.134689 0 4.232141 4.18475 4.526718 4.099162 4.217316 4.115227 4.380885 4.933273 4.466316 4.026071 4.09526 4.23144 4.709817 4.60803 4.516487 4.068033 4.149176 3.92873 4.294945 4.313452 4.083061 4.071714 4.144863 4.259573 4.674777 4.358613 4.512127 4.025169 3.866194 4.100685 4.911344 4.267682 4.509859 3.87084 4.413995 3.970129 4.63965 4.553505 4.653412 4.143471 4.241679 4.168256 4.339851 4.226337 3.936927 4.420327 4.562487 4.476563 4.24622 4.401811 4.349935 4.601498 4.098852 4.437233 4.573809 4.170447 4.13157 4.290435 4.143838 4.221329 4.330086 4.48079 4.553779 4.57965 4.106375 4.125314 3.664379 4.373363 4.373363
TSs294 4 4.547526 4.653614 4.20036 4.55191 4.452164 4.291569 4.385273 4.144766 4.157267 4.517945 3.842897 4.170018 4.272444 4.562524 4.346117 4.620607 4.290471 4.242649 4.250177 4.336313 4.13098 4.709762 4.100715 4.233772 4.499041 4.281626 0 4.239779 4.272853 4.693636 3.951016 4.43653 4.116517 4.021015 4.280214 4.561366 4.010769 4.038994 4.227534 4.685468 4.26131 4.228908 4.536866 4.98794 4.148123 4.561132 3.90157 4.628947 4.436681 4.309539 4.000335 4.270331 4.350555 4.561482 4.027151 4.52231 4.515636 4.016323 4.246222 4.320592 4.10882 4.359893 4.279405 4.056454 4.214147 4.314521 4.238085 4.625382 4.000794 4.020539 4.362398 4.172302 4.404366 4.249314 4.349219 4.27204 3.993544 4.228774 3.990044 4.085235 4.104661 4.199687 3.828961 4.653614 4.40208 4.524836 4.324658 4.239246 4.155825 4.208276 4.370234 4.317197 3.802732 4.459651 4.459651
TSs378 4 4.147784 3.81064 4.159649 4.510621 4.011763 4.219194 4.265474 4.237236 4.302998 4.216684 4.294965 4.108344 4.248756 3.928469 4.188789 3.811996 3.798997 4.11542 4.441904 4.081475 4.997315 4.347399 4.396703 4.853457 4.750635 4.29551 4.107891 0 4.586922 4.3359 3.961692 4.702762 4.377586 4.07506 4.150442 4.311661 4.195579 4.033548 4.267844 4.479342 4.329929 4.541916 4.38661 4.635433 4.168535 4.163623 4.454713 4.275332 4.169788 4.429302 4.697655 4.289671 3.828288 4.027293 4.381124 4.737317 4.247512 4.510584 4.070791 4.394397 4.16023 4.749206 4.293162 4.053791 3.897449 4.315403 4.299858 4.322966 4.970696 4.478891 4.157828 3.990532 4.065638 4.104835 4.540773 3.847387 4.563993 5.057979 4.482491 4.467615 3.826784 4.226316 4.732031 3.81064 4.636537 4.223515 4.479636 3.994041 4.130247 4.040072 4.458314 4.170206 4.243575 3.877511 3.877511
TSs336 4 4.52493 4.273303 4.330931 4.126607 4.284582 4.195535 4.363444 3.970903 4.992874 4.13606 3.845223 5.02495 4.093987 4.260695 4.280607 4.235565 4.03014 3.918442 3.653801 4.534953 4.626423 4.106411 4.257819 3.970611 4.844698 4.495123 4.238489 4.534185 0 4.292994 4.616907 4.785363 4.897655 4.262694 3.99705 4.016984 3.659308 4.662571 4.487003 4.604173 4.710478 3.993059 3.951926 4.185719 4.299969 4.093129 4.342103 4.25023 3.966148 4.21915 4.341588 4.323949 4.351686 4.249201 4.237257 4.46112 4.682222 3.885276 4.257543 4.244466 4.146802 4.418265 4.15654 4.753692 4.355606 3.974721 4.264489 3.991369 3.84332 4.087449 3.985183 4.126746 4.52427 4.135576 4.253658 4.276881 4.157957 4.914166 3.987747 4.018913 4.087614 4.047325 4.24121 4.273303 4.647422 3.874092 4.649493 4.184202 4.528112 4.124838 4.029292 4.141197 3.620839 4.51867 4.51867
TSs111 4 5.159818 5.21466 3.755913 4.058302 5.213289 4.364444 4.057171 4.281131 3.999196 4.216477 4.093954 3.953452 4.078316 5.144334 4.005575 5.175837 4.702657 5.043692 4.102517 3.987636 4.212412 4.789589 4.056539 4.195428 4.425751 4.114918 4.728021 4.313222 4.315877 0 3.931342 4.057368 4.193628 4.071246 4.32225 4.094921 4.816167 3.861076 3.797798 4.477978 4.108419 4.168915 4.555958 4.837464 3.907811 4.356988 4.010202 5.298247 4.332234 4.090735 3.827517 4.113019 4.936121 4.745674 3.913629 4.087763 3.688921 4.267859 4.181152 4.096956 3.720582 4.061997 4.162221 3.88992 4.194068 4.552764 3.888469 4.659294 4.068796 4.735622 5.077504 3.925912 4.306827 4.107366 3.813798 4.223015 3.983333 4.0702 4.326109 4.136243 4.218641 3.947069 4.384041 5.21466 4.600757 4.162382 3.96174 3.958576 4.11406 3.860088 4.161757 4.464577 4.332738 4.565063 4.565063
TSs56 4 3.797551 3.639014 4.906898 3.886161 4.026926 4.299448 4.735305 4.184817 4.087502 4.342515 4.333165 5.703144 4.239198 3.616647 5.131648 3.599653 4.189795 4.246842 3.793116 5.443599 4.296404 4.096675 3.885206 4.324811 4.212599 4.227596 3.995571 4.018934 4.651045 3.819672 0 4.273077 4.226808 4.362574 4.049777 4.064972 4.333753 4.213302 4.939171 4.046759 5.045576 3.86294 3.906671 3.928341 4.891597 4.015515 3.985634 3.679812 4.209731 4.243416 4.376705 4.389128 3.794075 3.938695 4.287847 3.74639 4.438024 3.793075 4.772496 4.461874 4.492134 3.958445 4.18636 5.294478 3.973123 4.079464 4.514768 3.86581 3.959319 4.137063 3.983376 4.559534 4.122731 4.678736 4.304838 5.39664 4.29437 4.28384 4.374274 4.435081 4.85682 4.071399 4.935528 3.639014 4.403639 4.321192 4.875636 4.682343 4.191576 4.644337 4.310155 4.047668 4.031621 3.977018 3.977018
TSs3A 4 3.965612 3.746067 5.021393 4.071208 3.969909 4.032897 4.210357 4.07741 4.582798 4.283014 3.937357 4.328113 4.214028 3.882976 4.846615 3.801932 3.925582 3.733494 4.476267 4.169617 5.078275 4.297397 3.805659 4.318873 5.184986 4.082029 4.330447 4.696032 4.809147 4.031363 4.220283 0 3.90393 4.259168 4.081396 4.630134 3.606646 4.339832 4.326907 4.727902 4.492542 3.962056 4.077646 4.375075 4.31259 3.973859 3.712648 4.153312 3.910251 4.043531 4.767857 4.336218 4.132331 4.291304 4.327744 4.829448 4.34605 3.994186 4.235911 4.482635 4.5541 4.566162 4.1012 4.15827 4.205602 3.96074 5.759197 4.306675 4.134769 3.981572 4.343335 4.806693 4.294951 4.464629 4.662415 4.203887 3.812899 4.848866 3.975097 4.775412 4.066778 4.181961 3.852751 3.746067 3.900085 4.317932 5.278268 4.095442 4.358384 4.657449 3.89494 4.089624 4.249034 4.086832 4.086832
TSs95 4 4.050008 4.033474 4.056092 4.245128 4.093704 4.080469 4.279436 3.936015 4.300615 4.371589 4.269429 5.475724 4.023994 3.812344 3.895799 4.00638 3.938308 3.745168 4.294113 4.587271 4.201058 3.894879 4.609792 4.545022 4.124747 4.401673 4.138187 4.433758 4.981568 4.258554 4.264575 4.002522 0 4.235983 4.126762 4.177172 4.094904 4.46358 5.31677 4.701911 4.393895 4.277744 4.289455 4.265133 4.710802 4.249577 4.456926 3.969542 4.255024 4.52244 4.742808 4.165006 4.104872 4.023447 4.032315 4.301984 4.947253 4.051207 4.403733 4.132465 4.309131 4.102245 4.251073 4.495432 4.422337 3.948656 4.112179 4.283574 4.28117 3.98122 4.196192 3.986493 4.208403 4.226606 4.663202 3.76914 4.486557 4.31607 4.214357 4.087668 3.917235 4.02403 4.33836 4.033474 5.216978 4.108499 3.949318 4.339594 4.480698 4.010676 4.206591 4.346106 4.248599 4.445366 4.445366
TSs2 4 4.329437 4.197225 4.503323 4.051982 4.179395 5.005238 4.129174 4.194997 4.374232 4.145398 4.368055 3.791885 4.306816 4.18965 4.565468 4.190911 4.166201 4.030563 3.960915 4.488615 5.400495 4.055929 3.789547 4.070487 3.972767 4.915452 3.920057 4.024977 4.287237 4.035576 4.330606 4.289819 4.155219 0 4.950239 3.992222 4.109477 4.043917 3.831742 4.2827 4.515767 3.880221 3.933973 3.857436 4.222906 4.142918 4.28908 4.031623 3.84384 4.19623 4.406453 4.71903 4.168998 4.015198 3.748775 3.885467 4.08783 4.699583 4.491406 4.209435 4.144905 3.829132 5.320967 3.887209 4.450477 4.472057 3.87773 3.882672 4.438209 4.129414 3.833546 4.84125 4.210771 4.457839 4.017234 5.03774 4.019948 5.263341 4.756767 4.787427 5.473974 3.905672 4.129153 4.197225 3.808321 4.271363 4.896691 4.667805 4.302997 4.550068 4.0479 4.70947 3.735458 4.156329 4.156329
TSs44C 4 4.645093 4.978677 4.186723 4.135055 4.77345 4.548375 4.081636 4.705395 4.457088 4.134041 4.152306 3.766559 4.590033 4.649205 4.346956 4.937753 4.589735 4.170394 3.99327 4.149808 4.44416 4.603689 3.897884 4.08874 4.202162 4.462932 4.203707 4.092833 4.011359 4.299926 4.044501 4.046417 4.048698 4.960826 0 3.74745 4.147517 3.909852 3.856739 4.033027 4.140406 3.957042 4.396524 4.158502 3.939159 4.467105 3.861756 4.455054 3.899098 4.428841 3.978487 4.589493 5.70162 4.313889 3.637209 4.008576 3.721699 4.440126 3.985022 4.233467 4.354767 3.897804 4.921427 4.170605 4.520844 4.164511 3.870306 4.147103 4.355496 4.049052 3.81224 4.371387 4.513486 4.464564 3.827139 4.625615 3.866378 4.603541 4.325591 4.479928 4.968989 4.17997 4.062856 4.978677 3.695902 4.344143 4.20209 4.680094 4.004328 4.576408 4.371865 4.316586 4.003921 4.36188 4.36188
TSs201 4 3.958697 3.755536 4.915458 4.20617 3.968451 4.024644 4.304687 4.192317 4.342093 4.312129 4.200956 4.044305 4.110507 3.961955 4.316453 3.751248 3.983119 4.251955 5.054522 4.521058 3.878356 4.250734 4.331824 4.924485 4.493181 4.024706 4.566029 4.373505 4.149351 4.17379 4.081821 4.676819 4.242825 4.0214 3.817525 0 4.28298 4.171182 4.580348 3.975683 4.352919 4.546598 4.333787 4.033165 4.559698 4.159453 4.445843 3.956099 4.313153 4.358463 4.491748 4.116942 3.796353 4.030855 4.700715 4.309715 3.976766 4.173311 4.298694 4.418863 3.849478 4.766206 4.025171 4.122821 4.044672 4.271463 5.15065 4.382104 4.436707 4.833044 4.728153 4.257146 4.145277 4.229859 4.355953 3.862919 4.260874 4.153766 4.463467 4.542731 3.991713 4.355733 4.236208 3.755536 4.524471 4.294736 4.225282 4.167146 4.30248 4.20003 4.07623 4.207961 4.518022 4.384717 4.384717
TSs217 4 4.005166 3.876551 3.77376 3.780625 4.246282 4.272991 3.812447 5.213712 3.679933 5.159395 5.307574 3.649883 4.041916 3.977135 3.670119 3.838032 4.191342 4.746674 4.373691 3.704372 3.940034 4.030661 4.770847 4.539556 3.821656 4.164109 4.073912 4.315895 3.724252 4.83438 4.334842 3.692638 4.184627 4.205509 4.280799 4.298048 0 4.268699 4.301364 4.706849 3.68171 4.911329 4.67685 3.577834 3.57704 4.199506 5.415133 3.983683 5.836535 4.037161 4.201634 3.700472 4.052855 4.170128 4.440186 3.663042 3.658206 4.196246 4.176974 3.615887 3.992508 4.632803 4.460952 3.88868 3.599083 4.533014 4.223982 4.16411 4.412864 6.126646 5.086656 3.682683 4.042378 4.204001 4.126818 3.559706 5.107761 3.987487 4.485709 4.823032 3.925101 4.213444 5.136538 3.876551 5.120443 4.145588 3.856896 4.304469 4.019131 3.608041 4.550444 4.334641 7.357988 4.243494 4.243494
TSs168 4 3.636457 3.633194 4.359613 3.967156 4.196339 3.928932 4.409525 4.331103 4.859487 4.244906 4.52511 4.715784 4.14526 3.716729 4.198657 3.592573 3.689574 3.977041 4.090031 4.666572 4.131348 3.737147 4.81088 4.12922 4.316949 4.165711 4.10413 4.069524 4.755116 3.864622 4.212986 4.395389 4.46714 4.08271 3.984199 4.063933 4.199404 0 4.505372 3.7991 4.378368 4.29456 4.12996 3.55297 4.258147 4.362288 5.523913 3.865066 3.984348 4.278264 4.276542 3.955885 3.950168 4.13577 5.159622 4.737111 4.798828 4.842061 4.518071 4.15656 4.644875 4.364756 4.323326 4.934839 4.432219 4.005095 4.812697 4.051891 4.424803 4.028483 4.574648 3.961019 4.143411 3.968271 4.43777 3.709796 4.551252 4.39938 3.881147 4.024015 3.864658 4.373704 4.014154 3.633194 4.833762 3.969009 3.986787 4.435339 5.545072 4.456493 4.727356 4.394851 4.216953 3.786996 3.786996
TSs98 4 3.665863 3.798282 4.36575 3.993921 3.775453 3.828417 4.437931 4.115584 4.166305 4.428646 4.101402 5.339188 3.979863 3.7124 4.285255 3.861737 3.793214 4.111991 4.129796 4.603935 3.906359 3.887899 4.786058 4.407857 4.202088 4.523958 4.238986 4.312184 4.580277 3.86702 4.915444 4.379021 5.28687 3.891903 3.895677 4.536506 4.303404 4.494581 0 4.367229 4.261673 4.721349 4.474431 4.040996 4.75505 4.053899 4.491816 3.703726 4.799306 4.47851 5.309 4.084457 3.73761 3.938893 4.538096 4.375622 5.512652 3.806737 4.16497 3.886627 4.429225 4.933552 4.089408 4.65631 4.028609 3.784359 4.531195 4.311615 4.48639 4.255375 4.511759 4.069507 4.724254 4.224192 4.741901 3.626786 4.593347 4.229622 3.98547 4.010179 3.766428 4.146666 4.375586 3.798282 4.898023 4.285058 4.11283 4.189868 4.541908 4.005655 4.680087 4.307697 4.54642 4.348384 4.348384
TSs116 4 4.140166 3.847513 3.872113 4.313206 4.585409 4.455062 3.94725 3.960624 4.19865 4.896512 4.104913 4.30325 4.264138 4.072681 3.975407 3.807272 4.167844 3.469156 4.453955 4.036651 5.082698 3.991585 4.458214 4.429219 4.963877 4.652201 4.588275 4.560487 4.720878 4.523596 4.113089 4.824854 4.674332 4.344498 4.074574 3.938879 4.669217 3.834727 4.346894 0 4.037575 4.454237 4.167818 5.065996 4.422598 3.931569 4.42656 4.379588 4.470901 4.398616 4.019234 3.820983 4.20407 4.378056 4.411669 4.999442 4.576856 4.250442 4.577998 4.18592 4.255467 4.813217 4.135324 4.462224 4.32944 4.211644 4.130913 4.665703 4.404509 4.366422 4.137275 3.835583 4.281856 4.047883 4.669064 3.852643 4.45292 4.631665 3.990982 4.289583 3.949686 4.217803 4.282493 3.847513 4.082605 4.004399 4.353214 4.10076 4.581391 3.801499 4.153734 4.108872 4.290437 4.640672 4.640672
TSs53 4 3.788338 3.789311 4.984642 3.976286 4.032978 4.370596 4.548664 4.255188 4.501528 4.221341 4.139069 4.970043 4.431808 4.025886 4.99095 3.785019 4.116796 4.058149 3.864696 4.596831 4.379015 3.990481 3.875472 4.166466 4.306599 4.488575 4.199629 4.289275 4.737416 4.089553 4.995596 4.477596 4.318577 4.516769 4.157295 4.276867 3.635382 4.336098 4.223829 3.998669 0 3.920476 3.992715 4.024211 4.245391 4.319854 3.944147 4.058074 3.835284 4.172725 4.570739 4.602167 4.015871 4.098366 3.929514 4.024477 4.495338 4.027099 4.463565 4.055011 4.276638 4.099084 4.111441 4.687136 4.091017 4.222997 4.600956 3.998539 4.180673 4.155528 4.241433 4.812328 4.162537 4.353775 4.387934 5.406081 4.112637 4.269946 4.123267 4.356793 4.884309 4.340189 4.353926 3.789311 4.038283 4.272441 5.020982 4.428823 4.377049 4.981495 3.956241 4.063588 4.3615 4.119241 4.119241
TSs63A 4 3.940527 3.991851 4.207402 4.613395 3.963349 4.098097 4.21513 4.462995 4.179582 4.241853 4.943342 4.236681 4.102985 4.302525 4.070123 3.960467 4.056862 4.330107 4.963759 4.106634 4.032985 4.140434 4.679333 4.598022 4.047724 4.122126 4.138605 4.517772 4.070254 4.159874 3.871154 4.031407 4.225415 3.959461 4.023721 4.431268 4.773476 4.286591 4.691682 4.420074 3.973469 0 4.37606 4.332259 4.425148 4.049532 5.30953 4.059411 4.524233 4.280119 4.370311 4.240936 3.837878 4.188298 5.216751 4.206074 4.59253 4.033428 4.244865 4.700003 4.243308 4.795756 4.009768 4.245487 3.896065 4.059304 4.480715 4.653507 4.823211 4.129159 4.286483 3.8931 3.997682 4.137596 4.265179 3.794238 4.748376 3.791436 4.102807 3.981067 3.915738 4.30653 4.39064 3.991851 4.689885 4.246785 3.752419 3.888788 4.31799 3.931362 5.358815 5.125747 4.010465 4.159496 4.159496
TSs158 4 4.759798 4.43438 4.064963 4.494351 4.749751 4.186434 4.121294 4.416349 3.849919 4.073535 3.902399 4.084564 4.192906 4.761442 4.207548 4.406987 4.609154 4.744184 4.393759 4.065482 3.992586 4.474605 4.758559 4.23886 4.618811 4.193601 4.603855 4.37527 3.968116 4.590853 3.905887 4.09692 4.240535 3.99484 4.474204 4.279368 4.584289 4.145682 4.468816 4.196583 4.028158 4.385359 0 4.629864 4.346793 4.817502 4.0107 4.711567 4.214296 4.336764 4.073897 4.35926 4.599098 4.59572 3.868168 4.610299 4.463399 4.589402 3.91627 4.374352 4.154425 4.049485 4.357159 4.209474 4.194404 4.050534 4.336161 4.250299 4.182153 4.495291 4.104613 3.962109 4.386458 4.208683 4.3659 3.910547 4.258648 4.177424 4.126015 4.173469 3.990408 3.876431 3.94022 4.43438 4.10332 4.456439 3.894785 4.175973 4.25451 4.063315 4.350736 4.35539 4.356655 4.500263 4.500263
TSs269 4 4.919012 5.263073 3.899534 5.70555 4.843074 4.682628 4.287537 3.718035 4.198675 3.808033 3.738537 3.71706 3.939414 5.004628 4.063017 5.229656 4.8683 4.727321 4.735335 3.923075 4.781476 4.735782 4.243184 4.309569 4.775589 3.928291 4.934474 4.606847 4.206754 4.791961 3.820608 4.385618 4.217843 3.883277 4.1787 3.984476 3.42644 3.510878 4.00473 5.03206 4.047538 4.296814 4.563611 0 4.92262 3.92988 3.596032 5.269491 4.001842 4.423032 4.047342 4.342168 4.525952 4.897359 4.146718 4.715456 4.183471 4.681527 4.056032 5.224646 4.190142 4.123786 3.990406 3.809254 4.325969 4.209679 4.099375 4.799884 3.878575 3.714742 3.782009 3.928533 4.365314 4.664635 4.46617 3.879085 3.718447 4.224673 4.6081 4.077767 3.933137 3.878436 3.619694 5.263073 3.682888 4.155976 4.105771 3.741115 3.986105 4.136636 4.138197 4.223729 3.734066 4.995646 4.995646
TSs317 4 3.981602 3.821705 4.260566 5.39177 4.251825 4.181638 4.892858 3.972729 4.185847 4.288154 3.830372 4.402523 4.035047 3.878777 4.250218 3.822989 4.117719 3.579312 4.812302 4.762461 4.094197 3.949663 4.361673 4.319855 4.10835 4.279698 4.135378 4.145562 4.324749 3.876025 4.861643 4.330551 4.614891 4.230378 3.972308 4.404122 3.491626 4.213314 4.695264 4.370887 4.2781 4.415745 4.29873 4.927774 0 4.176599 3.844368 4.115813 4.142952 4.357572 4.989055 4.40494 4.057398 4.014761 4.66681 4.274331 5.558879 4.697327 4.457141 5.03027 4.360992 4.296845 4.287102 4.82438 4.402885 4.218231 4.302342 4.5515 4.238477 3.860511 4.125148 4.071554 4.261016 4.583494 4.529105 3.889526 4.066476 4.255662 4.130505 4.109515 3.882716 4.159336 4.007554 3.821705 4.420242 4.312855 4.232442 4.230306 4.217261 4.136941 4.31095 4.265659 3.670153 4.627296 4.627296
TSs49A 4 4.629101 4.210933 4.124904 4.01386 4.812338 4.235804 4.286358 4.60137 4.074117 4.312421 4.258441 4.182476 4.295637 4.531608 4.251831 4.318492 4.650451 4.597893 4.38914 4.253518 3.690966 4.088008 4.013353 4.499079 4.504762 4.37352 4.642335 4.145048 4.126487 4.449394 3.997364 4.012438 4.327764 4.222194 4.503455 4.107242 4.247538 4.442347 4.142451 3.983599 4.380372 4.094157 4.825397 4.009494 4.229627 0 4.094728 4.448391 3.949166 4.511819 4.042014 4.439424 4.643749 4.277186 3.843105 4.412948 4.306223 3.963796 4.0733 4.024507 4.40881 4.087738 4.830666 4.393592 4.235476 4.135206 4.240595 4.045176 4.531136 4.932463 4.235591 4.283019 4.5039 4.219364 4.911045 4.231389 4.708625 4.224094 4.002176 4.124287 4.192051 3.986463 4.115669 4.210933 3.970324 4.182357 4.049511 4.453169 4.230245 4.395339 4.442926 4.256322 4.164637 4.189446 4.189446
TSs417 4 3.923303 3.675267 3.981929 3.913115 3.691236 4.037193 4.20088 4.716624 4.391043 4.473713 5.436825 4.118932 3.875067 4.10915 3.715338 3.670979 3.828559 4.262657 4.559733 4.091362 4.177481 3.888826 5.18487 4.467696 3.805345 4.083118 3.97951 4.48995 4.370992 4.056312 3.938 3.772004 4.371609 4.328076 3.916561 4.353612 5.278961 5.465389 4.373147 4.435848 4.249006 5.194545 4.039987 3.641597 3.884596 4.068596 0 3.668585 4.342264 4.06553 4.009805 3.884131 3.679066 3.87963 5.210706 4.072047 4.182283 4.442749 4.318156 4.097093 4.666812 4.776296 4.207421 4.093682 3.801947 4.48293 4.303536 4.367194 4.936246 4.982317 5.008122 3.806138 4.054913 3.778671 4.286053 3.832226 5.994424 4.217987 4.387282 4.216804 4.013736 4.25485 4.405968 3.675267 5.12132 4.11136 3.706041 4.249372 4.693167 4.002811 5.798749 4.356009 4.214594 3.788783 3.788783
TSs195 4 5.687649 5.587894 3.815521 4.551123 5.548193 4.715688 4.055693 4.06664 3.973197 4.197824 3.848656 3.646621 4.310296 5.957995 4.123397 5.681214 5.208151 5.078959 3.897093 3.92514 4.09293 4.803704 3.96499 4.005379 4.943815 4.071781 4.559146 4.233239 4.258335 5.19011 3.672947 4.168659 3.932327 4.049233 4.475366 3.891445 3.898239 3.840696 3.672102 4.343377 4.067232 4.016663 4.659007 5.214124 4.116437 4.362185 3.630435 0 3.872859 4.309176 3.888444 4.246412 5.008258 5.015923 3.75875 4.547978 3.603416 4.453624 4.097864 4.461738 4.038337 4.192353 4.029383 3.883828 4.294886 4.316363 3.878698 4.481496 3.790039 3.876465 3.9446 4.153453 4.625768 4.387061 3.783962 4.195947 3.755389 4.185672 4.287669 3.935102 4.081818 3.980831 3.844897 5.587894 3.659112 4.155399 4.171063 3.86306 4.138451 3.92851 3.923797 4.465726 4.144363 5.375367 5.375367
