Recipient num.regions TSs156A TSs361 TSs368 TSs49 TSs138B TSs22B TSs287 TSs383 TSs314A TSs30 TSs291 TSs157A TSs27 TSs363 TSs9 TSs151B TSs133 TSs155 TSs209 TSs136 TSs22A TSs357 TSs161 TSs11 TSs5A TSs131 TSs294 TSs378 TSs336 TSs111 TSs56 TSs3A TSs95 TSs2 TSs44C TSs201 TSs217 TSs168 TSs98 TSs116 TSs53 TSs63A TSs158 TSs269 TSs317 TSs49A TSs417 TSs195 TSs371 TSs23 TSs51 TSs59B TSs365 TSs224 TSs325 TSs119A TSs166 TSs297 TSs338 TSs293 TSs24 TSs334 TSs1A TSs266 TSs277 TSs60B TSs303 TSs120 TSs132 TSs78 TSs61 TSs60 TSs274 TSs10A TSs96 TSs282 TSs56A TSs296 TSs33 TSs311 TSs68 TSs104 TSs58 TSs358 TSs82 TSs15 TSs3 TSs4 TSs331 TSs314B TSs333 TSs7 TSs38 TSs10 TSs48
TSs56A 4 3.940649 3.720591 3.989211 3.909558 4.015592 3.867171 4.253401 4.628232 4.126823 4.410207 5.268737 4.621827 4.115473 3.764326 3.930123 3.776858 3.924484 4.07884 4.28118 4.306658 3.995153 3.775389 5.486874 4.73285 4.045112 4.353197 4.013149 4.57691 4.232021 4.09616 4.217849 3.871435 4.476413 4.084742 3.950687 4.184576 5.049129 4.605049 4.508817 4.450772 4.161798 4.936655 4.376992 3.781896 4.059051 4.64723 5.888282 3.839022 4.4178 4.299512 4.171096 4.042335 3.977522 3.977561 4.519408 3.982645 4.784083 4.06514 4.288493 4.04637 4.335234 5.377416 4.369841 4.405152 4.138716 4.189093 4.022811 4.398337 4.947351 4.909323 4.30142 3.829811 4.053172 4.062719 4.258451 3.661567 0 3.981138 4.183294 4.120812 3.841563 4.255978 4.898071 3.720591 4.855647 3.960957 3.770031 4.270282 4.651669 4.101715 4.760993 4.260798 4.746871 3.843732 3.843732
TSs296 4 4.115092 4.033822 4.449371 4.170518 4.253461 4.457931 4.298686 4.114311 4.467012 4.119416 4.327461 4.042045 3.978032 3.969404 4.355687 4.0279 4.180174 4.178714 4.056884 4.407854 5.452352 4.277975 3.973496 4.175122 4.682133 4.572306 4.113741 4.984617 4.917532 4.040186 4.251989 4.856338 4.240982 5.256149 4.601875 4.074195 3.902954 4.319863 4.136918 4.539301 4.257709 3.719091 4.143491 4.202505 4.24994 4.148482 4.143772 4.165401 3.959391 4.082297 4.398495 4.289835 4.260973 4.218851 3.949722 4.280328 4.296784 4.753717 4.189727 4.366246 4.121782 4.343905 5.122974 4.1694 4.199512 4.149624 4.21202 4.034009 4.377452 3.873935 3.913412 4.331169 4.54451 4.383971 4.106037 4.237324 3.926412 0 4.468479 4.403886 4.516555 3.959513 3.883665 4.033822 4.031741 4.337126 4.929745 4.194345 4.299142 4.246011 4.081337 4.494713 4.107454 4.253421 4.253421
TSs33 4 4.443054 4.280274 4.058678 4.701575 4.108465 4.457414 4.284638 4.23124 4.038085 4.070563 4.638692 3.64392 4.062959 4.237075 4.054516 4.29984 4.157857 4.92837 4.806247 4.108105 4.812778 3.973638 4.141343 4.455689 4.06917 4.157902 4.049029 4.57172 4.088243 4.262621 4.32476 4.080602 4.213676 4.800267 4.409161 4.567348 4.488012 3.945359 4.023889 4.063028 4.190526 4.253854 4.193689 4.675259 4.276564 4.109426 4.466789 4.411354 4.48283 4.172302 4.199972 4.402894 3.856768 4.081768 3.885115 4.020482 3.866436 4.684848 3.997198 4.569028 3.997808 4.383942 4.73629 3.841908 3.865549 4.463356 4.008034 4.236346 4.402949 4.573 4.162934 4.254465 4.218149 4.437033 4.814864 4.250111 4.193074 4.546788 0 4.772156 4.547361 4.347204 4.600303 4.280274 4.257909 4.019924 4.244489 3.880334 4.079702 4.081329 4.111333 4.445844 4.877691 4.148071 4.148071
TSs311 4 4.213268 3.816783 4.578188 3.866433 4.017362 4.414084 4.454206 4.540278 4.470143 4.340322 4.702452 3.706085 4.155264 4.107669 4.993469 3.810468 4.108881 3.911757 4.859278 4.088099 4.520034 4.209529 4.461172 4.450149 3.911453 4.428129 4.088023 4.473412 4.034409 4.148253 4.386948 4.777728 4.062251 4.814152 4.504472 4.509271 4.773458 4.011076 3.981674 4.268211 4.376129 3.951363 4.186478 4.067757 4.126584 4.096973 4.255755 3.929055 3.992387 4.370761 4.179394 4.235397 4.320402 4.183438 3.924607 3.970626 4.265416 4.235694 4.239207 3.906526 4.236378 4.013721 4.691432 3.866942 4.022582 4.352836 4.721685 4.135356 4.300512 5.056493 4.140637 4.974497 4.149257 4.282655 4.532382 4.526847 4.087117 4.425252 4.712795 0 4.656381 4.114471 4.21925 3.816783 4.267233 4.324705 4.378372 4.236401 4.143446 4.841702 3.755532 4.193143 4.302185 4.032809 4.032809
TSs68 4 4.222989 4.498648 4.923406 3.745516 4.302934 5.022838 4.37038 4.282867 4.242445 4.19813 4.256881 3.944935 4.567171 4.304975 5.206936 4.493951 4.569385 4.420905 3.844361 4.354376 4.82804 4.289396 3.649931 4.031388 3.993935 4.61141 4.026285 3.807067 4.100347 4.190923 4.840603 4.086756 3.895713 5.562885 4.984232 3.943751 3.914544 3.88455 3.725474 3.973202 4.920938 3.884251 3.951148 3.89415 3.871532 4.167214 4.033193 4.129863 3.812064 4.048701 4.188785 5.21923 4.312163 4.019734 3.660762 3.871047 3.717097 4.271839 4.403667 3.931242 4.087111 3.770917 4.78764 4.265103 3.91383 4.653518 3.984091 3.89902 4.002188 4.181206 3.909103 5.259393 4.183223 4.68994 3.942284 6.509107 3.812695 4.575144 4.547984 4.696776 0 4.246863 4.354078 4.498648 3.589336 4.493697 5.265413 4.758806 4.231381 5.252759 3.835095 4.287611 3.613778 3.928219 3.928219
TSs104 4 3.849613 3.97999 4.49135 4.068852 3.905902 4.048367 4.435241 4.394172 4.702934 4.561666 4.249522 4.447708 4.704772 3.920157 4.410349 3.941099 3.975271 3.891059 4.43156 4.22816 4.111689 4.214685 4.385915 4.371014 4.257155 4.235522 4.231385 4.32191 4.200949 3.980808 4.095006 4.277784 3.990159 3.957007 4.215575 4.370022 4.211798 4.386229 4.219838 4.214691 4.396125 4.412017 3.928083 3.986344 4.195768 3.985129 4.267395 4.085414 4.185019 4.309142 4.280813 4.141002 4.023574 4.394522 4.756749 4.242051 4.294267 4.292081 4.391495 4.22364 4.797221 4.279835 3.984276 4.897001 4.747724 4.631774 4.508821 4.66666 4.44262 4.197417 4.56291 4.5693 4.258614 4.133561 4.51648 4.341881 4.28543 4.043587 4.356903 4.165855 4.255121 0 4.709122 3.97999 4.140392 4.394632 4.586857 4.781095 4.322963 4.444276 4.409383 4.194516 4.125409 3.994096 3.994096
TSs58 4 3.910073 3.630496 4.292262 3.971241 3.858186 4.16088 4.367676 4.216886 4.17385 4.59582 4.61414 4.580166 4.104348 3.746021 4.297268 3.598809 3.915657 4.322555 4.620342 4.317624 4.238433 3.857896 4.384944 4.505859 4.053228 4.212856 3.851894 4.78951 4.379191 4.493111 4.838139 3.951879 4.358184 4.192899 4.12296 4.216514 5.084309 4.113788 4.342257 4.313194 4.441169 4.528664 4.007653 3.703925 4.086875 4.115373 4.470954 3.934308 5.115469 4.313743 4.334073 4.205746 3.744442 3.831285 4.537314 3.811851 4.257678 3.876606 4.311517 3.838536 4.187769 4.578324 4.151756 4.499267 4.032191 4.231116 4.210176 4.315177 5.187457 4.594246 4.904727 4.099413 3.930048 4.161809 4.085823 4.601734 4.924521 3.966748 4.57689 4.248382 4.378181 4.712732 0 3.630496 4.826698 4.38306 4.399972 4.541185 4.231202 4.289085 4.084283 3.964506 5.365453 3.936458 3.936458
TSs358 4 6.157998 7.964327 3.639541 4.237412 5.486536 4.62272 3.849197 4.005466 4.16999 3.978146 3.704546 3.629943 4.580341 5.864789 3.911097 7.922201 5.622326 5.012396 3.702783 3.820558 3.968187 6.03446 3.818491 3.824494 4.467935 4.268954 4.623293 3.755698 4.275077 5.081852 3.622059 3.768055 3.99875 4.192302 5.02124 3.685791 3.805458 3.610772 3.745498 3.80603 3.784107 3.943171 4.398151 5.15301 3.830303 4.173389 3.629448 5.590616 3.90019 4.382868 3.635423 4.342151 5.576026 4.958575 3.528492 4.299338 3.617493 4.250401 3.987505 4.175813 4.016009 3.742819 4.232808 3.820795 4.713711 4.07135 3.351495 4.28983 3.613768 3.504194 3.934426 4.047871 4.442627 4.419766 3.725896 4.307706 3.616788 4.054217 4.184683 3.801089 4.42709 3.879317 3.520776 0 3.544299 4.347536 3.80691 4.162014 3.902534 4.150422 4.008921 4.638562 3.970201 4.981111 4.981111
TSs82 4 3.960872 3.588605 4.005018 4.241983 3.771101 4.027631 4.709885 4.353063 4.063595 4.558511 4.472373 4.963823 3.991542 3.799301 3.929169 3.557279 3.845324 4.133345 4.467027 4.80358 3.83537 3.969859 4.836182 4.446266 3.847309 4.107738 4.389286 4.696667 4.707321 4.564338 4.512734 3.985232 5.138533 3.892002 3.758865 4.307337 5.008873 4.751827 4.846577 4.061293 4.099503 4.764759 4.113833 3.761586 4.515044 3.933619 5.078941 3.741058 4.7146 4.184088 4.60638 4.213831 3.802552 3.960792 4.834666 4.093313 4.657088 4.307632 4.556371 4.131846 4.050581 4.598645 4.186199 4.527048 3.909608 4.579428 4.130499 4.325754 4.565 5.03537 5.301707 3.699105 3.962777 4.128982 4.342801 3.609101 4.814361 4.121245 4.245339 4.268331 3.628224 4.103699 4.774503 3.588605 0 4.201694 3.901225 4.352344 4.431219 3.659634 4.834555 4.207053 4.705031 3.931612 3.931612
TSs15 4 4.349752 4.374938 4.460181 4.157427 4.269508 4.331155 4.222809 4.347612 4.175996 4.373486 4.030618 3.893673 4.079323 4.232978 4.541118 4.382197 4.201139 4.125604 4.293429 4.005669 4.06155 5.143873 4.002657 4.20027 3.974309 4.208504 4.452782 4.222386 3.889692 4.193651 4.230696 4.358597 4.105564 4.294473 4.381546 4.204655 4.138601 3.960955 4.21695 4.009366 4.301722 4.255107 4.458638 4.142151 4.303551 4.120076 4.073764 4.177428 4.291146 4.46604 5.004671 4.428742 4.068613 4.281183 4.688914 4.075799 4.519353 4.293113 4.193169 4.173473 4.337357 4.007521 4.359254 4.348369 4.031406 4.169258 4.501632 4.389899 4.416165 4.098648 4.344961 4.466099 4.324567 4.638194 4.470406 4.750179 3.867622 4.353149 4.058663 4.334446 4.459098 4.364888 4.324949 4.374938 4.219002 0 4.480252 4.434858 3.926532 4.741915 4.146348 4.328904 4.122407 4.211003 4.211003
TSs3 4 3.95746 3.845909 4.974828 3.966254 4.058354 4.540084 4.381809 4.037202 4.426878 4.487499 4.209588 4.104304 4.234836 3.967293 5.125352 3.841211 4.10193 4.150922 3.786066 4.439529 5.020201 4.098268 3.840732 3.963168 4.90538 4.363055 4.201545 4.469367 4.737881 4.058647 4.860443 5.369315 3.947652 4.919548 4.225992 4.188681 3.818637 3.991821 4.136787 4.287106 5.096918 3.73972 3.894832 4.121556 4.270603 4.024585 3.70567 4.185142 3.865449 3.843956 4.758013 4.772786 3.797349 4.005066 3.887478 4.358174 4.338035 4.23283 4.437601 4.062808 4.36937 4.342578 4.328921 4.431937 3.947792 4.177991 4.43046 4.093791 4.09414 3.921333 4.1414 5.090788 4.232588 4.609542 4.036536 5.695496 3.769713 4.991009 4.303635 4.408558 5.261683 4.53047 4.428161 3.845909 3.912074 4.518561 0 4.460847 4.427417 4.808976 3.674403 4.041473 3.941027 4.198179 4.198179
TSs4 4 4.119202 4.173673 4.357623 4.012108 4.253978 4.414471 4.331464 4.320548 4.225426 4.426719 4.065387 4.600708 4.443596 3.992617 4.366695 4.142293 4.254137 3.838381 3.737847 4.464578 4.077779 4.101675 4.045218 4.307647 4.031281 4.444521 4.163735 3.94886 4.200334 3.90219 4.64194 4.083355 4.274059 4.653018 4.659625 4.088261 4.210754 4.325421 4.139372 4.019648 4.428574 3.831999 4.146268 3.72133 4.212821 4.428266 4.16426 3.842542 4.033261 4.240124 4.14106 4.498342 4.61996 4.333069 3.968393 3.830381 4.099978 4.276402 4.680029 3.87984 4.370789 4.091273 4.601488 4.560707 5.379178 4.617543 4.186655 4.070329 4.262836 4.283052 4.214947 4.829889 4.058193 4.538947 4.103756 4.991596 4.193552 4.190209 3.80171 4.20698 4.696023 4.756952 4.450351 4.173673 4.263336 4.388938 4.434586 0 4.290244 4.499902 4.299274 4.730538 4.052003 4.100437 4.100437
TSs331 4 4.084743 3.955906 4.523716 4.258268 4.082398 4.109293 4.225014 4.053281 5.01022 4.206727 4.310087 4.44555 4.595181 3.979213 4.354277 3.949983 4.183007 3.832819 4.211463 4.355508 4.263087 4.096763 4.802619 4.315123 4.120667 4.549712 4.110958 4.118083 4.551186 4.105653 4.182639 4.406733 4.437178 4.321447 4.004011 4.254921 3.952515 5.500115 4.535171 4.538787 4.384224 4.27833 4.242051 4.005157 4.232693 4.174085 4.65366 4.152216 4.153241 4.031826 4.098001 4.232168 3.922645 4.054356 4.479435 4.466916 4.574443 4.799811 4.443465 4.254476 4.604704 3.969604 4.170472 4.68069 4.234869 4.074624 4.577326 4.38147 4.096981 4.163595 4.515577 4.076147 4.388231 4.309449 4.500053 3.958992 4.594606 4.32147 4.031885 4.166883 4.207118 4.237268 4.130223 3.955906 4.389759 3.931867 4.358425 4.321832 0 4.517779 4.398041 4.048386 3.890355 4.157901 4.157901
TSs314B 4 4.078275 4.191487 5.15409 3.693465 4.136371 4.518624 4.562923 4.192948 5.324474 4.115521 4.438377 4.090621 4.448804 3.996885 5.266686 4.186826 4.193207 4.029531 4.243867 4.186137 4.456999 4.411329 3.989306 4.330792 4.126459 4.584858 4.208088 4.059461 4.168861 3.884222 4.600505 4.633956 3.969456 4.59938 4.605472 4.107202 3.565942 4.413943 3.954952 3.802139 4.986172 3.911296 4.039848 4.152193 4.111003 4.371422 4.012638 3.947649 3.943186 3.887365 4.14648 4.615428 4.177621 4.062229 4.169139 4.396962 4.241085 3.816689 4.271603 4.206413 4.575604 3.940372 4.474506 4.339485 3.909889 4.072437 4.616524 4.114507 4.189156 4.009474 4.293855 5.115169 4.262982 4.61033 4.438172 5.65078 4.074524 4.304212 4.015158 4.862041 5.258517 4.485469 4.227716 4.191487 3.656723 4.795024 4.759019 4.523586 4.56248 0 3.876811 3.966109 3.547443 4.101967 4.101967
TSs333 4 3.949929 4.020515 3.999408 4.821047 4.166141 4.126906 4.337316 4.735253 4.373412 4.454275 4.887823 4.015457 4.215787 3.950873 3.779964 4.049035 3.821207 4.052254 4.278269 4.257466 4.077808 4.341786 4.4202 4.276972 4.142074 4.112175 4.296568 4.410867 4.090209 4.165608 4.33142 3.945458 4.119817 4.111168 4.436076 3.942281 4.50279 4.620193 4.674619 4.160645 3.988699 5.1683 4.285336 4.180096 4.330047 4.403445 5.632223 3.97076 4.721778 4.223576 4.365317 4.321461 4.356813 4.106186 5.20805 4.543899 3.900403 4.727884 4.226342 4.485731 4.287444 4.909368 4.286802 4.380865 4.367772 4.343413 4.050189 4.343296 4.376332 4.163651 4.125006 3.802355 4.163787 4.105912 4.010104 3.67073 4.72606 4.171654 4.066414 3.7642 3.861227 4.330533 4.049666 4.020515 4.770174 4.163169 3.703596 4.31431 4.416604 3.873025 0 4.476437 4.507712 4.099774 4.099774
TSs7 4 4.708841 4.621813 4.069175 4.229159 4.554911 4.511836 4.075419 4.373142 4.076885 4.320844 3.997588 3.970997 4.241183 4.723741 3.99926 4.683651 4.565854 4.425868 3.777772 4.341321 4.352178 4.251955 4.451937 4.475103 4.218452 4.132007 4.287793 4.16516 4.236453 4.412806 3.971311 4.088993 4.270668 4.735067 4.336485 4.130735 4.237973 4.305226 4.270859 4.075851 4.041329 5.176306 4.322794 4.196774 4.229583 4.180629 4.312802 4.476489 4.036431 4.388114 4.089083 4.354399 4.372706 4.49111 4.167913 4.022684 3.934484 4.247091 4.450178 4.104437 4.193582 4.419517 4.529674 3.97362 4.722951 4.80921 3.753839 4.266106 4.369927 4.158805 3.98579 4.198032 4.013145 4.227847 4.072216 4.131659 4.232089 4.552896 4.380287 4.203542 4.263135 4.119299 3.929078 4.621813 4.257739 4.31093 4.013839 4.738449 4.082071 3.915975 4.501257 0 4.191995 4.512235 4.512235
TSs38 4 4.090619 4.08065 3.481356 3.841846 4.460493 3.92196 4.062075 4.64612 3.771803 4.375183 5.337971 3.771722 4.134472 3.832611 3.614564 4.305473 4.110143 5.139328 4.654076 3.685709 4.173733 3.988412 4.667259 4.349898 4.310233 3.77441 3.832388 4.345501 3.802164 4.279528 4.004255 4.44945 4.328925 3.851723 4.212483 4.564478 7.509641 4.256122 4.436072 4.358256 4.761065 4.242173 4.486232 3.8361 3.759392 4.181917 4.400221 4.255172 6.489441 4.030616 4.101108 3.7255 4.288454 4.361823 4.436226 3.998374 3.328922 4.573443 3.988384 3.537852 4.381439 5.662036 4.173102 3.748996 4.282901 4.162004 3.642997 4.076291 4.377848 4.969659 4.962922 4.006106 4.179878 3.938569 4.028583 3.356421 5.005456 4.284355 4.961607 4.392832 3.656507 4.185824 5.456873 4.08065 4.739832 4.16822 3.934314 4.165594 3.978381 3.651781 4.798995 4.24754 0 4.356966 4.356966
TSs10 4 5.079011 4.994334 4.113748 4.61569 5.240728 4.629143 4.134444 3.809122 4.182653 4.185905 4.00965 3.71868 4.307119 5.224612 4.055578 4.964242 5.012735 4.587679 3.794554 3.969116 4.271387 4.4616 4.287983 4.244271 4.490135 4.371247 4.413816 3.816524 4.506136 4.549253 3.80033 4.109408 4.404398 4.18063 4.353226 4.325379 4.03059 3.769687 4.29667 4.603378 4.124233 4.104478 4.419644 4.977364 4.595692 4.103532 3.776602 5.378255 4.24873 4.361051 3.844126 4.009267 4.883604 4.807879 4.036836 4.384657 3.995398 4.576738 4.218002 4.190862 4.472015 4.203146 4.335581 3.9533 4.509537 3.990693 3.547954 4.402561 3.884544 3.89199 4.092278 4.052564 4.581644 4.232269 3.967131 3.951652 3.831108 4.276361 4.099943 4.024875 3.894624 3.922967 3.861684 4.994334 3.897306 4.205847 4.165149 4.115087 4.132512 4.067663 4.053621 4.516276 4.282174 0 0
TSs48 4 3.758549 3.874908 4.556132 4.373563 4.331333 3.97705 4.4549 4.685992 4.297039 4.352851 4.225648 4.909732 4.285525 4.279263 4.236484 3.882603 4.103038 4.167752 4.360826 4.488179 3.738415 4.0175 4.158892 4.080541 4.282326 3.950803 4.184123 4.085693 4.40213 3.861555 4.22357 4.173412 4.569996 3.870172 4.037001 4.198018 4.208783 7.221559 4.517132 3.950575 4.367584 4.583805 4.177338 3.829457 4.467748 4.306845 5.256278 4.157396 4.290776 4.423779 4.478675 4.180073 4.133249 4.193564 4.694246 4.462247 4.690076 3.79994 4.399989 4.385417 4.280539 4.18669 4.175447 4.585209 4.295603 3.86052 5.32122 4.139494 4.383871 4.165555 4.334755 4.115987 3.990947 4.071425 4.380871 3.852331 4.261919 4.264025 3.855849 3.946826 3.774084 4.18829 4.20812 3.874908 4.701932 3.994851 4.020935 4.429308 4.614107 4.2783 4.340014 4.238597 4.255829 3.997477 3.997477
