n_sub,rep_i,rep_j,n_shared,ari_k24
60,15,46,42,0.8242107021549084
60,15,47,37,0.5316455696202531
60,15,48,36,0.5844748858447488
60,15,49,37,0.43966346153846153
60,16,17,34,0.612173684037265
60,16,18,34,0.5775072172712439
60,16,19,43,0.748136315228967
60,16,20,41,0.6884988210636626
60,16,21,38,0.7333907946905706
60,16,22,37,0.6667536875081582
60,16,23,37,0.8219802481640922
60,16,24,41,0.6870229007633588
60,16,25,37,0.704
60,16,26,40,0.9449916547168481
60,16,27,37,0.7427246973989183
60,16,28,43,0.7483277591973244
60,16,29,35,0.6909090909090909
60,16,30,40,0.8429654192325912
60,16,31,36,0.8830424866069061
60,16,32,35,0.6981645452868475
60,16,33,33,0.9293219998661402
60,16,34,36,0.5939413470834676
60,16,35,41,0.5984820663483903
60,16,36,38,0.7351905533991713
60,16,37,40,0.7432943886786243
60,16,38,39,0.6304097605893186
60,16,39,37,0.5056902523503216
60,16,40,39,0.7564102564102564
60,16,41,38,0.6098859315589353
60,16,42,36,0.7229551451187335
60,16,43,35,0.5128172828620017
60,16,44,36,0.7125710675931776
60,16,45,42,0.7915001816200509
60,16,46,37,0.578504210004953
60,16,47,38,0.7615691890262285
60,16,48,36,0.7054009819967266
60,16,49,34,0.7685362716307065
60,17,18,37,0.8883861236802413
60,17,19,33,0.7483917083631165
60,17,20,38,0.8369150304743025
60,17,21,36,0.36124911284599004
60,17,22,37,0.6492890995260664
60,17,23,37,0.8652912621359223
60,17,24,38,0.8793040956868431
60,17,25,39,1.0
60,17,26,34,0.7230594999564423
60,17,27,37,0.6696428571428571
60,17,28,37,0.6350951528655441
60,17,29,38,0.5769685083242327
60,17,30,35,0.6150113231963765
60,17,31,41,0.808631337067356
60,17,32,41,0.8858080089125456
60,17,33,37,0.6151136551268644
60,17,34,38,0.7301473057914687
60,17,35,41,0.7106202773395334
60,17,36,37,0.8604651162790697
60,17,37,36,0.7820069204152249
60,17,38,39,0.6808196418681928
60,17,39,42,0.9281462111939468
60,17,40,37,0.6278384556769113
60,17,41,38,0.777222533700607
60,17,42,40,0.7913064954309706
60,17,43,38,0.8800429027618653
60,17,44,43,0.7923565121412803
60,17,45,38,0.8989091805501346
60,17,46,39,0.7437818399760263
60,17,47,35,0.826328079392878
60,17,48,35,0.6161290322580645
60,17,49,42,0.6331718555220678
60,18,19,38,0.5320522096489451
60,18,20,37,0.8728414442700158
60,18,21,37,0.43245917862444333
60,18,22,39,0.6511896610749743
60,18,23,41,0.946867102961187
60,18,24,36,0.7700841808184516
60,18,25,40,0.8114803625377643
60,18,26,37,0.7606325625973404
60,18,27,40,0.5867514356029533
60,18,28,41,0.6886649178517189
60,18,29,35,0.5128172828620017
60,18,30,35,0.5541735351416155
60,18,31,36,0.7757608115323011
60,18,32,36,0.8478461335792385
60,18,33,39,0.7066740558942285
60,18,34,41,0.731431274791659
60,18,35,35,0.7238124709887049
60,18,36,40,0.76775956284153
60,18,37,36,0.8520325203252033
60,18,38,39,0.5546875
60,18,39,36,0.7937710437710438
60,18,40,38,0.7084197428452924
60,18,41,39,0.8248502994011976
60,18,42,34,0.7916821388785741
60,18,43,37,0.6140696528944776
60,18,44,40,0.7174149318618844
60,18,45,34,0.6237955740655773
60,18,46,38,0.7382725241995532
60,18,47,34,0.8445552784704904
60,18,48,38,0.4837898578135778
60,18,49,39,0.7724288840262582
60,19,20,38,0.4965728900255755
60,19,21,37,0.6756844497348772
60,19,22,36,0.4090518252169155
60,19,23,32,0.7351235886481537
60,19,24,42,0.7282247433017064
60,19,25,38,0.7689146989535967
60,19,26,39,0.8901082604182114
60,19,27,38,0.43322670411692804
60,19,28,39,0.6302190185749931
60,19,29,38,0.47936944561997463
60,19,30,39,0.8526169233392056
60,19,31,37,0.8293182983085597
60,19,32,35,0.8246492985971944
60,19,33,39,0.6686368673808645
60,19,34,38,0.3809803346052245
60,19,35,37,0.5527199462726662
60,19,36,37,0.5971524288107203
60,19,37,38,0.7828571428571428
60,19,38,38,0.6829429628070598
60,19,39,37,0.7447373076242703
60,19,40,38,0.7058987588899736
60,19,41,34,0.6709083525111683
60,19,42,36,0.8830424866069061
60,19,43,37,0.6061502069781195
60,19,44,38,0.684242388735915
60,19,45,40,0.8533333333333334
60,19,46,39,0.6548294286888615
60,19,47,37,0.7557115908614547
60,19,48,40,0.7966025927581583
60,19,49,32,0.743945935798761
60,20,21,38,0.6288635054712997
60,20,22,34,0.790687262144616
60,20,23,41,0.919823219977707
60,20,24,36,0.8081315669255368
60,20,25,37,0.8936272160996646
60,20,26,35,0.7598870056497176
60,20,27,37,0.8325511230305062
60,20,28,36,0.7087732957033721
60,20,29,37,0.69278951201748
60,20,30,38,0.777131987741731
60,20,31,38,0.8313986953184958
60,20,32,37,0.7613443476292859
60,20,33,34,0.6472648881703045
60,20,34,33,0.857707509881423
60,20,35,41,0.8460334845877014
60,20,36,36,0.8955322878665846
60,20,37,38,0.8572216097023153
60,20,38,36,0.7834158415841584
60,20,39,39,0.6808196418681928
60,20,40,38,0.7433369843008397
60,20,41,42,0.7747514679379106
60,20,42,41,0.7208242051039138
60,20,43,42,0.7740824559677261
60,20,44,37,0.7824111200213847
60,20,45,37,0.7607758620689655
60,20,46,38,0.7347903724755414
60,20,47,38,0.9160339208626955
60,20,48,35,0.6494845360824743
60,20,49,38,0.9009161381254405
60,21,22,41,0.5897948974487244
60,21,23,34,0.6358002832861189
60,21,24,34,0.43573532581363605
60,21,25,39,0.8040719196192491
60,21,26,36,0.8721461187214612
60,21,27,38,0.6160168543709522
60,21,28,40,0.5865139949109415
60,21,29,39,0.6296851574212894
60,21,30,41,0.7497307001795332
60,21,31,38,0.5274648455354503
60,21,32,38,0.5932224710055599
60,21,33,39,0.6506794564348521
60,21,34,38,0.5055942714660188
60,21,35,36,0.5824274882019195
60,21,36,42,0.6642776240785785
60,21,37,35,0.6486319282359889
60,21,38,40,0.47582602202725405
60,21,39,37,0.6173752310536045
60,21,40,39,0.5438652648166843
60,21,41,41,0.662488306828812
60,21,42,38,0.6708874869028245
60,21,43,38,0.5982494661172436
60,21,44,33,0.5159581692245009
60,21,45,43,0.6784283467370983
60,21,46,36,0.597105351733423
60,21,47,35,0.7078013189280202
60,21,48,39,0.5760008859848275
60,21,49,39,0.6660992339658539
60,22,23,38,0.8524715264131866
60,22,24,38,0.819597108763526
60,22,25,38,0.6404092071611254
60,22,26,40,0.8277982779827798
60,22,27,42,0.7630288017873622
60,22,28,41,0.7556892344361841
60,22,29,37,0.6501225796767899
60,22,30,36,0.739504791555188
60,22,31,37,0.7349537745668279
60,22,32,43,0.902328222600795
60,22,33,38,0.5378293979071933
60,22,34,40,0.7725505443234837
60,22,35,38,0.7457389574573896
60,22,36,40,0.7558011049723757
60,22,37,35,0.966975634123328
60,22,38,42,0.64237651398096
60,22,39,34,0.7113169457309109
60,22,40,39,0.7168513565150936
60,22,41,37,0.7424593967517401
60,22,42,38,0.831277300436807
60,22,43,38,0.640538995999639
60,22,44,37,0.6278384556769113
60,22,45,36,0.6595646132468735
60,22,46,36,0.5906902086677368
60,22,47,37,0.8952830188679245
60,22,48,36,0.4317718940936864
60,22,49,40,0.7618876598189915
60,23,24,40,0.8641706573791903
60,23,25,38,0.944644797555867
60,23,26,37,0.8507395786642761
60,23,27,40,0.8351238436287676
60,23,28,35,0.8055742431523306
60,23,29,36,0.7330621583831194
60,23,30,38,0.7760025490463835
60,23,31,36,0.7800961836798014
60,23,32,41,0.8810674917810868
60,23,33,34,0.6859212909599868
60,23,34,39,0.8076900041923699
60,23,35,39,0.7944641527613542
60,23,36,37,0.7926729363961071
60,23,37,37,0.9474058280028429
60,23,38,37,0.5858407079646017
60,23,39,37,0.7821215343093154
60,23,40,36,0.7959266307648702
60,23,41,36,0.8253119429590018
60,23,42,38,0.8652529230340309
60,23,43,37,0.7702089905362776
60,23,44,44,0.7973094993954791
60,23,45,34,0.8380592872210503
60,23,46,35,0.7587511825922422
60,23,47,40,0.9145205479452054
60,23,48,35,0.7076923076923077
60,23,49,40,0.8583514933982823
60,24,25,38,0.8650412747168362
60,24,26,41,0.7362556574080455
60,24,27,40,0.7785169560279085
60,24,28,41,0.7118425676467143
60,24,29,39,0.6917509047797329
60,24,30,35,0.6880733944954128
60,24,31,37,0.7011391094235416
60,24,32,37,0.7827977562290733
60,24,33,39,0.5192509899550326
60,24,34,39,0.76288
60,24,35,35,0.7494912637709634
60,24,36,36,0.8157977598848455
60,24,37,41,0.8954663452623771
60,24,38,38,0.6763020566867901
60,24,39,34,0.9359905678317423
60,24,40,39,0.7655805124960455
60,24,41,38,0.7540171722337362
60,24,42,37,0.8456010200533209
60,24,43,38,0.739849862550222
60,24,44,37,0.8405935854475826
60,24,45,38,0.8734063242814953
60,24,46,41,0.7988552739165985
60,24,47,37,0.9228005100266605
60,24,48,36,0.5961538461538461
60,24,49,39,0.5951604659769831
60,25,26,42,0.7977132116845486
60,25,27,42,0.7908942246976345
60,25,28,37,0.6283482142857143
60,25,29,35,0.7727754911528832
60,25,30,35,0.6482758620689655
60,25,31,38,0.8607231302625062
60,25,32,35,0.828458852548291
60,25,33,38,0.71154184333418
60,25,34,41,0.691100868640312
60,25,35,36,0.6877368942795499
60,25,36,41,0.8318933958119783
60,25,37,38,0.7626983139979036
60,25,38,36,0.7440465029064317
60,25,39,35,0.9163189723876048
60,25,40,36,0.6586206896551724
60,25,41,40,0.778273419050118
60,25,42,37,0.7405234450199386
60,25,43,36,0.8314606741573034
60,25,44,41,0.9430048932384342
60,25,45,39,0.833595328991691
60,25,46,42,0.7736315355897149
60,25,47,37,0.889990089197225
60,25,48,36,0.7629669443697931
60,25,49,33,0.8669438669438669
60,26,27,39,0.7490201770939179
60,26,28,42,0.7111061402527682
60,26,29,39,0.6925366672078801
60,26,30,41,0.8830385524492623
60,26,31,35,0.9072692864299232
60,26,32,38,0.8860098586068232
60,26,33,36,0.844066423653301
60,26,34,38,0.7389528406981062
60,26,35,36,0.7801729151320126
60,26,36,37,0.7623568835520804
60,26,37,43,0.8732706469793106
60,26,38,36,0.8449718379176464
60,26,39,39,0.6077831219938784
60,26,40,41,0.8653496362166532
60,26,41,41,0.7972209138012247
60,26,42,40,0.8351648351648352
60,26,43,36,0.6392187594188921
60,26,44,40,0.7951876253222573
60,26,45,39,0.8462591808788746
60,26,46,36,0.701067615658363
60,26,47,38,0.9591872278664731
60,26,48,39,0.7381493260639104
60,26,49,36,0.8672426509324623
60,27,28,36,0.6851574212893553
60,27,29,41,0.7066039664690248
60,27,30,37,0.656833698312508
60,27,31,34,0.790734109221128
60,27,32,39,0.5882293508461732
60,27,33,35,0.5866620354289684
60,27,34,40,0.7785439059014398
60,27,35,32,0.6630434782608695
60,27,36,37,0.6926999854291126
60,27,37,38,0.7775440686484374
60,27,38,37,0.6798846431146359
60,27,39,40,0.7341608667575519
60,27,40,40,0.5637583892617449
60,27,41,38,0.6526950778751398
60,27,42,31,0.8100490196078431
60,27,43,39,0.6751574721395446
60,27,44,42,0.6934448063507972
60,27,45,38,0.4940261983590039
60,27,46,34,0.3448084088760358
60,27,47,39,0.9375978980344601
60,27,48,38,0.4920978957825341
60,27,49,37,0.8329667785623336
60,28,29,38,0.5789529312288614
60,28,30,36,0.6617268041237113
60,28,31,37,0.5970774385703649
60,28,32,38,0.7222035213019743
60,28,33,38,0.6401287082855959
60,28,34,39,0.6302395209580839
60,28,35,35,0.8128342245989305
60,28,36,40,0.6226757369614513
60,28,37,35,0.7828175129195243
60,28,38,36,0.4671294405879951
60,28,39,37,0.4747892946917049
60,28,40,40,0.5973803916508049
60,28,41,40,0.6629074744813961
60,28,42,40,0.6463012787569152
60,28,43,38,0.6471428571428571
60,28,44,36,0.6091962935680223
60,28,45,41,0.7253101736972705
60,28,46,41,0.6049046321525886
60,28,47,36,0.6593893208382678
60,28,48,38,0.5433624705380176
60,28,49,37,0.7765365333754392
60,29,30,39,0.6948790896159317
60,29,31,33,0.7716262975778547
60,29,32,37,0.7471074380165289
60,29,33,37,0.5921508067522232
60,29,34,42,0.7145090237317039
60,29,35,35,0.7267996530789246
60,29,36,37,0.8646960231601402
60,29,37,39,0.5588569572982627
60,29,38,37,0.5266928193757462
60,29,39,41,0.6223206377325067
60,29,40,41,0.6140008742140479
60,29,41,34,0.49557522123893805
60,29,42,39,0.5592994401263305
60,29,43,38,0.791883090669322
60,29,44,38,0.71154184333418
60,29,45,38,0.6390799876784065
60,29,46,37,0.6265420560747663
60,29,47,41,0.8005577895965754
60,29,48,35,0.4127695110841178
60,29,49,41,0.6866485013623979
60,30,31,38,0.7839735255879919
60,30,32,37,0.7765541740674956
60,30,33,36,0.7891457700427372
60,30,34,35,0.6073826805884408
60,30,35,39,0.8580505092429999
60,30,36,39,0.7981063960220693
60,30,37,41,0.7475139129641456
60,30,38,40,0.9472972972972973
60,30,39,36,0.5744550199570156
60,30,40,39,0.8990394441038217
60,30,41,34,0.6585722110644513
60,30,42,39,0.8759382760833775
60,30,43,36,0.5362776025236593
60,30,44,36,0.6803472770323599
60,30,45,40,0.7402507923384318
60,30,46,38,0.7087040241791991
60,30,47,39,0.8967663039271838
60,30,48,41,0.905762291125566
60,30,49,41,0.7842639593908629
60,31,32,40,0.7058612268352248
60,31,33,39,0.7488013947406654
60,31,34,35,0.7973119445046607
60,31,35,41,0.7625698324022346
60,31,36,42,0.8774504095337914
60,31,37,36,0.8656716417910447
60,31,38,40,0.6930946291560103
60,31,39,35,0.652681503101058
60,31,40,38,0.7409109632102673
60,31,41,37,0.862453531598513
60,31,42,40,0.744875708678587
60,31,43,36,0.7084297520661157
60,31,44,39,0.8271806490304524
60,31,45,40,0.6984314014286767
60,31,46,40,0.7661449901061342
60,31,47,38,0.8410777040218664
60,31,48,39,0.7276903289030441
60,31,49,44,0.760582891547007
60,32,33,38,0.6199413036762434
60,32,34,37,0.616800920598389
60,32,35,37,0.7289009497964721
60,32,36,35,0.8492101483963619
60,32,37,39,0.9212695232457538
60,32,38,38,0.6963428681128816
60,32,39,41,0.7300613496932515
60,32,40,37,0.7656967840735069
60,32,41,39,0.8566027062834005
60,32,42,39,0.9180452196994834
60,32,43,42,0.7184266856938994
60,32,44,38,0.7256106329217938
60,32,45,35,0.8678952042628775
60,32,46,35,0.6783349101229896
60,32,47,36,0.8478594950603732
60,32,48,37,0.563945875163684
60,32,49,41,0.6792791748754201
60,33,34,40,0.5899669570441574
60,33,35,38,0.7482478129636261
60,33,36,41,0.6786395856052344
60,33,37,37,0.7141385526654649
60,33,38,37,0.5949452628733612
60,33,39,35,0.4574468085106383
60,33,40,39,0.6303317535545023
60,33,41,38,0.6842689989362959
60,33,42,39,0.70267016852703
60,33,43,37,0.6037644004543242
60,33,44,35,0.8617702698217783
60,33,45,38,0.584333098094566
60,33,46,38,0.5490447636312927
60,33,47,37,0.7424593967517401
60,33,48,41,0.5428758812920151
60,33,49,39,0.7220946040973232
60,34,35,38,0.7024338624338624
60,34,36,42,0.7539000797316203
60,34,37,38,0.7528455284552845
60,34,38,39,0.5438652648166843
60,34,39,39,0.6812731867304693
60,34,40,42,0.6646823189050851
60,34,41,38,0.6275963978029944
60,34,42,37,0.5046318209480019
60,34,43,39,0.8395756657285126
60,34,44,37,0.7500875569119928
60,34,45,35,0.5227156712608474
60,34,46,39,0.6834505738615327
60,34,47,40,0.8464701250984166
60,34,48,35,0.39740733238808995
60,34,49,34,0.8293172690763052
60,35,36,40,0.8671963677639046
60,35,37,36,0.7650594480761638
60,35,38,38,0.6653089293271265
60,35,39,39,0.5054656755574989
60,35,40,35,0.8482452560701897
60,35,41,37,0.7574654042243263
60,35,42,41,0.815278334000801
60,35,43,37,0.6834759117514633
60,35,44,38,0.8410041841004184
60,35,45,37,0.7600152613506296
60,35,46,39,0.9016924738926899
60,35,47,41,0.8722210679409932
60,35,48,37,0.6282652377762894
60,35,49,40,0.6858583736079008
60,36,37,37,0.7549167927382754
60,36,38,42,0.7568160295070527
60,36,39,33,0.7550607287449392
60,36,40,34,0.7519893899204244
60,36,41,36,0.6684908440328352
60,36,42,37,0.7293920463202803
60,36,43,36,0.7568932856240791
60,36,44,38,0.8011368993897922
60,36,45,38,0.7451975353388909
60,36,46,36,0.7743876235496348
60,36,47,38,0.9414459436948193
60,36,48,38,0.7357963365414467
60,36,49,41,0.8356669516887559
60,37,38,35,0.7821188135545477
60,37,39,38,0.7456814687528263
60,37,40,38,0.9446343345881834
60,37,41,40,0.9587912087912088
60,37,42,41,0.9365600049514142
60,37,43,33,0.52
60,37,44,35,0.7770382398601025
60,37,45,37,0.8194339008784297
60,37,46,38,0.6662842675738756
60,37,47,38,0.9050449111906531
60,37,48,38,0.756725252709225
60,37,49,34,0.8229811403189398
60,38,39,36,0.6264453009190631
60,38,40,35,0.8827190043082814
60,38,41,35,0.7077398077327907
60,38,42,37,0.8717045517089548
60,38,43,38,0.5179743363698697
60,38,44,37,0.575378195096505
60,38,45,41,0.6226415094339622
60,38,46,39,0.6274301675977654
60,38,47,38,0.7768372043807206
60,38,48,39,0.8458946843024707
60,38,49,40,0.7550251256281407
60,39,40,40,0.5571776155717761
60,39,41,39,0.6634724556065217
60,39,42,41,0.663671875
60,39,43,40,0.8696578518611355
60,39,44,39,0.6144264854141598
60,39,45,38,0.7770141679001903
60,39,46,34,0.5146459028550241
60,39,47,40,0.6776859504132231
60,39,48,38,0.532483316898663
60,39,49,36,0.5938977223893425
60,40,41,40,0.7844509948415622
60,40,42,40,0.8938816761253207
60,40,43,39,0.5484037316581502
60,40,44,37,0.6111516566924536
60,40,45,38,0.8496835443037974
60,40,46,33,0.7333822989349982
60,40,47,37,0.8793806030969845
60,40,48,39,0.6303580972741849
60,40,49,37,0.8670180903318557
60,41,42,39,0.8230236446142823
60,41,43,39,0.666015625
60,41,44,36,0.6919870310328856
60,41,45,35,0.8448095983307251
60,41,46,37,0.6550176117135161
60,41,47,39,0.8230082730766726
60,41,48,39,0.596166946727826
60,41,49,36,0.7625201938610663
60,42,43,40,0.5533972347103232
60,42,44,34,0.7867036011080333
60,42,45,40,0.7884762633996937
60,42,46,38,0.6995499912009453
60,42,47,41,0.9202068505338078
60,42,48,37,0.7251401016551544
60,42,49,38,0.7293840889649272
60,43,44,33,0.7996289424860853
60,43,45,37,0.7045544164037855
60,43,46,40,0.6930946291560103
60,43,47,38,0.6726578506239523
60,43,48,34,0.7431047236605728
60,43,49,38,0.6842689989362959
60,44,45,36,0.8642188173517771
60,44,46,36,0.9300038886728516
60,44,47,40,0.8927589367552704
60,44,48,37,0.5934065934065934
60,44,49,41,0.8414693088448526
60,45,46,40,0.8544776119402985
60,45,47,37,0.8111368909512761
60,45,48,37,0.7303019784796946
60,45,49,36,0.6595412513510268
60,46,47,39,0.7488378849506101
60,46,48,34,0.6710864565011501
60,46,49,35,0.6234317411861062
60,47,48,38,0.682173696821737
60,47,49,38,0.8705006815753601
60,48,49,39,0.5540737289616213
80,0,1,70,0.6762126940712734
80,0,2,68,0.8924774322968907
80,0,3,66,0.7135097834071634
80,0,4,67,0.6135764542661778
80,0,5,68,0.8437790504521584
80,0,6,69,0.753721200066302
80,0,7,68,0.7359479887222531
80,0,8,66,0.8492229181164463
80,0,9,68,0.7623243833104708
80,0,10,70,0.8272715231788079
80,0,11,66,0.8426562785318644
80,0,12,67,0.7533267069657998
80,0,13,66,0.8082882525671256
80,0,14,66,0.7105966162065895
80,0,15,66,0.8667410987669003
80,0,16,68,0.8954881073563778
80,0,17,68,0.7450752697937987
80,0,18,68,0.8794262425236861
80,0,19,68,0.8630209290283787
80,0,20,68,0.8808311253502846
80,0,21,69,0.6879936879667901
80,0,22,68,0.7743433906250476
80,0,23,67,0.7060926076360683
80,0,24,66,0.7707099585441273
80,0,25,67,0.7818183674233273
80,0,26,69,0.7868619833352081
80,0,27,68,0.7673841469452422
80,0,28,67,0.7804164775878586
80,0,29,67,0.9088106756445057
80,0,30,69,0.8253958305586675
80,0,31,67,0.6848777807351186
80,0,32,69,0.9000017050007673
80,0,33,69,0.8536918592002785
80,0,34,68,0.761730091575686
80,0,35,67,0.7650738106706713
80,0,36,68,0.7898065075708411
80,0,37,68,0.8707876364773588
80,0,38,68,0.8881242726306735
80,0,39,65,0.8428357757852399
80,0,40,66,0.8068778051709969
80,0,41,67,0.817920315306009
80,0,42,67,0.7437308489086021
80,0,43,67,0.8737199645218513
80,0,44,67,0.7616968991496104
80,0,45,68,0.7764623700623701
80,0,46,67,0.8824320320867801
80,0,47,69,0.7927812013272838
80,0,48,68,0.7569457691673483
80,0,49,67,0.6915844285177004
80,1,2,66,0.754475016701318
80,1,3,67,0.7453068881675574
80,1,4,68,0.6941178024416337
80,1,5,67,0.6187145026148568
80,1,6,68,0.8342301903124126
80,1,7,69,0.7712913481701955
80,1,8,67,0.7488252486341902
80,1,9,67,0.5524064983045701
80,1,10,66,0.7827931532965997
80,1,11,66,0.7349782737696445
80,1,12,66,0.7435005979007042
80,1,13,67,0.6633601559109906
80,1,14,67,0.8414873293607116
80,1,15,65,0.6679999248868609
80,1,16,68,0.6549057515708071
80,1,17,67,0.7728276399532407
80,1,18,67,0.6867701523952157
80,1,19,68,0.7381669386910645
80,1,20,67,0.7326774197204811
80,1,21,67,0.5987564113584917
80,1,22,68,0.683476443916012
80,1,23,67,0.8112938280916606
80,1,24,70,0.6793006141758424
80,1,25,68,0.8366214765048634
80,1,26,69,0.7553926575737547
80,1,27,66,0.727344262295082
80,1,28,67,0.7664229588100937
80,1,29,66,0.6896108631856778
80,1,30,68,0.6471303763660021
80,1,31,69,0.7579339927182677
80,1,32,68,0.6792790019260154
80,1,33,67,0.8073794124845985
80,1,34,67,0.782142957687002
80,1,35,66,0.7571543030324143
80,1,36,66,0.8298834166071853
80,1,37,68,0.7779840984867915
80,1,38,68,0.7811933511000583
80,1,39,68,0.8726937040241424
80,1,40,66,0.6204597833347342
80,1,41,70,0.7387952269746313
80,1,42,68,0.7508166298271687
80,1,43,68,0.7324167403148039
80,1,44,68,0.6645634730128249
80,1,45,68,0.7083847029490427
80,1,46,67,0.722271071473433
80,1,47,71,0.6647482852613731
80,1,48,67,0.7169632957237756
80,1,49,67,0.7318756037283756
80,2,3,66,0.7944865429840606
80,2,4,69,0.6194753621567202
80,2,5,66,0.8577225462845549
80,2,6,68,0.7552651652157097
80,2,7,68,0.8504649079451377
80,2,8,67,0.8558509842723517
80,2,9,67,0.8165480161298352
80,2,10,67,0.8933806982575709
80,2,11,68,0.8067520336614543
80,2,12,66,0.7810402273506786
80,2,13,69,0.8394411337573239
80,2,14,67,0.7353777884163912
80,2,15,67,0.9113006600250255
80,2,16,70,0.8436207693281256
80,2,17,70,0.8362212200332305
80,2,18,67,0.8988446121197831
80,2,19,67,0.8835908040384381
80,2,20,69,0.9392740660886725
80,2,21,68,0.7426679280983917
80,2,22,66,0.8031364098880709
80,2,23,68,0.7058357638972586
80,2,24,68,0.7497842426524816
80,2,25,68,0.8268424593235606
80,2,26,68,0.9101069966890031
80,2,27,65,0.7858823529411765
80,2,28,66,0.8373935540553937
80,2,29,67,0.9688743889434397
80,2,30,70,0.7873558157964251
80,2,31,66,0.7740211798517495
80,2,32,69,0.9082330161648363
80,2,33,69,0.8242892526571378
80,2,34,68,0.7860372112827748
80,2,35,67,0.7562735063814046
80,2,36,66,0.7686880710733587
80,2,37,67,0.8888175151223168
80,2,38,67,0.9002228609514288
80,2,39,68,0.7780476516909843
80,2,40,69,0.9109381270721628
80,2,41,65,0.8774673141851466
80,2,42,66,0.8372220090153965
80,2,43,66,0.857213499814563
80,2,44,69,0.7502935394706644
80,2,45,67,0.8499491007804547
80,2,46,66,0.8986357539340669
80,2,47,66,0.6742303646662429
80,2,48,67,0.6947467728203595
80,2,49,67,0.6326348450716198
80,3,4,67,0.5692656418671916
80,3,5,69,0.7134389951478751
80,3,6,67,0.7213598264841596
80,3,7,67,0.6546024882368011
80,3,8,68,0.8391846652869686
80,3,9,67,0.6721906565656566
80,3,10,67,0.8033157416030805
80,3,11,68,0.7701813635175856
80,3,12,65,0.6937287311618863
80,3,13,67,0.6557053485574583
80,3,14,68,0.7545386313137693
80,3,15,69,0.6883958374239152
80,3,16,69,0.6824282813557557
80,3,17,65,0.8652047850381152
80,3,18,66,0.7362272503689129
80,3,19,65,0.705481424594413
80,3,20,66,0.7230323687408923
80,3,21,67,0.6633858510712713
80,3,22,66,0.6454941373534339
80,3,23,68,0.7931406062709614
80,3,24,67,0.6364729857778894
80,3,25,67,0.710560421003024
80,3,26,68,0.672372846353552
80,3,27,68,0.7575130873133846
80,3,28,69,0.8590187803261575
80,3,29,69,0.7672045659850538
80,3,30,68,0.6519737814794737
80,3,31,69,0.7017543859649122
80,3,32,68,0.8315364196137349
80,3,33,65,0.7106424717999019
80,3,34,65,0.6911835665540773
80,3,35,69,0.7604040105228682
80,3,36,67,0.759899930131398
80,3,37,67,0.7972475651471294
80,3,38,68,0.7419467787114846
80,3,39,69,0.7871483320268269
80,3,40,68,0.7766108408483473
80,3,41,67,0.7271933717733158
80,3,42,69,0.7069413629160063
80,3,43,67,0.9013744698099558
80,3,44,70,0.7601764440187464
80,3,45,66,0.6524873186793628
80,3,46,67,0.755940757996186
80,3,47,66,0.7164145277352825
80,3,48,65,0.6748645268862026
80,3,49,67,0.7438780910501223
80,4,5,68,0.6963250198981372
80,4,6,68,0.6241552352913448
80,4,7,66,0.6009777440453602
80,4,8,68,0.7361793702332672
80,4,9,69,0.5919863211757754
80,4,10,67,0.7290987348376158
80,4,11,66,0.6179906258348107
80,4,12,67,0.7858359933957072
80,4,13,66,0.6730538922155689
80,4,14,69,0.7352464632622627
80,4,15,67,0.6496038034865294
80,4,16,66,0.6550157414145963
80,4,17,67,0.6569652831015222
80,4,18,68,0.727353103560108
80,4,19,66,0.6164057556332022
80,4,20,66,0.6547272282259967
80,4,21,67,0.6397090295989379
80,4,22,71,0.7029542349726776
80,4,23,67,0.5838509316770186
80,4,24,70,0.6995699529761665
80,4,25,68,0.7958999082705804
80,4,26,67,0.6936636753272416
80,4,27,65,0.7814852797718802
80,4,28,68,0.6788810133619235
80,4,29,67,0.651189663968333
80,4,30,69,0.7065827521687362
80,4,31,66,0.7106941305916733
80,4,32,70,0.6621683467724526
80,4,33,67,0.6665647511367369
80,4,34,69,0.7297711165015652
80,4,35,66,0.708006448146158
80,4,36,67,0.7858435366063056
80,4,37,66,0.6894402769763416
80,4,38,65,0.6381156316916489
80,4,39,71,0.7207582274866675
80,4,40,66,0.565601333785464
80,4,41,71,0.6241113296021782
80,4,42,68,0.7315164424482169
80,4,43,65,0.6076572098595499
80,4,44,69,0.6374232624746164
80,4,45,67,0.7292907196467271
80,4,46,67,0.6445697410646772
80,4,47,68,0.7162169221804738
80,4,48,66,0.654191004129618
80,4,49,67,0.6133377545713254
80,5,6,69,0.7297803507577048
80,5,7,65,0.6859443631039531
80,5,8,68,0.8847367908922837
80,5,9,70,0.7837765243083534
80,5,10,68,0.8681429540079713
80,5,11,68,0.7967469685667061
80,5,12,66,0.7628359525910381
80,5,13,67,0.7344332405914217
80,5,14,67,0.685570069569933
80,5,15,67,0.9158387575653762
80,5,16,68,0.810430387657986
80,5,17,67,0.7348581393788987
80,5,18,67,0.9418375238726581
80,5,19,69,0.8578959540967478
80,5,20,67,0.8471488601606482
80,5,21,68,0.6420124280991673
80,5,22,67,0.8195153607856102
80,5,23,69,0.6720813469358848
80,5,24,67,0.7910528316389212
80,5,25,68,0.7409130127853165
80,5,26,65,0.7933941404090658
80,5,27,67,0.8082954419429965
80,5,28,68,0.7976482182303312
80,5,29,68,0.887002808594779
80,5,30,68,0.7928440336634646
80,5,31,69,0.6372040276298154
80,5,32,67,0.8668114766006754
80,5,33,69,0.751681111775254
