n_sub,rep,k,silhouette,is_best_k
60,40,24,0.06132654155586097,False
60,40,28,0.05694798924571329,False
60,41,2,0.08859054127375994,False
60,41,3,0.10067357908703094,False
60,41,5,0.10319345169402257,False
60,41,8,0.10931161876649402,False
60,41,10,0.11312275227569599,False
60,41,15,0.11821525508600632,False
60,41,20,0.1296950411018057,False
60,41,24,0.13237003889853202,True
60,41,28,0.12050002183902282,False
60,42,2,0.12042159474009456,False
60,42,3,0.1155126159186454,False
60,42,5,0.11589180405592485,False
60,42,8,0.1231925519985095,False
60,42,10,0.11875504627468204,False
60,42,15,0.1301983429921597,False
60,42,20,0.1525930422778895,False
60,42,24,0.15287090319471583,True
60,42,28,0.15194773897402358,False
60,43,2,0.0992248622207131,False
60,43,3,0.09362858421067097,False
60,43,5,0.09219109129758225,False
60,43,8,0.08783143446221467,False
60,43,10,0.09593174697859573,False
60,43,15,0.13351262332813016,False
60,43,20,0.13323427355008502,False
60,43,24,0.15137750795399724,True
60,43,28,0.1498144273700392,False
60,44,2,0.07625940037821984,False
60,44,3,0.07388946679001451,False
60,44,5,0.07308661889226495,False
60,44,8,0.07426318050837408,False
60,44,10,0.08409163600680472,False
60,44,15,0.10033093884376375,False
60,44,20,0.10197418793636959,False
60,44,24,0.09705667710882852,False
60,44,28,0.10455747494073503,True
60,45,2,0.09028226218741625,False
60,45,3,0.08324023154686121,False
60,45,5,0.08151957862738281,False
60,45,8,0.07288356267391063,False
60,45,10,0.0762017901306546,False
60,45,15,0.08299837096592937,False
60,45,20,0.08431335450656018,False
60,45,24,0.09410675202942949,True
60,45,28,0.09005713095360537,False
60,46,2,0.10747951825993492,False
60,46,3,0.07873510469250185,False
60,46,5,0.09154899643328832,False
60,46,8,0.10452420025234363,False
60,46,10,0.11881542935534864,False
60,46,15,0.14363767657397802,False
60,46,20,0.15627764904534788,True
60,46,24,0.1497877769656866,False
60,46,28,0.15293073848297067,False
60,47,2,0.0604832134442219,False
60,47,3,0.0571528613047608,False
60,47,5,0.054639968197853925,False
60,47,8,0.07240616123378253,False
60,47,10,0.07773355921664105,False
60,47,15,0.0848325924628833,False
60,47,20,0.09487429617443073,True
60,47,24,0.0944684688828567,False
60,47,28,0.09141496140348394,False
60,48,2,0.06407094369290084,False
60,48,3,0.06101552440826316,False
60,48,5,0.06034796974921961,False
60,48,8,0.056092257558518946,False
60,48,10,0.06268172409744624,False
60,48,15,0.058651514926832723,False
60,48,20,0.06734423954103792,False
60,48,24,0.06404405073547723,False
60,48,28,0.07483543581711304,True
60,49,2,0.07230766957800767,False
60,49,3,0.0675238059517946,False
60,49,5,0.06751182420642622,False
60,49,8,0.0692337226119184,False
60,49,10,0.07516745645909169,False
60,49,15,0.07076769982637764,False
60,49,20,0.0753907739622632,False
60,49,24,0.08848660558483568,True
60,49,28,0.08440885615398662,False
80,0,2,0.0745321579648289,False
80,0,3,0.07115793584167125,False
80,0,5,0.06554392916530362,False
80,0,8,0.0693621957562697,False
80,0,10,0.07361847981861944,False
80,0,15,0.07200727644443275,False
80,0,20,0.0778703514571693,False
80,0,24,0.08111197417760482,False
80,0,28,0.08650330458872486,True
80,1,2,0.06316415267194961,False
80,1,3,0.06015141619266571,False
80,1,5,0.049360036465971646,False
80,1,8,0.055903144674286344,False
80,1,10,0.0656173349435423,False
80,1,15,0.0712791184065141,False
80,1,20,0.0780036615001625,False
80,1,24,0.09042732321437186,False
80,1,28,0.09057437795087098,True
80,2,2,0.06807366505826244,False
80,2,3,0.06474439436199377,False
80,2,5,0.059704775594829826,False
80,2,8,0.06134103585694243,False
80,2,10,0.062373831205776484,False
80,2,15,0.06590322398038324,False
80,2,20,0.07565381496192275,False
80,2,24,0.08121389993743612,False
80,2,28,0.08373650225507037,True
80,3,2,0.09874197328351493,False
80,3,3,0.08897465429259646,False
80,3,5,0.08931062866232427,False
80,3,8,0.10722578203794249,False
80,3,10,0.12593303334635714,False
80,3,15,0.1375786600333093,False
80,3,20,0.1469729599268431,True
80,3,24,0.14215014525327768,False
80,3,28,0.1451683189282807,False
80,4,2,0.06824364242213497,False
80,4,3,0.061871916347781594,False
80,4,5,0.053708420369420216,False
80,4,8,0.05127273363435965,False
80,4,10,0.056383663222462244,False
80,4,15,0.06333789331863456,False
80,4,20,0.0718736564603989,False
80,4,24,0.08508819944869941,True
80,4,28,0.08408276255889421,False
80,5,2,0.0656964549644239,False
80,5,3,0.059737515409021835,False
80,5,5,0.05524429155786494,False
80,5,8,0.05790401222506629,False
80,5,10,0.05916847964288319,False
80,5,15,0.07522801345024342,False
80,5,20,0.07611974078531464,False
80,5,24,0.07515576845056737,False
80,5,28,0.08091923360346516,True
80,6,2,0.06716928960705093,False
80,6,3,0.06504496436517644,False
80,6,5,0.0641899419593718,False
80,6,8,0.06364309392442638,False
80,6,10,0.05978247650969015,False
80,6,15,0.0672149767717399,False
80,6,20,0.08071255006807035,False
80,6,24,0.08541472295010097,False
80,6,28,0.0961787893368818,True
80,7,2,0.055644791691749365,False
80,7,3,0.05476444767016864,False
80,7,5,0.05410071057366637,False
80,7,8,0.05356821106371612,False
80,7,10,0.05368000160412989,False
80,7,15,0.06277480331111125,False
80,7,20,0.07271925525418699,False
80,7,24,0.07610465762588818,False
80,7,28,0.08316967560729047,True
80,8,2,0.05366213177397579,False
80,8,3,0.05160367406659509,False
80,8,5,0.050497046200301064,False
80,8,8,0.05559290071677077,False
80,8,10,0.05828996237462767,False
80,8,15,0.06622634435076283,False
80,8,20,0.07952236910968351,False
80,8,24,0.08380234288419576,False
80,8,28,0.0879410445668178,True
80,9,2,0.054662284368680605,False
80,9,3,0.04951886723344925,False
80,9,5,0.05376150740096521,False
80,9,8,0.06212464659904415,False
80,9,10,0.0608601154421526,False
80,9,15,0.06997263815433165,False
80,9,20,0.07127174692634938,False
80,9,24,0.07885009561960447,False
80,9,28,0.0934457429352916,True
80,10,2,0.07813165104431682,True
80,10,3,0.06510145490851152,False
80,10,5,0.06503097270123115,False
80,10,8,0.06775340257331408,False
80,10,10,0.0677895576306945,False
80,10,15,0.07005106527467536,False
80,10,20,0.07071076792970558,False
80,10,24,0.07119641417095487,False
80,10,28,0.07127199518523594,False
80,11,2,0.06582431265815858,False
80,11,3,0.06548035493260151,False
80,11,5,0.05272724942972244,False
80,11,8,0.06039008022627734,False
80,11,10,0.0687820950759376,False
80,11,15,0.07383273317311682,False
80,11,20,0.07203391763941014,False
80,11,24,0.07461954603535188,False
80,11,28,0.07694946918711407,True
80,12,2,0.0670744815953251,False
80,12,3,0.06383634815111405,False
80,12,5,0.057056512591798024,False
80,12,8,0.05588264158310913,False
80,12,10,0.05680520957016212,False
80,12,15,0.07273330402641201,False
80,12,20,0.08076071479390814,False
80,12,24,0.08172633793835918,False
80,12,28,0.08446987054607562,True
80,13,2,0.06675062409540129,False
80,13,3,0.058901841127601454,False
80,13,5,0.0559654419652156,False
80,13,8,0.06115396160479719,False
80,13,10,0.06416614905170026,False
80,13,15,0.06137503017612707,False
80,13,20,0.07421696004538872,False
80,13,24,0.07825097743678369,False
80,13,28,0.0848452057918204,True
80,14,2,0.05933223747868902,False
80,14,3,0.05143930308830687,False
80,14,5,0.05353486065043628,False
80,14,8,0.05174776256411484,False
80,14,10,0.05390220273713379,False
80,14,15,0.06109836441203435,False
80,14,20,0.05944092589576526,False
80,14,24,0.06419282242458678,False
80,14,28,0.06902188641743782,True
80,15,2,0.04889488756269919,False
80,15,3,0.04959226777840947,False
80,15,5,0.05026650317260931,False
80,15,8,0.05547556887909355,False
80,15,10,0.057044666734997564,False
80,15,15,0.06566413882518343,False
80,15,20,0.0737501410133377,False
80,15,24,0.08023787276247447,False
80,15,28,0.08482663222870576,True
80,16,2,0.06475535106144427,False
80,16,3,0.06169188153757542,False
80,16,5,0.059170869808168394,False
80,16,8,0.06328082207159712,False
80,16,10,0.0625752946711324,False
80,16,15,0.06532305311627946,False
80,16,20,0.07632426030472578,False
80,16,24,0.08122136104382408,False
80,16,28,0.08596685656302819,True
80,17,2,0.056239376966249345,False
80,17,3,0.05770414675361868,False
80,17,5,0.05287159543863362,False
80,17,8,0.06150117844553997,False
80,17,10,0.06204776139937287,False
80,17,15,0.06766440855361017,False
80,17,20,0.07949932882353924,False
80,17,24,0.08616379388396352,True
80,17,28,0.0858152854450708,False
80,18,2,0.06264496593299744,False
80,18,3,0.05801668030749905,False
80,18,5,0.0534380155194822,False
80,18,8,0.06732393712113817,False
80,18,10,0.07014486837298846,False
80,18,15,0.07373614922859996,False
80,18,20,0.073449924823042,False
80,18,24,0.08197516205175974,False
80,18,28,0.08441598571827483,True
80,19,2,0.05308659465429112,False
80,19,3,0.0551629750306379,False
80,19,5,0.05153486665687969,False
80,19,8,0.05624824632194405,False
80,19,10,0.06051808300104764,False
80,19,15,0.0658407063579583,False
80,19,20,0.0730404284078292,False
80,19,24,0.08141249951231593,False
80,19,28,0.08701147743625029,True
80,20,2,0.06121685674942699,False
80,20,3,0.057741736066057724,False
80,20,5,0.05411829019383994,False
80,20,8,0.06141620082164787,False
80,20,10,0.06349244776133198,False
80,20,15,0.06602533260764802,False
80,20,20,0.07305056804369765,False
80,20,24,0.07355057773208014,True
80,20,28,0.06855560760027928,False
80,21,2,0.07490575706409693,False
80,21,3,0.06133543243309374,False
80,21,5,0.061415802491670037,False
80,21,8,0.05680842024016106,False
80,21,10,0.053357462959670345,False
80,21,15,0.0657960785417595,False
80,21,20,0.06868468106060155,False
80,21,24,0.07525150874433406,False
80,21,28,0.08620408252396129,True
80,22,2,0.06531569833131468,False
80,22,3,0.06137461631903122,False
80,22,5,0.06092977233665122,False
80,22,8,0.062337563044251906,False
80,22,10,0.06223938748141219,False
80,22,15,0.07033816158579669,False
80,22,20,0.07908006560929444,False
80,22,24,0.0818343368607158,False
80,22,28,0.09189901738427848,True
80,23,2,0.06984492811260634,False
80,23,3,0.059569727169211426,False
80,23,5,0.05954462804923064,False
80,23,8,0.05802051782814506,False
80,23,10,0.06457834686318834,False
80,23,15,0.0689195157159424,False
80,23,20,0.07588557926718102,False
80,23,24,0.08567870455225861,True
80,23,28,0.07872748761481649,False
80,24,2,0.05771746594909975,False
80,24,3,0.05315767099575536,False
80,24,5,0.05805435390914419,False
80,24,8,0.059908045859370505,False
80,24,10,0.06098328277287775,False
80,24,15,0.0646091963590115,False
80,24,20,0.07429146134606593,False
80,24,24,0.08517076774853063,False
80,24,28,0.090422311311844,True
80,25,2,0.05192694537282618,False
80,25,3,0.05146259265605737,False
80,25,5,0.04611804115976011,False
80,25,8,0.05342189588286709,False
80,25,10,0.05346348345410425,False
80,25,15,0.06859993097323616,False
80,25,20,0.08331110501901302,False
80,25,24,0.08747926061960022,False
80,25,28,0.09075837137082524,True
80,26,2,0.09675864045071414,False
80,26,3,0.10136556269483532,False
80,26,5,0.09246440083464949,False
80,26,8,0.10658918824294586,False
80,26,10,0.11383796277839227,False
80,26,15,0.12516452355330057,False
80,26,20,0.134397129507221,False
80,26,24,0.13471783118636943,False
80,26,28,0.14607527953698204,True
80,27,2,0.05933698089750714,False
80,27,3,0.05505792447158105,False
80,27,5,0.04855863541144416,False
80,27,8,0.05444851576203284,False
80,27,10,0.0585005984727733,False
80,27,15,0.07002318289265197,False
80,27,20,0.07417831389712035,False
80,27,24,0.074989823972848,True
80,27,28,0.07401035638952942,False
80,28,2,0.061244279223625055,False
80,28,3,0.062373610824381254,False
80,28,5,0.059602022324017026,False
80,28,8,0.04900416288207169,False
80,28,10,0.056032384677103544,False
80,28,15,0.0711014995289452,False
80,28,20,0.07833610430406687,False
80,28,24,0.081052898889449,False
80,28,28,0.0813418024742593,True
80,29,2,0.055969044480616514,False
80,29,3,0.0525324305302858,False
80,29,5,0.04879549417331467,False
80,29,8,0.05745949735808635,False
80,29,10,0.06133887864078069,False
80,29,15,0.07091614926958276,False
80,29,20,0.07202163040653797,False
80,29,24,0.07111836040361626,False
80,29,28,0.07336981619938084,True
80,30,2,0.07453209524800553,False
80,30,3,0.06484886486452703,False
80,30,5,0.06259680326073658,False
80,30,8,0.06844653964876948,False
80,30,10,0.06685006745508941,False
80,30,15,0.0732921345692515,False
80,30,20,0.07428419856281164,False
80,30,24,0.07355865988802468,False
80,30,28,0.07506019410162168,True
80,31,2,0.059172771906257735,False
80,31,3,0.052851004837550994,False
80,31,5,0.048868423957376075,False
80,31,8,0.05330228328447809,False
80,31,10,0.05300690017298848,False
80,31,15,0.06564897905594291,False
80,31,20,0.07827073929419653,False
80,31,24,0.08106368254414012,False
80,31,28,0.08767614207169303,True
80,32,2,0.0768636036841734,False
80,32,3,0.07009328718703552,False
80,32,5,0.06757159651652245,False
80,32,8,0.07076784324870862,False
80,32,10,0.07208238653675221,False
80,32,15,0.08082611757092124,False
80,32,20,0.08974734642828505,False
80,32,24,0.09404570075922579,False
80,32,28,0.09423293717859355,True
80,33,2,0.06068037524245843,False
80,33,3,0.059371391892762505,False
80,33,5,0.057524225374069295,False
80,33,8,0.06317505155818275,False
80,33,10,0.06655587424328599,False
80,33,15,0.07275264527012094,False
80,33,20,0.07932150794964735,False
80,33,24,0.08557337057537459,True
80,33,28,0.0838901716514649,False
80,34,2,0.06508543964016007,False
80,34,3,0.05729527383458477,False
80,34,5,0.05003891542987223,False
80,34,8,0.05376771456709567,False
80,34,10,0.060111677025367086,False
80,34,15,0.06716611298113935,False
80,34,20,0.07557155160712498,False
80,34,24,0.07885438113635379,False
80,34,28,0.08774242839154521,True
80,35,2,0.06472893574885188,False
80,35,3,0.060246408110029195,False
80,35,5,0.05878541985273206,False
80,35,8,0.054722725218437275,False
80,35,10,0.053683338010782046,False
80,35,15,0.06309359005664525,False
80,35,20,0.07445451394393875,True
80,35,24,0.073759967347332,False
80,35,28,0.07238830561087685,False
80,36,2,0.06419139527374289,False
80,36,3,0.062512352330102,False
80,36,5,0.06102837568397568,False
80,36,8,0.06576364090512392,False
80,36,10,0.06945826574954066,False
80,36,15,0.0704449631130162,False
80,36,20,0.08095956503619545,False
80,36,24,0.08435478349233935,False
80,36,28,0.08445421399328974,True
80,37,2,0.06143092864897202,False
80,37,3,0.05905901350875846,False
80,37,5,0.054872140528262205,False
80,37,8,0.06093088183385,False
80,37,10,0.05953955526003245,False
80,37,15,0.06793275792154094,False
80,37,20,0.0704442846172906,False
80,37,24,0.06584858510889786,False
80,37,28,0.0714671589503609,True
80,38,2,0.05717722652319759,False
80,38,3,0.057722391266938435,False
80,38,5,0.05228233239905551,False
80,38,8,0.06377744213723567,False
80,38,10,0.07141874201530639,False
80,38,15,0.07649669052394363,False
80,38,20,0.08424789215412488,True
80,38,24,0.08208225522931328,False
80,38,28,0.08409520928898727,False
80,39,2,0.06859697247858328,False
80,39,3,0.05864909274523825,False
80,39,5,0.05338193314184632,False
80,39,8,0.05713956834663775,False
80,39,10,0.05703182455749482,False
80,39,15,0.06724692407875905,False
80,39,20,0.07541180876059937,False
80,39,24,0.08902496262904355,True
80,39,28,0.08586212276936839,False
80,40,2,0.08460352877486407,False
80,40,3,0.08760418106995133,False
80,40,5,0.07887596676597253,False
80,40,8,0.0947945170055989,False
80,40,10,0.09086087493676738,False
80,40,15,0.11113395711523806,False
80,40,20,0.10481032838947257,False
80,40,24,0.1246228330367194,False
80,40,28,0.14033426971134708,True
80,41,2,0.06776534956275074,False
80,41,3,0.06000852042367801,False
80,41,5,0.0596189953734951,False
80,41,8,0.06591820916236317,False
80,41,10,0.06621705959466663,False
80,41,15,0.07005807429341471,False
80,41,20,0.07928400000118216,False
80,41,24,0.08568692380566995,False
80,41,28,0.09122230126194064,True
80,42,2,0.05579676596905135,False
80,42,3,0.05486813144703369,False
80,42,5,0.05256556693018516,False
80,42,8,0.059202780394912224,False
80,42,10,0.06474776559743246,False
80,42,15,0.06790824953523,False
80,42,20,0.06914225376083868,False
80,42,24,0.07366682202379579,True
80,42,28,0.07104495850780608,False
80,43,2,0.11129433994326318,False
80,43,3,0.10597740765592345,False
80,43,5,0.09518938976000443,False
80,43,8,0.10933453855579951,False
80,43,10,0.11637865697006342,False
80,43,15,0.13063787354269366,False
80,43,20,0.15273687480853146,False
80,43,24,0.16254097670952777,False
80,43,28,0.17145057883848286,True
80,44,2,0.10174793900631036,False
80,44,3,0.09339108230326576,False
80,44,5,0.0926511033346527,False
80,44,8,0.09696380504525938,False
80,44,10,0.10985577586145631,False
80,44,15,0.11209601347406131,False
80,44,20,0.12368614693595541,False
80,44,24,0.1283580173437769,False
80,44,28,0.14936070627132722,True
80,45,2,0.07009422122250786,False
80,45,3,0.06152914741883594,False
80,45,5,0.06074311235726306,False
80,45,8,0.06459002537131579,False
80,45,10,0.06339129286319223,False
80,45,15,0.06666539344490716,False
80,45,20,0.08683412980286144,False
80,45,24,0.09261082588000247,False
80,45,28,0.09777140311937194,True
80,46,2,0.06446868277424181,False
80,46,3,0.06034024835144204,False
80,46,5,0.06208478316483553,False
80,46,8,0.06763224044080149,False
80,46,10,0.07024414710274636,False
80,46,15,0.07129780280076198,False
80,46,20,0.0723527572926356,False
80,46,24,0.07822215428583616,False
80,46,28,0.08678586130299508,True
80,47,2,0.05845384749934011,False
80,47,3,0.05934338053797439,False
80,47,5,0.05367012639900328,False
80,47,8,0.050907133500972,False
80,47,10,0.060965918872986434,False
80,47,15,0.07095592604413856,False
80,47,20,0.0706251949321994,False
80,47,24,0.07051375276211547,False
80,47,28,0.07658805625210421,True
80,48,2,0.06950732964155189,False
80,48,3,0.05952365682568774,False
80,48,5,0.059153908188445035,False
80,48,8,0.05778969822188133,False
80,48,10,0.061641303556875846,False
80,48,15,0.06910718684620738,False
80,48,20,0.07269049616131995,False
80,48,24,0.08339617237060885,True
80,48,28,0.08093549078838957,False
80,49,2,0.06738769411068757,False
80,49,3,0.06139460205569327,False
80,49,5,0.05719246648872824,False
80,49,8,0.065965420957558,False
80,49,10,0.06502288461712183,False
80,49,15,0.0752088190832904,False
80,49,20,0.08341064103922091,False
80,49,24,0.0874702677506872,False
80,49,28,0.08904106784680824,True
95,0,2,0.06282865861858128,False
95,0,3,0.05764108399314093,False
95,0,5,0.052045331239698345,False
95,0,8,0.049058563368260893,False
95,0,10,0.05741921375920046,False
95,0,15,0.06822007268988659,False
95,0,20,0.06988250346782814,False
95,0,24,0.07388632309546683,False
95,0,28,0.08225926170607877,True
95,1,2,0.06282865861858128,False
95,1,3,0.05764108399314093,False
95,1,5,0.052045331239698345,False
95,1,8,0.049058563368260893,False
95,1,10,0.05741921375920046,False
95,1,15,0.06822007268988659,False
95,1,20,0.06988250346782814,False
95,1,24,0.07388632309546683,False
95,1,28,0.08225926170607877,True
95,2,2,0.06282865861858128,False
95,2,3,0.05764108399314093,False
95,2,5,0.052045331239698345,False
95,2,8,0.049058563368260893,False
95,2,10,0.05741921375920046,False
95,2,15,0.06822007268988659,False
95,2,20,0.06988250346782814,False
95,2,24,0.07388632309546683,False
95,2,28,0.08225926170607877,True
95,3,2,0.06282865861858128,False
95,3,3,0.05764108399314093,False
95,3,5,0.052045331239698345,False
95,3,8,0.049058563368260893,False
95,3,10,0.05741921375920046,False
95,3,15,0.06822007268988659,False
95,3,20,0.06988250346782814,False
95,3,24,0.07388632309546683,False
95,3,28,0.08225926170607877,True
95,4,2,0.06282865861858128,False
95,4,3,0.05764108399314093,False
95,4,5,0.052045331239698345,False
95,4,8,0.049058563368260893,False
95,4,10,0.05741921375920046,False
95,4,15,0.06822007268988659,False
95,4,20,0.06988250346782814,False
95,4,24,0.07388632309546683,False
95,4,28,0.08225926170607877,True
95,5,2,0.06282865861858128,False
95,5,3,0.05764108399314093,False
95,5,5,0.052045331239698345,False
95,5,8,0.049058563368260893,False
95,5,10,0.05741921375920046,False
95,5,15,0.06822007268988659,False
95,5,20,0.06988250346782814,False
95,5,24,0.07388632309546683,False
95,5,28,0.08225926170607877,True
95,6,2,0.06282865861858128,False
95,6,3,0.05764108399314093,False
95,6,5,0.052045331239698345,False
95,6,8,0.049058563368260893,False
95,6,10,0.05741921375920046,False
95,6,15,0.06822007268988659,False
95,6,20,0.06988250346782814,False
95,6,24,0.07388632309546683,False
95,6,28,0.08225926170607877,True
95,7,2,0.06282865861858128,False
95,7,3,0.05764108399314093,False
95,7,5,0.052045331239698345,False
95,7,8,0.049058563368260893,False
95,7,10,0.05741921375920046,False
95,7,15,0.06822007268988659,False
95,7,20,0.06988250346782814,False
95,7,24,0.07388632309546683,False
95,7,28,0.08225926170607877,True
95,8,2,0.06282865861858128,False
95,8,3,0.05764108399314093,False
95,8,5,0.052045331239698345,False
95,8,8,0.049058563368260893,False
95,8,10,0.05741921375920046,False
95,8,15,0.06822007268988659,False
95,8,20,0.06988250346782814,False
95,8,24,0.07388632309546683,False
95,8,28,0.08225926170607877,True
95,9,2,0.06282865861858128,False
95,9,3,0.05764108399314093,False
95,9,5,0.052045331239698345,False
95,9,8,0.049058563368260893,False
95,9,10,0.05741921375920046,False
95,9,15,0.06822007268988659,False
95,9,20,0.06988250346782814,False
95,9,24,0.07388632309546683,False
95,9,28,0.08225926170607877,True
95,10,2,0.06282865861858128,False
95,10,3,0.05764108399314093,False
95,10,5,0.052045331239698345,False
95,10,8,0.049058563368260893,False
95,10,10,0.05741921375920046,False
95,10,15,0.06822007268988659,False
95,10,20,0.06988250346782814,False
95,10,24,0.07388632309546683,False
95,10,28,0.08225926170607877,True
95,11,2,0.06282865861858128,False
95,11,3,0.05764108399314093,False
95,11,5,0.052045331239698345,False
95,11,8,0.049058563368260893,False
95,11,10,0.05741921375920046,False
95,11,15,0.06822007268988659,False
95,11,20,0.06988250346782814,False
95,11,24,0.07388632309546683,False
95,11,28,0.08225926170607877,True
95,12,2,0.06282865861858128,False
95,12,3,0.05764108399314093,False
95,12,5,0.052045331239698345,False
95,12,8,0.049058563368260893,False
95,12,10,0.05741921375920046,False
95,12,15,0.06822007268988659,False
95,12,20,0.06988250346782814,False
95,12,24,0.07388632309546683,False
95,12,28,0.08225926170607877,True
95,13,2,0.06282865861858128,False
95,13,3,0.05764108399314093,False
95,13,5,0.052045331239698345,False
95,13,8,0.049058563368260893,False
95,13,10,0.05741921375920046,False
95,13,15,0.06822007268988659,False
95,13,20,0.06988250346782814,False
95,13,24,0.07388632309546683,False
95,13,28,0.08225926170607877,True
95,14,2,0.06282865861858128,False
95,14,3,0.05764108399314093,False
95,14,5,0.052045331239698345,False
95,14,8,0.049058563368260893,False
95,14,10,0.05741921375920046,False
95,14,15,0.06822007268988659,False
95,14,20,0.06988250346782814,False
95,14,24,0.07388632309546683,False
95,14,28,0.08225926170607877,True
95,15,2,0.06282865861858128,False
95,15,3,0.05764108399314093,False
95,15,5,0.052045331239698345,False
95,15,8,0.049058563368260893,False
95,15,10,0.05741921375920046,False
95,15,15,0.06822007268988659,False
95,15,20,0.06988250346782814,False
95,15,24,0.07388632309546683,False
95,15,28,0.08225926170607877,True
95,16,2,0.06282865861858128,False
95,16,3,0.05764108399314093,False
95,16,5,0.052045331239698345,False
95,16,8,0.049058563368260893,False
95,16,10,0.05741921375920046,False
95,16,15,0.06822007268988659,False
95,16,20,0.06988250346782814,False
95,16,24,0.07388632309546683,False
95,16,28,0.08225926170607877,True
95,17,2,0.06282865861858128,False
95,17,3,0.05764108399314093,False
95,17,5,0.052045331239698345,False
95,17,8,0.049058563368260893,False
95,17,10,0.05741921375920046,False
95,17,15,0.06822007268988659,False
95,17,20,0.06988250346782814,False
95,17,24,0.07388632309546683,False
95,17,28,0.08225926170607877,True
95,18,2,0.06282865861858128,False
95,18,3,0.05764108399314093,False
95,18,5,0.052045331239698345,False
95,18,8,0.049058563368260893,False
95,18,10,0.05741921375920046,False
95,18,15,0.06822007268988659,False
95,18,20,0.06988250346782814,False
95,18,24,0.07388632309546683,False
95,18,28,0.08225926170607877,True
95,19,2,0.06282865861858128,False
95,19,3,0.05764108399314093,False
95,19,5,0.052045331239698345,False
95,19,8,0.049058563368260893,False
95,19,10,0.05741921375920046,False
95,19,15,0.06822007268988659,False
95,19,20,0.06988250346782814,False
95,19,24,0.07388632309546683,False
95,19,28,0.08225926170607877,True
95,20,2,0.06282865861858128,False
95,20,3,0.05764108399314093,False
95,20,5,0.052045331239698345,False
95,20,8,0.049058563368260893,False
95,20,10,0.05741921375920046,False
95,20,15,0.06822007268988659,False
95,20,20,0.06988250346782814,False
95,20,24,0.07388632309546683,False
95,20,28,0.08225926170607877,True
95,21,2,0.06282865861858128,False
95,21,3,0.05764108399314093,False
95,21,5,0.052045331239698345,False
95,21,8,0.049058563368260893,False
95,21,10,0.05741921375920046,False
95,21,15,0.06822007268988659,False
95,21,20,0.06988250346782814,False
95,21,24,0.07388632309546683,False
95,21,28,0.08225926170607877,True
95,22,2,0.06282865861858128,False
95,22,3,0.05764108399314093,False
95,22,5,0.052045331239698345,False
95,22,8,0.049058563368260893,False
95,22,10,0.05741921375920046,False
95,22,15,0.06822007268988659,False
95,22,20,0.06988250346782814,False
95,22,24,0.07388632309546683,False
95,22,28,0.08225926170607877,True
95,23,2,0.06282865861858128,False
95,23,3,0.05764108399314093,False
95,23,5,0.052045331239698345,False
95,23,8,0.049058563368260893,False
95,23,10,0.05741921375920046,False
95,23,15,0.06822007268988659,False
95,23,20,0.06988250346782814,False
95,23,24,0.07388632309546683,False
95,23,28,0.08225926170607877,True
95,24,2,0.06282865861858128,False
95,24,3,0.05764108399314093,False
95,24,5,0.052045331239698345,False
95,24,8,0.049058563368260893,False
95,24,10,0.05741921375920046,False
95,24,15,0.06822007268988659,False
95,24,20,0.06988250346782814,False
95,24,24,0.07388632309546683,False
95,24,28,0.08225926170607877,True
95,25,2,0.06282865861858128,False
95,25,3,0.05764108399314093,False
95,25,5,0.052045331239698345,False
95,25,8,0.049058563368260893,False
95,25,10,0.05741921375920046,False
95,25,15,0.06822007268988659,False
95,25,20,0.06988250346782814,False
95,25,24,0.07388632309546683,False
95,25,28,0.08225926170607877,True
95,26,2,0.06282865861858128,False
95,26,3,0.05764108399314093,False
95,26,5,0.052045331239698345,False
95,26,8,0.049058563368260893,False
95,26,10,0.05741921375920046,False
95,26,15,0.06822007268988659,False
95,26,20,0.06988250346782814,False
95,26,24,0.07388632309546683,False
95,26,28,0.08225926170607877,True
95,27,2,0.06282865861858128,False
95,27,3,0.05764108399314093,False
95,27,5,0.052045331239698345,False
95,27,8,0.049058563368260893,False
95,27,10,0.05741921375920046,False
95,27,15,0.06822007268988659,False
95,27,20,0.06988250346782814,False
95,27,24,0.07388632309546683,False
95,27,28,0.08225926170607877,True
95,28,2,0.06282865861858128,False
95,28,3,0.05764108399314093,False
95,28,5,0.052045331239698345,False
95,28,8,0.049058563368260893,False
95,28,10,0.05741921375920046,False
95,28,15,0.06822007268988659,False
95,28,20,0.06988250346782814,False
95,28,24,0.07388632309546683,False
95,28,28,0.08225926170607877,True
95,29,2,0.06282865861858128,False
95,29,3,0.05764108399314093,False
95,29,5,0.052045331239698345,False
95,29,8,0.049058563368260893,False
95,29,10,0.05741921375920046,False
95,29,15,0.06822007268988659,False
95,29,20,0.06988250346782814,False
95,29,24,0.07388632309546683,False
95,29,28,0.08225926170607877,True
95,30,2,0.06282865861858128,False
95,30,3,0.05764108399314093,False
95,30,5,0.052045331239698345,False
95,30,8,0.049058563368260893,False
95,30,10,0.05741921375920046,False
95,30,15,0.06822007268988659,False
95,30,20,0.06988250346782814,False
95,30,24,0.07388632309546683,False
95,30,28,0.08225926170607877,True
95,31,2,0.06282865861858128,False
95,31,3,0.05764108399314093,False
95,31,5,0.052045331239698345,False
95,31,8,0.049058563368260893,False
95,31,10,0.05741921375920046,False
95,31,15,0.06822007268988659,False
95,31,20,0.06988250346782814,False
95,31,24,0.07388632309546683,False
95,31,28,0.08225926170607877,True
95,32,2,0.06282865861858128,False
