n_sub,rep,k,silhouette,is_best_k
60,11,28,0.07193661785192504,False
60,12,2,0.07986790460910424,False
60,12,3,0.09387040269992011,False
60,12,5,0.08945387621875558,False
60,12,8,0.10283207648178361,False
60,12,10,0.11274451274022157,False
60,12,15,0.13122736247148128,False
60,12,20,0.13789791748559616,False
60,12,24,0.14844663136580358,False
60,12,28,0.15969830785503378,True
60,13,2,0.08033924354095641,False
60,13,3,0.06970317798300367,False
60,13,5,0.06889814108491969,False
60,13,8,0.07554960479162921,False
60,13,10,0.07418984220653035,False
60,13,15,0.07424212487523772,False
60,13,20,0.08544207371937625,False
60,13,24,0.08819642158555115,True
60,13,28,0.0872120030255641,False
60,14,2,0.11222186619345428,False
60,14,3,0.10499133028033626,False
60,14,5,0.11310076311370588,False
60,14,8,0.11559287077603661,False
60,14,10,0.11402181296361143,False
60,14,15,0.14187320511062962,False
60,14,20,0.1606001535978355,False
60,14,24,0.16033221870525302,False
60,14,28,0.17880711925416387,True
60,15,2,0.07591747675893297,False
60,15,3,0.09084888265441728,False
60,15,5,0.097053999737768,False
60,15,8,0.10591980990435945,False
60,15,10,0.11661984785280458,False
60,15,15,0.12558030031163128,False
60,15,20,0.12658929328581686,False
60,15,24,0.13225949178838106,False
60,15,28,0.1624541583656124,True
60,16,2,0.08923128660903258,True
60,16,3,0.08227447803056852,False
60,16,5,0.07575726845867929,False
60,16,8,0.07372654904988106,False
60,16,10,0.06781083500449617,False
60,16,15,0.06961781365064995,False
60,16,20,0.07635962176629889,False
60,16,24,0.07839209768586848,False
60,16,28,0.08660981248717357,False
60,17,2,0.1195315883474088,False
60,17,3,0.11883726824474478,False
60,17,5,0.1301551883280122,False
60,17,8,0.15253160845143868,False
60,17,10,0.1573813802914718,False
60,17,15,0.17401543607118627,False
60,17,20,0.17764014806548287,False
60,17,24,0.19838847958930883,True
60,17,28,0.18525233178314934,False
60,18,2,0.06677351679393687,False
60,18,3,0.05547420402936363,False
60,18,5,0.0619005183851898,False
60,18,8,0.06269618810480099,False
60,18,10,0.06408873611680346,False
60,18,15,0.07013218093986257,False
60,18,20,0.06770924816348455,False
60,18,24,0.07058671078325778,True
60,18,28,0.0648558652463744,False
60,19,2,0.0590171391890082,False
60,19,3,0.052417418895342766,False
60,19,5,0.05810091829582514,False
60,19,8,0.05773037910900874,False
60,19,10,0.06606159105520218,False
60,19,15,0.07731919713033882,False
60,19,20,0.0835719905589191,True
60,19,24,0.08268955132790147,False
60,19,28,0.0788329242332901,False
60,20,2,0.07642510954488006,False
60,20,3,0.0715469948402264,False
60,20,5,0.07059788142271063,False
60,20,8,0.07474557965668138,False
60,20,10,0.07452653693298351,False
60,20,15,0.08244738187346225,False
60,20,20,0.08759898358360427,False
60,20,24,0.08900512347328833,True
60,20,28,0.08290431776633343,False
