ID	ID	Class	Mean	stdev	Predicted_0.36	Median	score_0	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11	score_12	score_13	score_14	score_15	score_16	score_17	score_18	score_19
TSs156A	0	0.17716925728641805	0.19280276141131333	0	0.11200502686020433	0.20064961580609766	0.12469402998299298	0.05039142474226322	0.09931602373741567	0.1452681521746366	0.09139326185963678	0.1974535682679558	0.011143259888403137	0.39855700317288834	0.04428092867109734	0.7666276913944841	0.1940365562432503	0.08383796797955768	0.014854302372894592	0.007290780276135521	0.033479976357768754	0.4238406512919301	0.4460627960669857	0.0736554227191996	0.13655173272276766
TSs361	0	0.16092924508307557	0.25956418767477607	0	0.014534812466520271	0.08246176716575915	0.3120915512970153	0.012188475668347899	0.009442632765605174	0.49581759668469233	0.016925225162743206	0.016237977117561798	0.29895105147336143	0.008722423184362366	0.014224222143470673	0.7014189774937534	0.014845402789569872	0.32443364804728364	0.009445095644531745	0.00540007629460101	0.01012617641904818	0.8716635118586121	0.009507839611393282	0.0034248322960087146	0.0012564185437890201
TSs368	0	0.3367051972629369	0.16792772532366473	0	0.2959740114733784	0.14900780750869652	0.4370739433730534	0.21297067573318962	0.3191512850676413	0.21611295265195488	0.1822125997886232	0.16010766661885656	0.27279673787911546	0.6187387724942076	0.5779532990127476	0.5598386937321069	0.1710111190598488	0.35899848336325296	0.21995111457976677	0.40540948614558964	0.19478701243949428	0.12669609049379355	0.5497548554374038	0.4566702597557067	0.5448610901236877
TSs49	0	0.16297812306148027	0.13638350837988514	0	0.11496160101984051	0.08356804466095538	0.10345402525384147	0.02616362387388615	0.1474832665313636	0.4420788309560154	0.032819292140908854	0.25770316948690625	0.006894962854340659	0.08426786839403906	0.0454719123639158	0.14628574050632254	0.212837158254993	0.08833449476352379	0.33262693719037717	0.09921043823916129	0.03710376397133876	0.1752228426377675	0.407478091447566	0.12646917678583958	0.4040888209165434
TSs138B	0	0.17984800472147458	0.1245024501415944	0	0.1600200310174147	0.13505742913263064	0.2893006349258343	0.24104305702661824	0.14621595009624613	0.2448166684027165	0.06673005493284852	0.2756801469534694	0.22772499453167303	0.3323119427299104	0.09115598224898878	0.3078942068394172	0.11279181104620441	0.18706576718690274	0.010933420768315253	0.09594461427777087	0.04107415533679645	0.5055751836911863	0.09726141323468492	0.17382411193858324	0.014558549128694765
TSs22B	0	0.08226638452835869	0.09690040353107585	0	0.05358288443625736	0.06915339628730521	0.010664384820457699	0.01477705433645804	0.009184514464322184	0.2323107728998937	0.01959458473776571	0.026575015048803968	0.013565386791675769	0.09239324856154624	0.06015302514147668	0.3323944992242798	0.2769044511592197	0.056304747614679025	0.03629539432142574	0.0034929070614061037	0.0014797289012636822	0.18762368365308812	0.05086102125783569	0.08624756719812464	0.06535230708614612
TSs287	0	0.7489005839935798	0.1127625685979383	1	0.7789149584794952	0.6256168847475679	0.5431122199810098	0.9217127707466783	0.5783224568638197	0.8212034994622583	0.7874137896767656	0.7914012246880082	0.8636078620835784	0.8389204929877034	0.6469281590071632	0.7704161272822249	0.6964865132632702	0.8657992726415078	0.8607514778351503	0.7497969425730419	0.6605577216198899	0.5665122533392032	0.8533086651273778	0.7305622612269541	0.8055810847184224
TSs383	0	0.9289354255297111	0.051811038702230174	1	0.943374224250429	0.8658435969239565	0.870324259081606	0.9589101434992243	0.9408972508324467	0.9345588805843751	0.9612312305269799	0.9323211416008784	0.9823807195774052	0.9861622076274638	0.91022081536744	0.7920669284999258	0.9080390561725132	0.9725893891031432	0.94785059613717	0.9891824983671949	0.9767147175751436	0.8881706429297208	0.9565969112589475	0.9458511976684114	0.858796327260276
TSs314A	0	0.44871182943402205	0.2234797838896523	1	0.38133016022198607	0.5738783799378837	0.09926242257247289	0.5654663589448689	0.21585497895238026	0.35606672804504513	0.5459966261003288	0.32753653659195164	0.3308287377713569	0.6987262507798387	0.6546509132548107	0.33365642066433243	0.7462859114727791	0.53679522273115	0.8670859397935677	0.11659646564806526	0.25135642865342284	0.27260240719860884	0.3036689046756994	0.40659359239892695	0.7713273624929512
TSs30	0	0.5593485592090318	0.18513388836354489	1	0.5522038258527302	0.3634310615852852	0.23961815923497773	0.8230177454149793	0.5650543530456368	0.4753412840232227	0.5383882327888609	0.46914153431066313	0.7984599215927812	0.5393532986598236	0.7413270662091125	0.7352183643557275	0.44913250428530344	0.7250119242733574	0.6971224405454625	0.7401644779368506	0.6811313887089336	0.6264920252746259	0.40983051256232766	0.18448213798122762	0.38525275139147613
