trait,model,boot_i,boot_j,spearman_full,jaccard_top_k
Insoluble_Oxalate,RandomForest,19,27,0.33120459639609656,0.0
Insoluble_Oxalate,RandomForest,19,28,0.32608479114726724,0.0
Insoluble_Oxalate,RandomForest,19,29,0.2455037760305606,0.1111111111111111
Insoluble_Oxalate,RandomForest,20,21,0.31538184960477866,0.0
Insoluble_Oxalate,RandomForest,20,22,0.288914723652731,0.0
Insoluble_Oxalate,RandomForest,20,23,0.30190794903022916,0.0
Insoluble_Oxalate,RandomForest,20,24,0.27008204773976496,0.0
Insoluble_Oxalate,RandomForest,20,25,0.2906663264207481,0.0
Insoluble_Oxalate,RandomForest,20,26,0.29177805525686934,0.0
Insoluble_Oxalate,RandomForest,20,27,0.2112682205185068,0.0
Insoluble_Oxalate,RandomForest,20,28,0.3778746869621027,0.1111111111111111
Insoluble_Oxalate,RandomForest,20,29,0.24825023176340136,0.0
Insoluble_Oxalate,RandomForest,21,22,0.26213862737339005,0.0
Insoluble_Oxalate,RandomForest,21,23,0.2259266914533488,0.1111111111111111
Insoluble_Oxalate,RandomForest,21,24,0.2316851177833491,0.0
Insoluble_Oxalate,RandomForest,21,25,0.264632700802188,0.1111111111111111
Insoluble_Oxalate,RandomForest,21,26,0.3617469633051768,0.1111111111111111
Insoluble_Oxalate,RandomForest,21,27,0.2345425263119626,0.0
Insoluble_Oxalate,RandomForest,21,28,0.3049981416979763,0.0
Insoluble_Oxalate,RandomForest,21,29,0.3286136144044275,0.1111111111111111
Insoluble_Oxalate,RandomForest,22,23,0.28020824168832814,0.0
Insoluble_Oxalate,RandomForest,22,24,0.3710097753118494,0.25
Insoluble_Oxalate,RandomForest,22,25,0.2981299133491524,0.0
Insoluble_Oxalate,RandomForest,22,26,0.2862222859212298,0.0
Insoluble_Oxalate,RandomForest,22,27,0.2379485827825311,0.0
Insoluble_Oxalate,RandomForest,22,28,0.4268305952858695,0.0
Insoluble_Oxalate,RandomForest,22,29,0.26147105369500073,0.1111111111111111
Insoluble_Oxalate,RandomForest,23,24,0.26418979569863904,0.0
Insoluble_Oxalate,RandomForest,23,25,0.2435508082704927,0.1111111111111111
Insoluble_Oxalate,RandomForest,23,26,0.21732872649681403,0.0
Insoluble_Oxalate,RandomForest,23,27,0.21824336066020755,0.0
Insoluble_Oxalate,RandomForest,23,28,0.38554807884569936,0.0
Insoluble_Oxalate,RandomForest,23,29,0.2630183606951643,0.1111111111111111
Insoluble_Oxalate,RandomForest,24,25,0.2423017468598331,0.1111111111111111
Insoluble_Oxalate,RandomForest,24,26,0.30586706638570743,0.0
Insoluble_Oxalate,RandomForest,24,27,0.22676011683951625,0.0
Insoluble_Oxalate,RandomForest,24,28,0.36611452118310495,0.0
Insoluble_Oxalate,RandomForest,24,29,0.17729390955144866,0.0
Insoluble_Oxalate,RandomForest,25,26,0.24688152870160757,0.0
Insoluble_Oxalate,RandomForest,25,27,0.2623355067123994,0.0
Insoluble_Oxalate,RandomForest,25,28,0.290695421641598,0.0
Insoluble_Oxalate,RandomForest,25,29,0.2977671319646126,0.1111111111111111
Insoluble_Oxalate,RandomForest,26,27,0.2397753565940358,0.0
Insoluble_Oxalate,RandomForest,26,28,0.3163455043493216,0.0
Insoluble_Oxalate,RandomForest,26,29,0.19040225736853805,0.0
Insoluble_Oxalate,RandomForest,27,28,0.2841028008764362,0.0
Insoluble_Oxalate,RandomForest,27,29,0.18440902779622717,0.0
Insoluble_Oxalate,RandomForest,28,29,0.29990515528497463,0.0
Seed_Length,RandomForest,0,1,0.287830272285292,0.0
Seed_Length,RandomForest,0,2,0.3906308634742277,0.0
Seed_Length,RandomForest,0,3,0.4027014677649618,0.42857142857142855
Seed_Length,RandomForest,0,4,0.34453110523526603,0.0
Seed_Length,RandomForest,0,5,0.2721140010263308,0.0
Seed_Length,RandomForest,0,6,0.3559092717944989,0.0
Seed_Length,RandomForest,0,7,0.2656306551318639,0.0
Seed_Length,RandomForest,0,8,0.30769668428021907,0.1111111111111111
Seed_Length,RandomForest,0,9,0.32693559983724124,0.1111111111111111
Seed_Length,RandomForest,0,10,0.2772769037807846,0.0
Seed_Length,RandomForest,0,11,0.43816226094811156,0.0
Seed_Length,RandomForest,0,12,0.3030720459080301,0.0
Seed_Length,RandomForest,0,13,0.3799553336344276,0.0
Seed_Length,RandomForest,0,14,0.3939076861553003,0.0
Seed_Length,RandomForest,0,15,0.3075990653957316,0.0
Seed_Length,RandomForest,0,16,0.26528541645401293,0.25
Seed_Length,RandomForest,0,17,0.3692110480180209,0.1111111111111111
Seed_Length,RandomForest,0,18,0.3140981138723854,0.0
Seed_Length,RandomForest,0,19,0.35104838436789065,0.0
Seed_Length,RandomForest,0,20,0.2897771240084511,0.0
Seed_Length,RandomForest,0,21,0.318201843200698,0.42857142857142855
Seed_Length,RandomForest,0,22,0.29777375417558644,0.0
Seed_Length,RandomForest,0,23,0.28779561474280907,0.0
Seed_Length,RandomForest,0,24,0.3462084010912106,0.0
Seed_Length,RandomForest,0,25,0.32804723638748323,0.0
Seed_Length,RandomForest,0,26,0.3278625136156628,0.0
Seed_Length,RandomForest,0,27,0.3050604150906988,0.0
Seed_Length,RandomForest,0,28,0.41541578843601995,0.0
Seed_Length,RandomForest,0,29,0.3763740878030228,0.0
Seed_Length,RandomForest,1,2,0.31275086028617005,0.0
Seed_Length,RandomForest,1,3,0.23132823989854145,0.0
Seed_Length,RandomForest,1,4,0.3100718012106229,0.0
Seed_Length,RandomForest,1,5,0.2590682957454811,0.1111111111111111
Seed_Length,RandomForest,1,6,0.3241015759911294,0.0
Seed_Length,RandomForest,1,7,0.3561509153780435,0.0
Seed_Length,RandomForest,1,8,0.3391988187407452,0.0
Seed_Length,RandomForest,1,9,0.34146523129498063,0.0
Seed_Length,RandomForest,1,10,0.30635434701448183,0.0
Seed_Length,RandomForest,1,11,0.3215498210912386,0.0
Seed_Length,RandomForest,1,12,0.33071331391601144,0.0
Seed_Length,RandomForest,1,13,0.38567529632856007,0.0
Seed_Length,RandomForest,1,14,0.3165494505494505,0.0
Seed_Length,RandomForest,1,15,0.25991719160086635,0.0
Seed_Length,RandomForest,1,16,0.3302594435720788,0.0
Seed_Length,RandomForest,1,17,0.35487044880301016,0.1111111111111111
Seed_Length,RandomForest,1,18,0.2758381389573653,0.0
Seed_Length,RandomForest,1,19,0.26980279905868404,0.0
Seed_Length,RandomForest,1,20,0.24914928639244707,0.0
Seed_Length,RandomForest,1,21,0.2957658119968846,0.0
Seed_Length,RandomForest,1,22,0.37779737936068253,0.25
Seed_Length,RandomForest,1,23,0.32798993804261645,0.0
Seed_Length,RandomForest,1,24,0.24056124356620603,0.0
Seed_Length,RandomForest,1,25,0.2900013786951056,0.0
Seed_Length,RandomForest,1,26,0.33264037451287737,0.0
Seed_Length,RandomForest,1,27,0.3288046909192093,0.0
Seed_Length,RandomForest,1,28,0.24374420311842376,0.0
Seed_Length,RandomForest,1,29,0.255679569444425,0.1111111111111111
Seed_Length,RandomForest,2,3,0.374852304839835,0.0
Seed_Length,RandomForest,2,4,0.267784241207323,0.0
Seed_Length,RandomForest,2,5,0.33794548701076244,0.0
Seed_Length,RandomForest,2,6,0.3404646985537684,0.1111111111111111
Seed_Length,RandomForest,2,7,0.2753008226027694,0.1111111111111111
Seed_Length,RandomForest,2,8,0.311495227002289,0.0
Seed_Length,RandomForest,2,9,0.3144124927115129,0.0
Seed_Length,RandomForest,2,10,0.27586081331825063,0.0
Seed_Length,RandomForest,2,11,0.3942581571628524,0.0
Seed_Length,RandomForest,2,12,0.29831413553999125,0.0
Seed_Length,RandomForest,2,13,0.3448497264282987,0.0
Seed_Length,RandomForest,2,14,0.28052328330786147,0.0
Seed_Length,RandomForest,2,15,0.22225124411153166,0.0
Seed_Length,RandomForest,2,16,0.29453809658975705,0.0
Seed_Length,RandomForest,2,17,0.3572185175811591,0.0
Seed_Length,RandomForest,2,18,0.29702156273552127,0.0
Seed_Length,RandomForest,2,19,0.32490144567228163,0.1111111111111111
Seed_Length,RandomForest,2,20,0.31910616092140454,0.0
Seed_Length,RandomForest,2,21,0.30449849196483625,0.0
Seed_Length,RandomForest,2,22,0.29482264192100044,0.0
Seed_Length,RandomForest,2,23,0.2975335340318162,0.1111111111111111
Seed_Length,RandomForest,2,24,0.2500567278503403,0.0
Seed_Length,RandomForest,2,25,0.349849943160288,0.0
Seed_Length,RandomForest,2,26,0.32298143515728445,0.0
Seed_Length,RandomForest,2,27,0.3036867202017984,0.0
Seed_Length,RandomForest,2,28,0.32596939464658,0.1111111111111111
Seed_Length,RandomForest,2,29,0.33232155756191895,0.0
Seed_Length,RandomForest,3,4,0.33018452981043633,0.0
Seed_Length,RandomForest,3,5,0.2895281982300687,0.0
Seed_Length,RandomForest,3,6,0.29255002384051876,0.0
Seed_Length,RandomForest,3,7,0.26930995610827646,0.0
Seed_Length,RandomForest,3,8,0.30786157957070287,0.0
Seed_Length,RandomForest,3,9,0.31323237724230213,0.0
Seed_Length,RandomForest,3,10,0.2341632313481149,0.0
Seed_Length,RandomForest,3,11,0.34689566522038845,0.0
Seed_Length,RandomForest,3,12,0.31299387976827847,0.0
Seed_Length,RandomForest,3,13,0.26201727983176004,0.0
Seed_Length,RandomForest,3,14,0.37685453368364674,0.0
Seed_Length,RandomForest,3,15,0.2770995135415545,0.0
Seed_Length,RandomForest,3,16,0.2590577723587012,0.25
Seed_Length,RandomForest,3,17,0.37122704983017996,0.1111111111111111
Seed_Length,RandomForest,3,18,0.31533675816485335,0.0
Seed_Length,RandomForest,3,19,0.32093096596748455,0.0
Seed_Length,RandomForest,3,20,0.2920919447011825,0.0
Seed_Length,RandomForest,3,21,0.31012002477736034,0.42857142857142855
Seed_Length,RandomForest,3,22,0.26449282057807316,0.0
Seed_Length,RandomForest,3,23,0.27953725063586365,0.0
Seed_Length,RandomForest,3,24,0.3027631482908235,0.0
Seed_Length,RandomForest,3,25,0.2799903239653844,0.0
Seed_Length,RandomForest,3,26,0.29044215563034753,0.0
Seed_Length,RandomForest,3,27,0.285861646687706,0.0
Seed_Length,RandomForest,3,28,0.35008470445447154,0.0
Seed_Length,RandomForest,3,29,0.3198903364099954,0.0
Seed_Length,RandomForest,4,5,0.32798552230311995,0.1111111111111111
Seed_Length,RandomForest,4,6,0.31690654936106005,0.1111111111111111
Seed_Length,RandomForest,4,7,0.2736506112541231,0.0
Seed_Length,RandomForest,4,8,0.3797784355865536,0.1111111111111111
Seed_Length,RandomForest,4,9,0.3856177994292258,0.1111111111111111
Seed_Length,RandomForest,4,10,0.2857707758585733,0.1111111111111111
Seed_Length,RandomForest,4,11,0.3467831072096246,0.1111111111111111
Seed_Length,RandomForest,4,12,0.29600743320809486,0.1111111111111111
Seed_Length,RandomForest,4,13,0.35041774182046476,0.0
Seed_Length,RandomForest,4,14,0.4633011386119924,0.25
Seed_Length,RandomForest,4,15,0.21473191651204118,0.0
Seed_Length,RandomForest,4,16,0.2578279875106443,0.1111111111111111
Seed_Length,RandomForest,4,17,0.31763563017971974,0.0
Seed_Length,RandomForest,4,18,0.32327940668569244,0.0
Seed_Length,RandomForest,4,19,0.35148076888120144,0.25
Seed_Length,RandomForest,4,20,0.3088231173331058,0.25
Seed_Length,RandomForest,4,21,0.2542503296423642,0.0
Seed_Length,RandomForest,4,22,0.2702442695362914,0.0
Seed_Length,RandomForest,4,23,0.3281348408557977,0.25
Seed_Length,RandomForest,4,24,0.3376302272609691,0.25
Seed_Length,RandomForest,4,25,0.26512082598658493,0.1111111111111111
Seed_Length,RandomForest,4,26,0.39005716131431867,0.1111111111111111
Seed_Length,RandomForest,4,27,0.27974021804636384,0.1111111111111111
Seed_Length,RandomForest,4,28,0.40356201401347086,0.1111111111111111
Seed_Length,RandomForest,4,29,0.316760435645281,0.1111111111111111
Seed_Length,RandomForest,5,6,0.3407548817132733,0.1111111111111111
Seed_Length,RandomForest,5,7,0.23508433670922538,0.0
Seed_Length,RandomForest,5,8,0.2739395695283212,0.0
Seed_Length,RandomForest,5,9,0.2678845196030588,0.0
Seed_Length,RandomForest,5,10,0.29338559976732764,0.1111111111111111
Seed_Length,RandomForest,5,11,0.26517186287436956,0.0
Seed_Length,RandomForest,5,12,0.28349769075561154,0.0
Seed_Length,RandomForest,5,13,0.288592287976688,0.0
Seed_Length,RandomForest,5,14,0.3030318791782082,0.0
Seed_Length,RandomForest,5,15,0.22608889926716622,0.0
Seed_Length,RandomForest,5,16,0.3293880523344831,0.1111111111111111
Seed_Length,RandomForest,5,17,0.2752588521034888,0.0
Seed_Length,RandomForest,5,18,0.2223391953510289,0.0
Seed_Length,RandomForest,5,19,0.2607078326940905,0.1111111111111111
Seed_Length,RandomForest,5,20,0.3539763104944425,0.1111111111111111
Seed_Length,RandomForest,5,21,0.28557985315359025,0.0
Seed_Length,RandomForest,5,22,0.3336989578686995,0.1111111111111111
Seed_Length,RandomForest,5,23,0.32748732677171405,0.1111111111111111
Seed_Length,RandomForest,5,24,0.2259917725740349,0.0
Seed_Length,RandomForest,5,25,0.2923252685728827,0.1111111111111111
Seed_Length,RandomForest,5,26,0.2875196044571283,0.0
Seed_Length,RandomForest,5,27,0.24896882275378265,0.0
Seed_Length,RandomForest,5,28,0.319184919928017,0.1111111111111111
Seed_Length,RandomForest,5,29,0.2878398420513193,0.0
Seed_Length,RandomForest,6,7,0.32638369392409344,0.1111111111111111
Seed_Length,RandomForest,6,8,0.27646840117510685,0.0
Seed_Length,RandomForest,6,9,0.32051783284790025,0.0
Seed_Length,RandomForest,6,10,0.2881274272234954,0.1111111111111111
Seed_Length,RandomForest,6,11,0.25823259117774955,0.0
Seed_Length,RandomForest,6,12,0.2695026350415076,0.1111111111111111
Seed_Length,RandomForest,6,13,0.2730856231184517,0.0
Seed_Length,RandomForest,6,14,0.29689434525266056,0.0
Seed_Length,RandomForest,6,15,0.2338918773045252,0.0
Seed_Length,RandomForest,6,16,0.2810867193628359,0.1111111111111111
Seed_Length,RandomForest,6,17,0.3078506646680714,0.0
Seed_Length,RandomForest,6,18,0.24063788838722033,0.0
Seed_Length,RandomForest,6,19,0.25139598612355957,0.1111111111111111
Seed_Length,RandomForest,6,20,0.3149428121185342,0.1111111111111111
Seed_Length,RandomForest,6,21,0.2623872147702151,0.0
Seed_Length,RandomForest,6,22,0.27006228457888976,0.0
Seed_Length,RandomForest,6,23,0.3406027302637558,0.1111111111111111
Seed_Length,RandomForest,6,24,0.21394479067185518,0.0
Seed_Length,RandomForest,6,25,0.24313703474283702,0.1111111111111111
Seed_Length,RandomForest,6,26,0.3374342679842107,0.0
Seed_Length,RandomForest,6,27,0.24012889540793853,0.0
Seed_Length,RandomForest,6,28,0.34553979269235663,0.25
Seed_Length,RandomForest,6,29,0.27871903284398514,0.0
Seed_Length,RandomForest,7,8,0.2911766281815906,0.0
Seed_Length,RandomForest,7,9,0.3375754569898863,0.0
Seed_Length,RandomForest,7,10,0.3168727895084938,0.0
Seed_Length,RandomForest,7,11,0.2651796736156069,0.0
Seed_Length,RandomForest,7,12,0.3072518188008708,0.0
Seed_Length,RandomForest,7,13,0.249594540591105,0.0
Seed_Length,RandomForest,7,14,0.2923193063457728,0.0
Seed_Length,RandomForest,7,15,0.23303060954823265,0.0
Seed_Length,RandomForest,7,16,0.2116945337395776,0.0
Seed_Length,RandomForest,7,17,0.24131264638148464,0.0
Seed_Length,RandomForest,7,18,0.29498333680570604,0.0
Seed_Length,RandomForest,7,19,0.23795207845977662,0.0
Seed_Length,RandomForest,7,20,0.18326959641707063,0.1111111111111111
Seed_Length,RandomForest,7,21,0.25181428445584186,0.0
Seed_Length,RandomForest,7,22,0.314511641304363,0.1111111111111111
Seed_Length,RandomForest,7,23,0.34526433612195156,0.0
Seed_Length,RandomForest,7,24,0.2841055275046877,0.0
Seed_Length,RandomForest,7,25,0.24635914308366272,0.1111111111111111
Seed_Length,RandomForest,7,26,0.3408360904904994,0.0
Seed_Length,RandomForest,7,27,0.3068075433918416,0.0
Seed_Length,RandomForest,7,28,0.23681564217688403,0.1111111111111111
Seed_Length,RandomForest,7,29,0.19748260061607814,0.0
Seed_Length,RandomForest,8,9,0.33072690790568376,0.25
Seed_Length,RandomForest,8,10,0.31632785817058623,0.0
Seed_Length,RandomForest,8,11,0.3959625654915132,0.1111111111111111
Seed_Length,RandomForest,8,12,0.3722687560562608,0.0
Seed_Length,RandomForest,8,13,0.3950865180118265,0.1111111111111111
Seed_Length,RandomForest,8,14,0.37203924946411265,0.0
Seed_Length,RandomForest,8,15,0.22915689578267512,0.0
Seed_Length,RandomForest,8,16,0.3467173493258236,0.0
Seed_Length,RandomForest,8,17,0.37120373785776506,0.0
Seed_Length,RandomForest,8,18,0.34990126249879394,0.0
Seed_Length,RandomForest,8,19,0.38106544886593235,0.0
Seed_Length,RandomForest,8,20,0.31160580785800274,0.0
Seed_Length,RandomForest,8,21,0.2986749761245244,0.0
Seed_Length,RandomForest,8,22,0.329099768026858,0.0
Seed_Length,RandomForest,8,23,0.3846925132381297,0.1111111111111111
Seed_Length,RandomForest,8,24,0.356785106737009,0.0
Seed_Length,RandomForest,8,25,0.3023912977212379,0.0
Seed_Length,RandomForest,8,26,0.39756775811032075,0.1111111111111111
Seed_Length,RandomForest,8,27,0.3197786033790615,0.0
Seed_Length,RandomForest,8,28,0.32754830816212666,0.0
Seed_Length,RandomForest,8,29,0.343330141546963,0.1111111111111111
Seed_Length,RandomForest,9,10,0.3845792057541643,0.0
Seed_Length,RandomForest,9,11,0.32465767392043,0.1111111111111111
Seed_Length,RandomForest,9,12,0.3846032252516538,0.0
Seed_Length,RandomForest,9,13,0.299748635637171,0.0
Seed_Length,RandomForest,9,14,0.3631143519923263,0.0
Seed_Length,RandomForest,9,15,0.3473569268242891,0.0
Seed_Length,RandomForest,9,16,0.27064108763103545,0.0
Seed_Length,RandomForest,9,17,0.3544924318587634,0.0
Seed_Length,RandomForest,9,18,0.2773494292957329,0.0
Seed_Length,RandomForest,9,19,0.3007810377686952,0.0
Seed_Length,RandomForest,9,20,0.24860562188797333,0.0
Seed_Length,RandomForest,9,21,0.27250216941729855,0.0
Seed_Length,RandomForest,9,22,0.2585986668885256,0.0
Seed_Length,RandomForest,9,23,0.3786700150593775,0.1111111111111111
Seed_Length,RandomForest,9,24,0.281822908990742,0.0
Seed_Length,RandomForest,9,25,0.28457966159047715,0.0
Seed_Length,RandomForest,9,26,0.3490452466479951,0.0
Seed_Length,RandomForest,9,27,0.3270154271228199,0.1111111111111111
Seed_Length,RandomForest,9,28,0.3512687882164915,0.0
Seed_Length,RandomForest,9,29,0.28818597562254517,0.1111111111111111
Seed_Length,RandomForest,10,11,0.2728564660940281,0.0
Seed_Length,RandomForest,10,12,0.37424180857951056,0.0
Seed_Length,RandomForest,10,13,0.274191842767234,0.0
Seed_Length,RandomForest,10,14,0.3483199271780516,0.0
Seed_Length,RandomForest,10,15,0.3054683941837523,0.1111111111111111
Seed_Length,RandomForest,10,16,0.2967663950758492,0.1111111111111111
Seed_Length,RandomForest,10,17,0.24340594740543844,0.0
Seed_Length,RandomForest,10,18,0.2781278606874738,0.0
Seed_Length,RandomForest,10,19,0.24886882121568468,0.1111111111111111
Seed_Length,RandomForest,10,20,0.23790309143712884,0.1111111111111111
Seed_Length,RandomForest,10,21,0.2625313597205695,0.0
Seed_Length,RandomForest,10,22,0.27788399105665934,0.0
Seed_Length,RandomForest,10,23,0.3699046015696989,0.1111111111111111
Seed_Length,RandomForest,10,24,0.2799238138118402,0.0
Seed_Length,RandomForest,10,25,0.3290517094560866,0.1111111111111111
Seed_Length,RandomForest,10,26,0.2654028320578772,0.0
Seed_Length,RandomForest,10,27,0.31814014030250193,0.0
Seed_Length,RandomForest,10,28,0.29093033954212216,0.1111111111111111
Seed_Length,RandomForest,10,29,0.23760459415886312,0.0
Seed_Length,RandomForest,11,12,0.30083506975274366,0.0
Seed_Length,RandomForest,11,13,0.3354446795093188,0.0
Seed_Length,RandomForest,11,14,0.3544890536362733,0.0
Seed_Length,RandomForest,11,15,0.2533326108933692,0.0
Seed_Length,RandomForest,11,16,0.32351193354298075,0.0
Seed_Length,RandomForest,11,17,0.34670330229638024,0.0
Seed_Length,RandomForest,11,18,0.23725734197091872,0.0
Seed_Length,RandomForest,11,19,0.3656911639067129,0.0
Seed_Length,RandomForest,11,20,0.2816027372551103,0.0
Seed_Length,RandomForest,11,21,0.30098885438267037,0.1111111111111111
Seed_Length,RandomForest,11,22,0.3233088654569759,0.0
Seed_Length,RandomForest,11,23,0.3289523595122271,0.1111111111111111
Seed_Length,RandomForest,11,24,0.3430167610732568,0.0
Seed_Length,RandomForest,11,25,0.35462947918603854,0.0
Seed_Length,RandomForest,11,26,0.33619387585312,0.0
Seed_Length,RandomForest,11,27,0.30570266049003797,0.1111111111111111
Seed_Length,RandomForest,11,28,0.33875952397265535,0.0
Seed_Length,RandomForest,11,29,0.3316443833555425,0.1111111111111111
Seed_Length,RandomForest,12,13,0.3344726351393866,0.25
Seed_Length,RandomForest,12,14,0.3576506476091664,0.0
Seed_Length,RandomForest,12,15,0.33049219974579436,0.0
Seed_Length,RandomForest,12,16,0.2858967041356658,0.0
Seed_Length,RandomForest,12,17,0.34924054594088944,0.0
Seed_Length,RandomForest,12,18,0.315599238781323,0.0
Seed_Length,RandomForest,12,19,0.293167777126805,0.1111111111111111
Seed_Length,RandomForest,12,20,0.28210818421939426,0.1111111111111111
Seed_Length,RandomForest,12,21,0.335473330080023,0.0
Seed_Length,RandomForest,12,22,0.31785450711649976,0.0
Seed_Length,RandomForest,12,23,0.33944027775253116,0.0
Seed_Length,RandomForest,12,24,0.31910949439922587,0.0
Seed_Length,RandomForest,12,25,0.2686887490928717,0.0
Seed_Length,RandomForest,12,26,0.33903486029176316,0.0
Seed_Length,RandomForest,12,27,0.34861464353180854,0.1111111111111111
Seed_Length,RandomForest,12,28,0.326675943727986,0.0
Seed_Length,RandomForest,12,29,0.2696481419077169,0.0
Seed_Length,RandomForest,13,14,0.3909772179722555,0.0
Seed_Length,RandomForest,13,15,0.2995858964804123,0.1111111111111111
Seed_Length,RandomForest,13,16,0.35369532795744774,0.0
Seed_Length,RandomForest,13,17,0.3774406720649245,0.0
Seed_Length,RandomForest,13,18,0.2791437855947335,0.0
Seed_Length,RandomForest,13,19,0.29517958971935304,0.0
Seed_Length,RandomForest,13,20,0.25463056424425556,0.0
Seed_Length,RandomForest,13,21,0.3161136710343988,0.0
Seed_Length,RandomForest,13,22,0.2872634971594127,0.0
Seed_Length,RandomForest,13,23,0.292307916031036,0.0
Seed_Length,RandomForest,13,24,0.3185854280596614,0.0
Seed_Length,RandomForest,13,25,0.3536355770454256,0.0
Seed_Length,RandomForest,13,26,0.40982277196019395,0.0
Seed_Length,RandomForest,13,27,0.3432076837782398,0.0
Seed_Length,RandomForest,13,28,0.3315712118394393,0.0
Seed_Length,RandomForest,13,29,0.3535721654601919,0.0
Seed_Length,RandomForest,14,15,0.314300471636774,0.0
Seed_Length,RandomForest,14,16,0.32282324597402845,0.0
Seed_Length,RandomForest,14,17,0.36083457756138754,0.0
Seed_Length,RandomForest,14,18,0.31417336042250144,0.0
Seed_Length,RandomForest,14,19,0.34752040426808206,0.0
Seed_Length,RandomForest,14,20,0.2952595064942692,0.0
Seed_Length,RandomForest,14,21,0.3097666062147548,0.0
Seed_Length,RandomForest,14,22,0.3167078746422174,0.0
Seed_Length,RandomForest,14,23,0.3224384586020926,0.0
Seed_Length,RandomForest,14,24,0.324307105033915,0.25
Seed_Length,RandomForest,14,25,0.331265387621667,0.0
Seed_Length,RandomForest,14,26,0.3489238152101112,0.1111111111111111
Seed_Length,RandomForest,14,27,0.33246511244195426,0.0
Seed_Length,RandomForest,14,28,0.3956762163908111,0.0
Seed_Length,RandomForest,14,29,0.3587250705777235,0.0
Seed_Length,RandomForest,15,16,0.2647370369800704,0.0
Seed_Length,RandomForest,15,17,0.30800066557694755,0.0
Seed_Length,RandomForest,15,18,0.22329201349611066,0.0
Seed_Length,RandomForest,15,19,0.18245612994970417,0.0
Seed_Length,RandomForest,15,20,0.1711669185884735,0.0
Seed_Length,RandomForest,15,21,0.272881123203047,0.0
Seed_Length,RandomForest,15,22,0.23435348847615034,0.0
Seed_Length,RandomForest,15,23,0.2920976132914038,0.0
Seed_Length,RandomForest,15,24,0.2391946658761775,0.0
Seed_Length,RandomForest,15,25,0.2828629177159524,0.0
Seed_Length,RandomForest,15,26,0.2930409567528794,0.1111111111111111
Seed_Length,RandomForest,15,27,0.34282297470947426,0.0
Seed_Length,RandomForest,15,28,0.24656947938179646,0.0
Seed_Length,RandomForest,15,29,0.24419712823122927,0.0
Seed_Length,RandomForest,16,17,0.30024064521812327,0.1111111111111111
Seed_Length,RandomForest,16,18,0.28996731122294167,0.0
Seed_Length,RandomForest,16,19,0.27904531096845636,0.1111111111111111
Seed_Length,RandomForest,16,20,0.2582354604296327,0.1111111111111111
Seed_Length,RandomForest,16,21,0.2849064654648062,0.25
Seed_Length,RandomForest,16,22,0.2923843147563722,0.0
Seed_Length,RandomForest,16,23,0.31704244730965686,0.1111111111111111
Seed_Length,RandomForest,16,24,0.2730391166283773,0.0
Seed_Length,RandomForest,16,25,0.32731995654174045,0.1111111111111111
Seed_Length,RandomForest,16,26,0.26593970935541106,0.0
Seed_Length,RandomForest,16,27,0.24761770993988833,0.0
Seed_Length,RandomForest,16,28,0.24516713951527538,0.1111111111111111
Seed_Length,RandomForest,16,29,0.3259034521910205,0.0
Seed_Length,RandomForest,17,18,0.2658117675682251,0.0
Seed_Length,RandomForest,17,19,0.2945273914277604,0.0
Seed_Length,RandomForest,17,20,0.2763145298523845,0.0
Seed_Length,RandomForest,17,21,0.34384552462424967,0.1111111111111111
Seed_Length,RandomForest,17,22,0.2864715109295845,0.0
Seed_Length,RandomForest,17,23,0.30497946079877614,0.0
Seed_Length,RandomForest,17,24,0.29218009729168903,0.0
Seed_Length,RandomForest,17,25,0.2793988246134829,0.0
Seed_Length,RandomForest,17,26,0.33978370986438167,0.0
Seed_Length,RandomForest,17,27,0.34961510635947585,0.0
Seed_Length,RandomForest,17,28,0.3133275323734669,0.0
Seed_Length,RandomForest,17,29,0.358976647477729,0.25
Seed_Length,RandomForest,18,19,0.3139262412101195,0.0
Seed_Length,RandomForest,18,20,0.20625311779453526,0.0
Seed_Length,RandomForest,18,21,0.27377363951737277,0.0
Seed_Length,RandomForest,18,22,0.23103464216150307,0.0
Seed_Length,RandomForest,18,23,0.3116439554846477,0.0
Seed_Length,RandomForest,18,24,0.2805750472965131,0.0
Seed_Length,RandomForest,18,25,0.2867764066954803,0.0
Seed_Length,RandomForest,18,26,0.30933801381211995,0.0
Seed_Length,RandomForest,18,27,0.34680689179760305,0.0
Seed_Length,RandomForest,18,28,0.31436691746985673,0.0
Seed_Length,RandomForest,18,29,0.25886446140702407,0.0
Seed_Length,RandomForest,19,20,0.31928549755372504,0.25
Seed_Length,RandomForest,19,21,0.2757458083334149,0.0
Seed_Length,RandomForest,19,22,0.2513338945060538,0.0
Seed_Length,RandomForest,19,23,0.2952405906855582,0.1111111111111111
Seed_Length,RandomForest,19,24,0.309784666281676,0.0
Seed_Length,RandomForest,19,25,0.3265217312271644,0.25
Seed_Length,RandomForest,19,26,0.34434780310667823,0.0
Seed_Length,RandomForest,19,27,0.3090010277291102,0.1111111111111111
Seed_Length,RandomForest,19,28,0.41080242851689597,0.25
Seed_Length,RandomForest,19,29,0.35134142000002794,0.1111111111111111
Seed_Length,RandomForest,20,21,0.21498587047257361,0.0
Seed_Length,RandomForest,20,22,0.26597185280681906,0.1111111111111111
Seed_Length,RandomForest,20,23,0.27242340202106075,0.1111111111111111
Seed_Length,RandomForest,20,24,0.1783255370408952,0.0
