trait,model,rep,fold,thr_train_fold,n_pos_train,n_pos_test,n_test,auc,pr_auc,mcc,topk,p_pos_class
Phenol,LogReg,0,0,271.87928676181446,13,3,16,0.30769230769230765,0.22123015873015872,0.0,0.2,3.0
Phenol,RandomForest,0,0,271.87928676181446,13,3,16,0.3589743589743589,0.28044871794871795,0.0,0.2,3.0
Phenol,MLP,0,0,271.87928676181446,13,3,16,0.2564102564102564,0.19027777777777777,0.0,0.2,3.0
Phenol,XGBoost,0,0,271.87928676181446,13,3,16,0.3589743589743589,0.28095238095238095,0.0,0.2,3.0
Phenol,LightGBM,0,0,271.87928676181446,13,3,16,0.46153846153846145,0.2569444444444444,0.1794871794871795,0.2,3.0
Phenol,LogReg,0,1,271.87928676181446,13,3,16,0.2564102564102564,0.1655677655677656,-0.12403473458920847,0.0,3.0
Phenol,RandomForest,0,1,271.87928676181446,13,3,16,0.28205128205128205,0.21805555555555556,0.0,0.2,3.0
Phenol,MLP,0,1,271.87928676181446,13,3,16,0.3333333333333333,0.22489316239316237,-0.12403473458920847,0.2,3.0
Phenol,XGBoost,0,1,271.87928676181446,13,3,16,0.2564102564102564,0.19027777777777777,-0.12403473458920847,0.2,3.0
Phenol,LightGBM,0,1,271.87928676181446,13,3,16,0.23076923076923075,0.1736111111111111,-0.12403473458920847,0.2,3.0
Phenol,LogReg,0,2,271.87928676181446,13,3,16,0.3589743589743589,0.28044871794871795,0.09245003270420485,0.2,3.0
Phenol,RandomForest,0,2,271.87928676181446,13,3,16,0.43589743589743585,0.22142857142857142,0.0,0.2,3.0
Phenol,MLP,0,2,271.87928676181446,13,3,16,0.4615384615384615,0.21296296296296297,-0.12403473458920847,0.0,3.0
Phenol,XGBoost,0,2,271.87928676181446,13,3,16,0.48717948717948717,0.4699074074074074,0.30261376633440124,0.2,3.0
Phenol,LightGBM,0,2,271.87928676181446,13,3,16,0.358974358974359,0.44345238095238093,0.30261376633440124,0.2,3.0
Phenol,LogReg,0,3,256.67359988567335,13,5,16,0.2545454545454545,0.2544047619047619,-0.2548235957188128,0.0,5.0
Phenol,RandomForest,0,3,256.67359988567335,13,5,16,0.3090909090909091,0.2758333333333333,0.0,0.2,5.0
Phenol,MLP,0,3,256.67359988567335,13,5,16,0.23636363636363636,0.24884920634920635,-0.17407765595569785,0.0,5.0
Phenol,XGBoost,0,3,256.67359988567335,13,5,16,0.21818181818181817,0.24643162393162396,0.0,0.2,5.0
Phenol,LightGBM,0,3,256.67359988567335,13,5,16,0.34545454545454546,0.3032967032967033,-0.2548235957188128,0.2,5.0
Phenol,LogReg,0,4,270.4806389173449,13,3,15,0.3611111111111111,0.19914529914529916,-0.06804138174397717,0.0,3.0
Phenol,RandomForest,0,4,270.4806389173449,13,3,15,0.19444444444444445,0.16536796536796539,-0.1336306209562122,0.0,3.0
Phenol,MLP,0,4,270.4806389173449,13,3,15,0.16666666666666669,0.15974765974765975,-0.19611613513818402,0.0,3.0
Phenol,XGBoost,0,4,270.4806389173449,13,3,15,0.11111111111111112,0.1512820512820513,-0.30151134457776363,0.0,3.0
Phenol,LightGBM,0,4,270.4806389173449,13,3,15,0.16666666666666666,0.15925925925925927,-0.30151134457776363,0.0,3.0
Phenol,LogReg,1,0,271.8409976863829,13,3,16,0.5641025641025641,0.29365079365079366,-0.12403473458920847,0.2,3.0
Phenol,RandomForest,1,0,271.8409976863829,13,3,16,0.3846153846153845,0.19120879120879122,0.0,0.0,3.0
Phenol,MLP,1,0,271.8409976863829,13,3,16,0.6923076923076923,0.34444444444444444,-0.12403473458920847,0.4,3.0
Phenol,XGBoost,1,0,271.8409976863829,13,3,16,0.358974358974359,0.19212962962962962,0.0,0.0,3.0
Phenol,LightGBM,1,0,271.8409976863829,13,3,16,0.48717948717948717,0.22222222222222224,0.0,0.0,3.0
Phenol,LogReg,1,1,271.87928676181446,13,3,16,0.6153846153846153,0.5333333333333333,0.30261376633440124,0.4,3.0
Phenol,RandomForest,1,1,271.87928676181446,13,3,16,0.6153846153846153,0.5054945054945055,0.53748384988657,0.2,3.0
Phenol,MLP,1,1,271.87928676181446,13,3,16,0.6923076923076923,0.626984126984127,0.30261376633440124,0.4,3.0
Phenol,XGBoost,1,1,271.87928676181446,13,3,16,0.5641025641025641,0.4843304843304843,0.53748384988657,0.2,3.0
Phenol,LightGBM,1,1,271.87928676181446,13,3,16,0.7179487179487178,0.5396825396825397,0.30261376633440124,0.2,3.0
Phenol,LogReg,1,2,295.30582709653237,13,2,16,0.4642857142857143,0.3125,-0.047619047619047616,0.2,2.0
Phenol,RandomForest,1,2,295.30582709653237,13,2,16,0.42857142857142855,0.19166666666666665,-0.09759000729485333,0.2,2.0
Phenol,MLP,1,2,295.30582709653237,13,2,16,0.6071428571428572,0.3333333333333333,0.15289415743128767,0.2,2.0
Phenol,XGBoost,1,2,295.30582709653237,13,2,16,0.4285714285714286,0.22916666666666666,0.15289415743128767,0.2,2.0
Phenol,LightGBM,1,2,295.30582709653237,13,2,16,0.5714285714285714,0.3269230769230769,0.2182178902359924,0.2,2.0
Phenol,LogReg,1,3,267.64505415297407,13,4,16,0.08333333333333334,0.17726023976023977,-0.2773500981126145,0.0,4.0
Phenol,RandomForest,1,3,267.64505415297407,13,4,16,0.04166666666666666,0.17094155844155845,-0.14907119849998599,0.0,4.0
Phenol,MLP,1,3,267.64505415297407,13,4,16,0.16666666666666666,0.18898809523809523,-0.14907119849998599,0.0,4.0
Phenol,XGBoost,1,3,267.64505415297407,13,4,16,0.08333333333333334,0.17599206349206348,-0.2182178902359924,0.0,4.0
Phenol,LightGBM,1,3,267.64505415297407,13,4,16,0.10416666666666666,0.1794642857142857,-0.3892494720807615,0.0,4.0
Phenol,LogReg,1,4,270.4806389173449,13,3,15,0.4722222222222222,0.23164983164983166,-0.30151134457776363,0.2,3.0
Phenol,RandomForest,1,4,270.4806389173449,13,3,15,0.3333333333333333,0.19312169312169314,0.0,0.0,3.0
Phenol,MLP,1,4,270.4806389173449,13,3,15,0.3055555555555555,0.18716931216931215,-0.19611613513818402,0.0,3.0
Phenol,XGBoost,1,4,270.4806389173449,13,3,15,0.3055555555555556,0.18703703703703706,-0.1336306209562122,0.0,3.0
Phenol,LightGBM,1,4,270.4806389173449,13,3,15,0.41666666666666663,0.2272727272727273,-0.19611613513818402,0.2,3.0
Phenol,LogReg,2,0,271.8409976863829,13,3,16,0.641025641025641,0.35,0.1794871794871795,0.2,3.0
Phenol,RandomForest,2,0,271.8409976863829,13,3,16,0.5641025641025641,0.27609427609427606,0.0,0.2,3.0
Phenol,MLP,2,0,271.8409976863829,13,3,16,0.7435897435897436,0.5909090909090908,0.30261376633440124,0.4,3.0
Phenol,XGBoost,2,0,271.8409976863829,13,3,16,0.7692307692307692,0.4206349206349206,0.30261376633440124,0.2,3.0
Phenol,LightGBM,2,0,271.8409976863829,13,3,16,0.5641025641025641,0.32407407407407407,0.09245003270420485,0.2,3.0
Phenol,LogReg,2,1,271.87928676181446,13,3,16,0.5128205128205128,0.47916666666666663,0.09245003270420485,0.2,3.0
Phenol,RandomForest,2,1,271.87928676181446,13,3,16,0.5641025641025641,0.5069444444444444,0.53748384988657,0.2,3.0
Phenol,MLP,2,1,271.87928676181446,13,3,16,0.641025641025641,0.5213675213675213,0.30261376633440124,0.2,3.0
Phenol,XGBoost,2,1,271.87928676181446,13,3,16,0.5897435897435896,0.5291666666666667,0.53748384988657,0.4,3.0
Phenol,LightGBM,2,1,271.87928676181446,13,3,16,0.6923076923076923,0.5499999999999999,0.09245003270420485,0.4,3.0
Phenol,LogReg,2,2,271.87928676181446,13,3,16,0.2564102564102564,0.1638888888888889,-0.32387513781564786,0.0,3.0
Phenol,RandomForest,2,2,271.87928676181446,13,3,16,0.3589743589743589,0.20643939393939392,0.0,0.2,3.0
Phenol,MLP,2,2,271.87928676181446,13,3,16,0.41025641025641024,0.2383838383838384,-0.12403473458920847,0.2,3.0
Phenol,XGBoost,2,2,271.87928676181446,13,3,16,0.41025641025641024,0.2383838383838384,-0.12403473458920847,0.2,3.0
Phenol,LightGBM,2,2,271.87928676181446,13,3,16,0.5384615384615384,0.28888888888888886,0.2219167619785609,0.2,3.0
Phenol,LogReg,2,3,256.7310334988207,13,5,16,0.32727272727272727,0.29916666666666664,-0.0778498944161523,0.2,5.0
Phenol,RandomForest,2,3,256.7310334988207,13,5,16,0.18181818181818182,0.23517316017316017,0.0,0.0,5.0
Phenol,MLP,2,3,256.7310334988207,13,5,16,0.38181818181818183,0.3125,0.0,0.4,5.0
Phenol,XGBoost,2,3,256.7310334988207,13,5,16,0.34545454545454546,0.275974025974026,-0.2548235957188128,0.0,5.0
Phenol,LightGBM,2,3,256.7310334988207,13,5,16,0.21818181818181817,0.24314019314019314,-0.3892494720807615,0.0,5.0
Phenol,LogReg,2,4,286.0983324738237,13,2,15,0.15384615384615385,0.11666666666666667,-0.23652495839563303,0.0,2.0
Phenol,RandomForest,2,4,286.0983324738237,13,2,15,0.4230769230769231,0.1625,-0.10482848367219183,0.0,2.0
Phenol,MLP,2,4,286.0983324738237,13,2,15,0.3846153846153846,0.15476190476190477,-0.2773500981126146,0.0,2.0
Phenol,XGBoost,2,4,286.0983324738237,13,2,15,0.4615384615384615,0.17142857142857143,-0.23652495839563303,0.0,2.0
Phenol,LightGBM,2,4,286.0983324738237,13,2,15,0.1923076923076923,0.12237762237762238,-0.23652495839563303,0.0,2.0
Phenol,LogReg,3,0,295.2675380211008,13,2,16,0.39285714285714285,0.16666666666666669,-0.18156825980064073,0.2,2.0
Phenol,RandomForest,3,0,295.2675380211008,13,2,16,0.2142857142857143,0.11805555555555555,-0.09759000729485333,0.0,2.0
Phenol,MLP,3,0,295.2675380211008,13,2,16,0.42857142857142855,0.19166666666666665,-0.14285714285714285,0.2,2.0
Phenol,XGBoost,3,0,295.2675380211008,13,2,16,0.3571428571428571,0.15,-0.09759000729485333,0.0,2.0
Phenol,LightGBM,3,0,295.2675380211008,13,2,16,0.39285714285714285,0.16666666666666669,-0.2182178902359924,0.2,2.0
Phenol,LogReg,3,1,271.87928676181446,13,3,16,0.641025641025641,0.5074074074074074,-0.041344911529736156,0.2,3.0
Phenol,RandomForest,3,1,271.87928676181446,13,3,16,0.4102564102564102,0.45138888888888884,0.30261376633440124,0.2,3.0
Phenol,MLP,3,1,271.87928676181446,13,3,16,0.641025641025641,0.5075757575757576,0.021591675854376522,0.2,3.0
Phenol,XGBoost,3,1,271.87928676181446,13,3,16,0.5641025641025641,0.4880952380952381,0.021591675854376522,0.2,3.0
Phenol,LightGBM,3,1,271.87928676181446,13,3,16,0.43589743589743585,0.29365079365079366,0.09245003270420485,0.2,3.0
Phenol,LogReg,3,2,271.87928676181446,13,3,16,0.23076923076923075,0.16140109890109888,-0.3721042037676254,0.0,3.0
Phenol,RandomForest,3,2,271.87928676181446,13,3,16,0.23076923076923073,0.1597222222222222,0.0,0.0,3.0
Phenol,MLP,3,2,271.87928676181446,13,3,16,0.4358974358974359,0.29393939393939394,0.021591675854376522,0.2,3.0
Phenol,XGBoost,3,2,271.87928676181446,13,3,16,0.20512820512820512,0.16249999999999998,-0.23076923076923078,0.0,3.0
Phenol,LightGBM,3,2,271.87928676181446,13,3,16,0.2564102564102564,0.17678571428571427,-0.18156825980064073,0.2,3.0
Phenol,LogReg,3,3,267.64505415297407,13,4,16,0.375,0.26607142857142857,0.09245003270420485,0.2,4.0
Phenol,RandomForest,3,3,267.64505415297407,13,4,16,0.3333333333333333,0.2263888888888889,0.0,0.0,4.0
Phenol,MLP,3,3,267.64505415297407,13,4,16,0.375,0.24162087912087912,-0.3333333333333333,0.2,4.0
Phenol,XGBoost,3,3,267.64505415297407,13,4,16,0.2916666666666667,0.22023809523809523,-0.14907119849998599,0.0,4.0
Phenol,LightGBM,3,3,267.64505415297407,13,4,16,0.14583333333333331,0.18875291375291375,-0.2182178902359924,0.0,4.0
Phenol,LogReg,3,4,270.4806389173449,13,3,15,0.1388888888888889,0.154985754985755,-0.19611613513818402,0.0,3.0
Phenol,RandomForest,3,4,270.4806389173449,13,3,15,0.36111111111111105,0.20740740740740743,0.0,0.2,3.0
Phenol,MLP,3,4,270.4806389173449,13,3,15,0.27777777777777773,0.18888888888888888,-0.1336306209562122,0.2,3.0
Phenol,XGBoost,3,4,270.4806389173449,13,3,15,0.5,0.24831649831649832,-0.1336306209562122,0.2,3.0
Phenol,LightGBM,3,4,270.4806389173449,13,3,15,0.5,0.48333333333333334,0.5345224838248488,0.2,3.0
Phenol,LogReg,4,0,295.30582709653237,13,2,16,0.3214285714285714,0.14583333333333331,-0.2548235957188128,0.0,2.0
Phenol,RandomForest,4,0,295.30582709653237,13,2,16,0.35714285714285715,0.1388888888888889,-0.09759000729485333,0.0,2.0
Phenol,MLP,4,0,295.30582709653237,13,2,16,0.4642857142857143,0.23333333333333334,-0.14285714285714285,0.2,2.0
Phenol,XGBoost,4,0,295.30582709653237,13,2,16,0.32142857142857145,0.13247863247863248,-0.18156825980064073,0.0,2.0
Phenol,LightGBM,4,0,295.30582709653237,13,2,16,0.6071428571428572,0.225,0.2182178902359924,0.2,2.0
Phenol,LogReg,4,1,271.87928676181446,13,3,16,0.3846153846153846,0.2106060606060606,0.021591675854376522,0.2,3.0
Phenol,RandomForest,4,1,271.87928676181446,13,3,16,0.3846153846153846,0.1987012987012987,0.0,0.2,3.0
Phenol,MLP,4,1,271.87928676181446,13,3,16,0.23076923076923073,0.1597222222222222,-0.32387513781564786,0.0,3.0
Phenol,XGBoost,4,1,271.87928676181446,13,3,16,0.4358974358974358,0.2102564102564103,-0.18156825980064073,0.2,3.0
Phenol,LightGBM,4,1,271.87928676181446,13,3,16,0.5897435897435896,0.28968253968253965,0.021591675854376522,0.2,3.0
Phenol,LogReg,4,2,260.9269770322295,13,5,16,0.23636363636363636,0.2501010101010101,-0.2548235957188128,0.0,5.0
Phenol,RandomForest,4,2,260.9269770322295,13,5,16,0.3090909090909091,0.26737179487179485,0.0,0.0,5.0
Phenol,MLP,4,2,260.9269770322295,13,5,16,0.34545454545454546,0.2782051282051282,-0.2548235957188128,0.0,5.0
Phenol,XGBoost,4,2,260.9269770322295,13,5,16,0.45454545454545453,0.3520238095238095,-0.2548235957188128,0.4,5.0
Phenol,LightGBM,4,2,260.9269770322295,13,5,16,0.32727272727272727,0.28969502719502715,-0.0778498944161523,0.2,5.0
Phenol,LogReg,4,3,267.64505415297407,13,4,16,0.2708333333333333,0.21564685314685317,-0.0778498944161523,0.2,4.0
Phenol,RandomForest,4,3,267.64505415297407,13,4,16,0.1875,0.19277597402597402,-0.14907119849998599,0.0,4.0
Phenol,MLP,4,3,267.64505415297407,13,4,16,0.375,0.24305555555555552,-0.2182178902359924,0.2,4.0
Phenol,XGBoost,4,3,267.64505415297407,13,4,16,0.2708333333333333,0.21329365079365079,-0.14907119849998599,0.0,4.0
Phenol,LightGBM,4,3,267.64505415297407,13,4,16,0.2916666666666667,0.2285714285714286,-0.14907119849998599,0.2,4.0
Phenol,LogReg,4,4,270.4806389173449,13,3,15,0.6944444444444444,0.7380952380952381,0.35355339059327373,0.4,3.0
Phenol,RandomForest,4,4,270.4806389173449,13,3,15,0.638888888888889,0.5714285714285714,0.5345224838248488,0.4,3.0
Phenol,MLP,4,4,270.4806389173449,13,3,15,0.7222222222222222,0.7435897435897436,0.5833333333333334,0.4,3.0
Phenol,XGBoost,4,4,270.4806389173449,13,3,15,0.6666666666666666,0.7333333333333334,0.5833333333333334,0.4,3.0
Phenol,LightGBM,4,4,270.4806389173449,13,3,15,0.7222222222222222,0.6388888888888888,0.294174202707276,0.4,3.0
Flavonoid,LogReg,0,0,162.73498789578457,13,3,16,0.3076923076923076,0.19761904761904764,-0.041344911529736156,0.2,3.0
Flavonoid,RandomForest,0,0,162.73498789578457,13,3,16,0.3846153846153846,0.2847222222222222,0.0,0.2,3.0
Flavonoid,MLP,0,0,162.73498789578457,13,3,16,0.3076923076923076,0.19761904761904764,-0.18156825980064073,0.2,3.0
Flavonoid,XGBoost,0,0,162.73498789578457,13,3,16,0.282051282051282,0.1736111111111111,-0.2773500981126145,0.0,3.0
Flavonoid,LightGBM,0,0,162.73498789578457,13,3,16,0.23076923076923075,0.1603174603174603,-0.32387513781564786,0.0,3.0
Flavonoid,LogReg,0,1,162.8412459820631,13,3,16,0.0769230769230769,0.13724747474747473,-0.23076923076923078,0.0,3.0
Flavonoid,RandomForest,0,1,162.8412459820631,13,3,16,0.1282051282051282,0.1440850815850816,0.0,0.0,3.0
Flavonoid,MLP,0,1,162.8412459820631,13,3,16,0.28205128205128205,0.17086247086247086,-0.12403473458920847,0.0,3.0
Flavonoid,XGBoost,0,1,162.8412459820631,13,3,16,0.1282051282051282,0.1439814814814815,-0.18156825980064073,0.0,3.0
Flavonoid,LightGBM,0,1,162.8412459820631,13,3,16,0.15384615384615385,0.14711538461538462,-0.2773500981126145,0.0,3.0
Flavonoid,LogReg,0,2,162.73498789578457,13,3,16,0.3846153846153846,0.2,-0.2773500981126145,0.2,3.0
Flavonoid,RandomForest,0,2,162.73498789578457,13,3,16,0.20512820512820512,0.15643939393939393,-0.12403473458920847,0.0,3.0
Flavonoid,MLP,0,2,162.73498789578457,13,3,16,0.41025641025641024,0.20555555555555557,-0.2773500981126145,0.0,3.0
Flavonoid,XGBoost,0,2,162.73498789578457,13,3,16,0.20512820512820512,0.15643939393939393,-0.2773500981126145,0.0,3.0
Flavonoid,LightGBM,0,2,162.73498789578457,13,3,16,0.15384615384615385,0.14861111111111108,-0.32387513781564786,0.0,3.0
Flavonoid,LogReg,0,3,160.1212830479078,13,5,16,0.32727272727272727,0.27190476190476187,-0.17407765595569785,0.0,5.0
Flavonoid,RandomForest,0,3,160.1212830479078,13,5,16,0.49090909090909085,0.5196428571428572,0.0,0.4,5.0
Flavonoid,MLP,0,3,160.1212830479078,13,5,16,0.3090909090909091,0.27296703296703295,-0.17407765595569785,0.2,5.0
Flavonoid,XGBoost,0,3,160.1212830479078,13,5,16,0.41818181818181815,0.34296703296703296,0.0,0.2,5.0
Flavonoid,LightGBM,0,3,160.1212830479078,13,5,16,0.5272727272727273,0.3763170163170163,-0.17407765595569785,0.4,5.0
Flavonoid,LogReg,0,4,162.15711339220752,13,3,15,0.5833333333333334,0.4,0.294174202707276,0.4,3.0
Flavonoid,RandomForest,0,4,162.15711339220752,13,3,15,0.4444444444444444,0.2550505050505051,0.0,0.2,3.0
Flavonoid,MLP,0,4,162.15711339220752,13,3,15,0.5833333333333334,0.3055555555555556,-0.1336306209562122,0.2,3.0
Flavonoid,XGBoost,0,4,162.15711339220752,13,3,15,0.05555555555555558,0.14572649572649574,0.0,0.0,3.0
Flavonoid,LightGBM,0,4,162.15711339220752,13,3,15,0.05555555555555558,0.14572649572649574,-0.1336306209562122,0.0,3.0
Flavonoid,LogReg,1,0,162.88753404707975,13,3,16,0.2051282051282051,0.15555555555555556,-0.4236592728681617,0.0,3.0
Flavonoid,RandomForest,1,0,162.88753404707975,13,3,16,0.33333333333333326,0.18062678062678064,0.0,0.0,3.0
Flavonoid,MLP,1,0,162.88753404707975,13,3,16,0.2051282051282051,0.1572871572871573,-0.18156825980064073,0.0,3.0
Flavonoid,XGBoost,1,0,162.88753404707975,13,3,16,0.3846153846153846,0.1962962962962963,-0.18156825980064073,0.0,3.0
Flavonoid,LightGBM,1,0,162.88753404707975,13,3,16,0.30769230769230765,0.17513227513227514,-0.12403473458920847,0.0,3.0
Flavonoid,LogReg,1,1,162.73498789578457,13,3,16,0.41025641025641024,0.19907407407407407,-0.32387513781564786,0.0,3.0
Flavonoid,RandomForest,1,1,162.73498789578457,13,3,16,0.2564102564102564,0.16581196581196583,0.0,0.0,3.0
Flavonoid,MLP,1,1,162.73498789578457,13,3,16,0.30769230769230765,0.17414529914529916,-0.18156825980064073,0.0,3.0
Flavonoid,XGBoost,1,1,162.73498789578457,13,3,16,0.2051282051282051,0.1572871572871573,-0.12403473458920847,0.0,3.0
Flavonoid,LightGBM,1,1,162.73498789578457,13,3,16,0.41025641025641024,0.20105820105820105,-0.18156825980064073,0.0,3.0
Flavonoid,LogReg,1,2,162.73498789578457,13,3,16,0.28205128205128205,0.21805555555555556,0.021591675854376522,0.2,3.0
Flavonoid,RandomForest,1,2,162.73498789578457,13,3,16,0.2564102564102564,0.19027777777777777,0.0,0.2,3.0
Flavonoid,MLP,1,2,162.73498789578457,13,3,16,0.30769230769230765,0.22123015873015872,0.09245003270420485,0.2,3.0
Flavonoid,XGBoost,1,2,162.73498789578457,13,3,16,0.20512820512820512,0.16249999999999998,-0.23076923076923078,0.0,3.0
Flavonoid,LightGBM,1,2,162.73498789578457,13,3,16,0.07692307692307687,0.13992673992673993,-0.2773500981126145,0.0,3.0
Flavonoid,LogReg,1,3,161.0082244482206,13,4,16,0.41666666666666663,0.2826923076923077,0.14907119849998599,0.4,4.0
Flavonoid,RandomForest,1,3,161.0082244482206,13,4,16,0.29166666666666663,0.22852564102564102,0.0,0.2,4.0
Flavonoid,MLP,1,3,161.0082244482206,13,4,16,0.43749999999999994,0.303525641025641,-0.2182178902359924,0.4,4.0
Flavonoid,XGBoost,1,3,161.0082244482206,13,4,16,0.41666666666666663,0.2701923076923077,-0.14907119849998599,0.2,4.0
Flavonoid,LightGBM,1,3,161.0082244482206,13,4,16,0.29166666666666663,0.2148351648351648,-0.3333333333333333,0.0,4.0
Flavonoid,LogReg,1,4,162.15711339220752,13,3,15,0.5555555555555556,0.33333333333333337,0.294174202707276,0.2,3.0
Flavonoid,RandomForest,1,4,162.15711339220752,13,3,15,0.4722222222222222,0.23333333333333334,0.0,0.2,3.0
Flavonoid,MLP,1,4,162.15711339220752,13,3,15,0.6388888888888888,0.46031746031746035,-0.1336306209562122,0.4,3.0
Flavonoid,XGBoost,1,4,162.15711339220752,13,3,15,0.4722222222222222,0.31666666666666665,-0.1336306209562122,0.2,3.0
Flavonoid,LightGBM,1,4,162.15711339220752,13,3,15,0.38888888888888884,0.20655270655270655,-0.19611613513818402,0.0,3.0
Flavonoid,LogReg,2,0,162.83928596401535,13,3,16,0.43589743589743585,0.21666666666666667,-0.18156825980064073,0.2,3.0
Flavonoid,RandomForest,2,0,162.83928596401535,13,3,16,0.23076923076923073,0.1619047619047619,0.0,0.0,3.0
Flavonoid,MLP,2,0,162.83928596401535,13,3,16,0.15384615384615385,0.14861111111111108,0.0,0.0,3.0
Flavonoid,XGBoost,2,0,162.83928596401535,13,3,16,0.20512820512820512,0.15544871794871795,0.0,0.0,3.0
Flavonoid,LightGBM,2,0,162.83928596401535,13,3,16,0.2564102564102564,0.16536796536796539,-0.18156825980064073,0.0,3.0
Flavonoid,LogReg,2,1,162.73498789578457,13,3,16,0.2051282051282051,0.15595238095238095,-0.2773500981126145,0.0,3.0
Flavonoid,RandomForest,2,1,162.73498789578457,13,3,16,0.3846153846153846,0.21031746031746035,0.0,0.2,3.0
Flavonoid,MLP,2,1,162.73498789578457,13,3,16,0.3333333333333333,0.18282828282828284,-0.23076923076923078,0.0,3.0
Flavonoid,XGBoost,2,1,162.73498789578457,13,3,16,0.2564102564102564,0.17678571428571427,-0.18156825980064073,0.2,3.0
Flavonoid,LightGBM,2,1,162.73498789578457,13,3,16,0.2564102564102564,0.16567460317460317,-0.3721042037676254,0.0,3.0
Flavonoid,LogReg,2,2,162.73498789578457,13,3,16,0.2051282051282051,0.15773809523809523,-0.16012815380508713,0.0,3.0
Flavonoid,RandomForest,2,2,162.73498789578457,13,3,16,0.15384615384615385,0.14861111111111108,0.0,0.0,3.0
Flavonoid,MLP,2,2,162.73498789578457,13,3,16,0.3333333333333333,0.2013888888888889,-0.041344911529736156,0.2,3.0
Flavonoid,XGBoost,2,2,162.73498789578457,13,3,16,0.1282051282051282,0.1440850815850816,-0.2773500981126145,0.0,3.0
Flavonoid,LightGBM,2,2,162.73498789578457,13,3,16,0.28205128205128205,0.1735042735042735,-0.041344911529736156,0.0,3.0
Flavonoid,LogReg,2,3,161.0082244482206,13,4,16,0.3541666666666667,0.25769230769230766,0.09245003270420485,0.2,4.0
Flavonoid,RandomForest,2,3,161.0082244482206,13,4,16,0.5,0.3541208791208791,0.0,0.4,4.0
Flavonoid,MLP,2,3,161.0082244482206,13,4,16,0.3958333333333333,0.4245754245754246,0.4472135954999579,0.2,4.0
Flavonoid,XGBoost,2,3,161.0082244482206,13,4,16,0.3958333333333333,0.24516594516594514,0.0,0.2,4.0
Flavonoid,LightGBM,2,3,161.0082244482206,13,4,16,0.2708333333333333,0.21666666666666665,-0.2773500981126145,0.0,4.0
Flavonoid,LogReg,2,4,162.16005341927917,13,3,15,0.25,0.17500000000000002,-0.19611613513818402,0.0,3.0
Flavonoid,RandomForest,2,4,162.16005341927917,13,3,15,0.3888888888888889,0.21031746031746032,0.0,0.0,3.0
Flavonoid,MLP,2,4,162.16005341927917,13,3,15,0.3333333333333333,0.19312169312169314,-0.30151134457776363,0.0,3.0
Flavonoid,XGBoost,2,4,162.16005341927917,13,3,15,0.5277777777777778,0.2611111111111111,-0.1336306209562122,0.2,3.0
Flavonoid,LightGBM,2,4,162.16005341927917,13,3,15,0.2222222222222222,0.16865079365079363,-0.19611613513818402,0.0,3.0
Flavonoid,LogReg,3,0,162.73498789578457,13,3,16,0.3589743589743589,0.22916666666666666,0.09245003270420485,0.2,3.0
Flavonoid,RandomForest,3,0,162.73498789578457,13,3,16,0.4358974358974359,0.29393939393939394,0.0,0.2,3.0
Flavonoid,MLP,3,0,162.73498789578457,13,3,16,0.4615384615384615,0.30000000000000004,0.1794871794871795,0.2,3.0
Flavonoid,XGBoost,3,0,162.73498789578457,13,3,16,0.3846153846153846,0.4476190476190476,0.30261376633440124,0.2,3.0
Flavonoid,LightGBM,3,0,162.73498789578457,13,3,16,0.3846153846153846,0.2125,0.021591675854376522,0.2,3.0
Flavonoid,LogReg,3,1,162.73498789578457,13,3,16,0.3846153846153846,0.19461279461279463,-0.2773500981126145,0.0,3.0
Flavonoid,RandomForest,3,1,162.73498789578457,13,3,16,0.3589743589743589,0.18571428571428572,0.0,0.0,3.0
Flavonoid,MLP,3,1,162.73498789578457,13,3,16,0.33333333333333326,0.18062678062678064,-0.32387513781564786,0.0,3.0
Flavonoid,XGBoost,3,1,162.73498789578457,13,3,16,0.282051282051282,0.16951566951566954,-0.18156825980064073,0.0,3.0
Flavonoid,LightGBM,3,1,162.73498789578457,13,3,16,0.5128205128205128,0.2611111111111111,-0.18156825980064073,0.2,3.0
Flavonoid,LogReg,3,2,162.83928596401535,13,3,16,0.3333333333333333,0.1841931216931217,-0.23076923076923078,0.0,3.0
Flavonoid,RandomForest,3,2,162.83928596401535,13,3,16,0.28205128205128205,0.17083333333333334,0.0,0.0,3.0
Flavonoid,MLP,3,2,162.83928596401535,13,3,16,0.5641025641025641,0.2574074074074074,-0.18156825980064073,0.2,3.0
Flavonoid,XGBoost,3,2,162.83928596401535,13,3,16,0.1538461538461538,0.14835858585858586,-0.12403473458920847,0.0,3.0
Flavonoid,LightGBM,3,2,162.83928596401535,13,3,16,0.20512820512820512,0.16249999999999998,-0.23076923076923078,0.0,3.0
Flavonoid,LogReg,3,3,161.0082244482206,13,4,16,0.39583333333333337,0.425,0.0,0.2,4.0
Flavonoid,RandomForest,3,3,161.0082244482206,13,4,16,0.6041666666666667,0.4015151515151515,0.0,0.4,4.0
Flavonoid,MLP,3,3,161.0082244482206,13,4,16,0.375,0.2708333333333333,0.0,0.2,4.0
Flavonoid,XGBoost,3,3,161.0082244482206,13,4,16,0.39583333333333337,0.4257478632478633,0.2182178902359924,0.2,4.0
Flavonoid,LightGBM,3,3,161.0082244482206,13,4,16,0.3958333333333333,0.43392857142857144,0.4472135954999579,0.2,4.0
