mutation_per_site,n_estimation,theta_per_site_median,theta_per_site_2.5%,theta_per_site_97.5%,year,Ne_median,Ne_2.5%,Ne_97.5%,Ne_12.5%,Ne_87.5%
4.4110793800293135e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0063015419714704,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.5526640181797467e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065038057402567,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.5526640181797467e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065038057402567,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.5630287149568536e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065186124499383,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.5630287149568536e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065186124499383,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.597453176932978e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065677902527613,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.597453176932978e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0065677902527613,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.6206555984869255e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.006600936569267,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.6206555984869255e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.006600936569267,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.7731759563026766e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0068188227947181,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.7731759563026766e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0068188227947181,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.830908103096866e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0069012972901383,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
4.830908103096866e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0069012972901383,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.015157788443728e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0071645111263481,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.015157788443728e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0071645111263481,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.0350689427549706e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0071929556325071,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.0350689427549706e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0071929556325071,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.061487553974285e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0072306965056775,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.061487553974285e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0072306965056775,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.1547079345229644e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0073638684778899,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.1547079345229644e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0073638684778899,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.290376985254421e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075576814075063,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.290376985254421e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075576814075063,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.2919663454147847e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075599519220211,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.2919663454147847e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075599519220211,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.300439565031512e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075720565214735,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.300439565031512e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0075720565214735,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.396366673166599e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0077090952473808,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.396366673166599e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0077090952473808,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.458769278076833e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.007798241825824,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.458769278076833e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.007798241825824,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.4667740336819975e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078096771909742,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.4667740336819975e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078096771909742,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.521242709368805e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078874895848125,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.521242709368805e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078874895848125,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.5273041742884806e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078961488204121,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.5273041742884806e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0078961488204121,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.53557999732297e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079079714247471,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.53557999732297e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079079714247471,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.560269714766815e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079432424496668,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.560269714766815e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079432424496668,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.5616454359707366e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079452077656724,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.5616454359707366e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079452077656724,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.594286066221928e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079918372374598,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.594286066221928e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0079918372374598,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.62775171108424e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0080396453015489,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.62775171108424e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0080396453015489,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.6886018457203e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081265740653147,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.6886018457203e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081265740653147,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.693734145590061e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081339059222715,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.693734145590061e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081339059222715,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.715537968969063e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081650542413843,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.715537968969063e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081650542413843,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.7353770759055607e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081933958227222,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.7353770759055607e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0081933958227222,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.7831438422065236e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.008261634060295,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.7831438422065236e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.008261634060295,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.802109680063419e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0082887281143763,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.802109680063419e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0082887281143763,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.855223012097974e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0083646043029971,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.855223012097974e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0083646043029971,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.877345493958147e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0083962078485116,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.877345493958147e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0083962078485116,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.884035407054857e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0084057648672212,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.884035407054857e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0084057648672212,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.898065912623395e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0084258084466048,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
5.898065912623395e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0084258084466048,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.100285966113302e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0087146942373047,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.100285966113302e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0087146942373047,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.100368964159101e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0087148128059415,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.100368964159101e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0087148128059415,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.203209261383279e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0088617275162618,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.203209261383279e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0088617275162618,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.208764746644747e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0088696639237782,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.208764746644747e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0088696639237782,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.246678738107729e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0089238267687253,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.246678738107729e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0089238267687253,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.306932435429956e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0090099034791856,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.306932435429956e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0090099034791856,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.344067596397435e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0090629537091391,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.344067596397435e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0090629537091391,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.465811386760148e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0092368734096573,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.465811386760148e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0092368734096573,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.588080348617397e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0094115433551677,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.588080348617397e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0094115433551677,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.608646086202804e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0094409229802897,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.608646086202804e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0094409229802897,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.653913823605428e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0095055911765791,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.653913823605428e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0095055911765791,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.707662500876779e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0095823750012525,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.707662500876779e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0095823750012525,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.742782458459116e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0096325463692273,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.742782458459116e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0096325463692273,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.753756746594261e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.009648223923706,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.753756746594261e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.009648223923706,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.782122757175105e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0096887467959644,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.782122757175105e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0096887467959644,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.798113198474673e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0097115902835352,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.798113198474673e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0097115902835352,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.929458453652401e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0098992263623605,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.929458453652401e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0098992263623605,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.98392002430098e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0099770286061442,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.98392002430098e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0099770286061442,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.98661591306473e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0099808798758067,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
6.98661591306473e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0099808798758067,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.000491262695385e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100007018038505,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.000491262695385e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100007018038505,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.023355315269951e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100333647360999,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.023355315269951e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100333647360999,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.036205500475109e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100517221435358,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.036205500475109e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100517221435358,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.051278621310158e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100732551733002,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.051278621310158e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0100732551733002,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.106623079146982e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0101523186844956,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.106623079146982e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0101523186844956,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.141471272956523e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0102021018185093,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.141471272956523e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0102021018185093,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.204514311888729e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0102921633026981,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.204514311888729e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0102921633026981,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.263251025100628e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0103760728930008,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.263251025100628e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0103760728930008,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.358864448176963e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0105126634973956,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.358864448176963e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0105126634973956,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.363502105510016e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0105192887221571,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
7.363502105510016e-11,200,3.0227848993880407e-06,1.4285357402903693e-06,7.713170988219125e-06,0.0105192887221571,107.95660354957288,51.0191335817989,275.47039243639733,70.80993786150096,183.51433836683933
